MAZ,households,HHSize1,HHSize2,HHSize3,HHSize4p,Male,Female,Age_00_19,Age_20_34,Age_35_64,Age_65_up,Pop,maz_seq1,taz_seq1,TAZ,PUMA,COUNTYFP,mtc_county_id,county_name
717398,0,0,0,0,0,0,0,0,0,0,0,0,37629,4170,700038,1101,97,8,Sonoma
718613,16,4,6,2,4,20,22,11,6,17,8,42,37908,4172,700040,1101,97,8,Sonoma
717626,0,0,0,0,0,0,0,0,0,0,0,0,37675,4140,700006,1101,97,8,Sonoma
710645,0,0,0,0,0,0,0,0,0,0,0,0,35706,4140,700006,1101,97,8,Sonoma
710646,5,1,2,1,1,5,5,2,2,5,1,10,35707,4288,700168,1101,97,8,Sonoma
711277,126,40,51,17,18,139,121,51,41,144,24,260,35936,4288,700168,1101,97,8,Sonoma
719803,0,0,0,0,0,0,0,0,0,0,0,0,38198,4288,700168,1101,97,8,Sonoma
710244,0,0,0,0,0,0,0,0,0,0,0,0,35562,4443,700339,1101,97,8,Sonoma
710644,18,5,9,2,2,20,19,6,4,19,10,39,35705,4140,700006,1101,97,8,Sonoma
710497,5,1,2,1,1,6,7,3,2,6,2,13,35655,4441,700337,1101,97,8,Sonoma
717520,1,1,0,0,0,2,1,1,1,1,0,3,37653,4443,700339,1101,97,8,Sonoma
712093,0,0,0,0,0,0,0,0,0,0,0,0,36182,4288,700168,1101,97,8,Sonoma
714721,0,0,0,0,0,0,0,0,0,0,0,0,36916,4288,700168,1101,97,8,Sonoma
715831,0,0,0,0,0,0,0,0,0,0,0,0,37184,4288,700168,1101,97,8,Sonoma
711873,1,1,0,0,0,1,1,0,0,2,0,2,36121,4288,700168,1101,97,8,Sonoma
713802,28,9,11,4,4,31,27,11,9,33,5,58,36672,4288,700168,1101,97,8,Sonoma
717130,153,58,55,19,21,171,154,73,56,174,22,325,37541,4287,700167,1101,97,8,Sonoma
711063,9,2,4,1,2,18,12,7,5,15,3,30,35862,4443,700339,1101,97,8,Sonoma
711121,0,0,0,0,0,0,0,0,0,0,0,0,35876,4286,700165,1101,97,8,Sonoma
716536,0,0,0,0,0,0,0,0,0,0,0,0,37410,4286,700165,1101,97,8,Sonoma
715096,21,4,9,3,5,40,29,16,12,33,8,69,37001,4443,700339,1101,97,8,Sonoma
710321,71,16,28,11,16,97,93,44,25,96,25,190,35585,4441,700337,1101,97,8,Sonoma
712230,96,22,39,14,21,131,126,59,34,131,33,257,36214,4441,700337,1101,97,8,Sonoma
710640,11,3,6,1,1,12,12,4,2,12,6,24,35703,4140,700006,1101,97,8,Sonoma
711881,7,1,3,1,2,11,9,6,3,9,2,20,36122,4170,700038,1101,97,8,Sonoma
711676,0,0,0,0,0,0,0,0,0,0,0,0,36074,4172,700040,1101,97,8,Sonoma
717498,0,0,0,0,0,0,0,0,0,0,0,0,37650,4172,700040,1101,97,8,Sonoma
712400,1,1,0,0,0,2,1,1,0,1,1,3,36276,4172,700040,1101,97,8,Sonoma
716366,65,11,24,12,18,97,87,52,30,81,21,184,37352,4170,700038,1101,97,8,Sonoma
718618,11,3,4,1,3,14,15,8,4,11,6,29,37909,4172,700040,1101,97,8,Sonoma
719459,8,2,3,1,2,10,11,5,3,9,4,21,38116,4172,700040,1101,97,8,Sonoma
713227,22,5,9,3,5,28,30,15,9,23,11,58,36519,4172,700040,1101,97,8,Sonoma
715106,8,2,3,1,2,10,11,5,3,9,4,21,37005,4172,700040,1101,97,8,Sonoma
716369,187,43,75,24,45,237,255,128,74,193,97,492,37354,4172,700040,1101,97,8,Sonoma
713875,52,12,21,7,12,66,71,36,21,53,27,137,36699,4172,700040,1101,97,8,Sonoma
713873,140,32,56,18,34,177,192,96,55,145,73,369,36698,4172,700040,1101,97,8,Sonoma
714845,77,18,31,10,18,98,105,53,30,80,40,203,36945,4172,700040,1101,97,8,Sonoma
719659,0,0,0,0,0,0,0,0,0,0,0,0,38158,4172,700040,1101,97,8,Sonoma
718251,50,13,14,7,16,78,73,51,32,50,18,151,37831,4171,700039,1101,97,8,Sonoma
711352,45,10,18,6,11,57,62,31,18,47,23,119,35961,4172,700040,1101,97,8,Sonoma
718282,49,13,13,7,16,77,71,50,31,49,18,148,37836,4173,700041,1101,97,8,Sonoma
718271,82,21,23,12,26,128,119,84,52,82,29,247,37835,4173,700041,1101,97,8,Sonoma
715835,85,22,23,12,28,132,124,86,54,85,31,256,37185,4173,700041,1101,97,8,Sonoma
711354,131,34,36,18,43,205,190,134,83,131,47,395,35962,4173,700041,1101,97,8,Sonoma
711355,22,6,6,3,7,34,32,22,14,22,8,66,35963,4173,700041,1101,97,8,Sonoma
714044,51,12,20,8,11,70,67,31,18,70,18,137,36732,4441,700337,1101,97,8,Sonoma
717301,1,1,0,0,0,2,1,2,0,1,0,3,37600,4170,700038,1101,97,8,Sonoma
714480,16,4,6,2,4,22,21,10,6,21,6,43,36841,4441,700337,1101,97,8,Sonoma
713481,3,1,1,0,1,4,4,2,1,4,1,8,36589,4441,700337,1101,97,8,Sonoma
711043,14,2,4,3,5,27,20,13,9,21,4,47,35856,4403,700295,1101,97,8,Sonoma
710851,2,0,1,0,1,3,3,1,1,3,1,6,35788,4405,700297,1101,97,8,Sonoma
715360,51,10,18,9,14,79,66,36,29,64,16,145,37073,4405,700297,1101,97,8,Sonoma
712797,19,3,8,3,5,28,26,15,9,24,6,54,36397,4170,700038,1101,97,8,Sonoma
717104,2,0,1,0,1,3,3,1,1,3,1,6,37534,4405,700297,1101,97,8,Sonoma
711057,1,1,0,0,0,2,1,1,1,1,0,3,35859,4405,700297,1101,97,8,Sonoma
715047,6,1,3,1,1,8,8,4,2,7,3,16,36997,4172,700040,1101,97,8,Sonoma
716294,12,3,4,2,3,15,17,8,5,13,6,32,37326,4171,700039,1101,97,8,Sonoma
710976,0,0,0,0,0,0,0,0,0,0,0,0,35837,4171,700039,1101,97,8,Sonoma
715257,0,0,0,0,0,0,0,0,0,0,0,0,37043,4171,700039,1101,97,8,Sonoma
712403,10,2,5,1,2,13,13,7,4,10,5,26,36277,4171,700039,1101,97,8,Sonoma
715558,29,7,11,4,7,37,39,20,11,30,15,76,37125,4171,700039,1101,97,8,Sonoma
715631,0,0,0,0,0,0,0,0,0,0,0,0,37142,4171,700039,1101,97,8,Sonoma
711501,1,1,0,0,0,2,1,1,0,1,1,3,36020,4171,700039,1101,97,8,Sonoma
710093,4,1,1,1,1,6,5,3,2,5,1,11,35502,4405,700297,1101,97,8,Sonoma
712546,38,8,13,7,10,59,49,27,22,47,12,108,36317,4405,700297,1101,97,8,Sonoma
711051,173,32,79,23,39,232,214,101,45,237,63,446,35858,4404,700296,1101,97,8,Sonoma
811381,12,3,3,3,3,14,16,8,4,15,3,30,38824,4562,800078,1201,41,9,Marin
712212,4,1,3,0,0,4,4,1,1,4,2,8,36209,4311,700193,1101,97,8,Sonoma
718112,47,9,19,8,11,65,62,31,16,67,13,127,37804,4302,700182,1101,97,8,Sonoma
813351,15,4,5,3,3,18,19,9,5,20,3,37,39437,4562,800078,1201,41,9,Marin
810899,6,2,2,1,1,7,8,4,2,8,1,15,38664,4562,800078,1201,41,9,Marin
718111,12,2,5,2,3,16,16,8,4,17,3,32,37803,4302,700182,1101,97,8,Sonoma
718209,73,19,40,6,8,75,70,20,19,72,34,145,37825,4311,700193,1101,97,8,Sonoma
713272,153,37,67,21,28,191,178,79,40,212,38,369,36533,4293,700173,1101,97,8,Sonoma
711750,23,5,9,4,5,32,30,15,8,33,6,62,36095,4302,700182,1101,97,8,Sonoma
718973,76,16,31,13,16,94,95,47,22,99,21,189,37989,4303,700183,1101,97,8,Sonoma
712711,54,12,22,9,11,67,67,33,15,71,15,134,36368,4303,700183,1101,97,8,Sonoma
714761,107,23,44,18,22,133,133,66,31,139,30,266,36925,4303,700183,1101,97,8,Sonoma
714076,193,47,85,26,35,240,225,100,51,266,48,465,36741,4293,700173,1101,97,8,Sonoma
711342,94,21,37,16,20,112,122,54,28,125,27,234,35958,4321,700205,1101,97,8,Sonoma
717979,68,15,26,12,15,81,88,39,20,91,19,169,37767,4321,700205,1101,97,8,Sonoma
716686,37,8,15,6,8,44,48,21,11,49,11,92,37449,4321,700205,1101,97,8,Sonoma
719734,90,20,37,15,18,112,112,56,26,117,25,224,38182,4303,700183,1101,97,8,Sonoma
716766,76,18,27,16,15,94,95,44,20,99,26,189,37464,4166,700033,1101,97,8,Sonoma
718977,71,16,28,12,15,84,93,41,21,95,20,177,37991,4321,700205,1101,97,8,Sonoma
713607,46,10,18,8,10,55,60,26,14,62,13,115,36614,4321,700205,1101,97,8,Sonoma
813419,8,2,2,2,2,9,11,5,3,10,2,20,39451,4562,800078,1201,41,9,Marin
712855,17,3,7,3,4,24,22,11,6,24,5,46,36418,4302,700182,1101,97,8,Sonoma
813979,4,1,1,1,1,5,5,3,1,5,1,10,39629,4562,800078,1201,41,9,Marin
718146,94,19,37,16,22,129,124,63,31,133,26,253,37808,4302,700182,1101,97,8,Sonoma
716890,13,3,5,2,3,18,17,9,4,18,4,35,37486,4302,700182,1101,97,8,Sonoma
718159,9,2,3,2,2,12,12,6,3,13,2,24,37812,4302,700182,1101,97,8,Sonoma
714684,3,0,1,1,1,4,4,2,1,4,1,8,36908,4302,700182,1101,97,8,Sonoma
713089,1,1,0,0,0,2,2,2,1,1,0,4,36487,4181,700049,1101,97,8,Sonoma
712953,5,1,2,1,1,6,7,3,2,7,1,13,36452,4302,700182,1101,97,8,Sonoma
711830,13,3,4,2,4,26,20,15,13,15,3,46,36114,4181,700049,1101,97,8,Sonoma
719834,30,5,11,6,8,40,43,23,11,41,8,83,38206,4301,700181,1101,97,8,Sonoma
718971,3,0,1,1,1,4,4,2,1,4,1,8,37988,4301,700181,1101,97,8,Sonoma
713167,19,3,7,4,5,25,28,14,7,27,5,53,36506,4301,700181,1101,97,8,Sonoma
717291,5,1,2,1,1,6,7,3,2,7,1,13,37593,4302,700182,1101,97,8,Sonoma
719111,27,6,11,4,6,33,34,17,8,34,8,67,38021,4303,700183,1101,97,8,Sonoma
712142,25,5,10,4,6,34,33,17,8,35,7,67,36199,4302,700182,1101,97,8,Sonoma
717233,244,49,96,41,58,335,322,163,81,347,66,657,37580,4302,700182,1101,97,8,Sonoma
718974,70,15,29,12,14,87,87,43,20,91,20,174,37990,4303,700183,1101,97,8,Sonoma
713608,102,24,37,21,20,126,128,59,27,133,35,254,36615,4166,700033,1101,97,8,Sonoma
711749,41,9,16,7,9,49,53,24,12,54,12,102,36094,4321,700205,1101,97,8,Sonoma
713389,141,25,50,29,37,195,198,105,56,190,42,393,36565,4304,700184,1101,97,8,Sonoma
717369,11,2,4,2,3,16,15,8,4,16,3,31,37621,4304,700184,1101,97,8,Sonoma
717370,108,25,40,22,21,134,134,63,28,140,37,268,37622,4166,700033,1101,97,8,Sonoma
712041,26,6,9,5,6,31,34,15,8,35,7,65,36166,4321,700205,1101,97,8,Sonoma
719511,45,8,14,8,15,64,68,47,17,58,10,132,38127,4300,700180,1101,97,8,Sonoma
717285,34,8,13,6,7,40,45,20,10,45,10,85,37592,4321,700205,1101,97,8,Sonoma
717974,55,11,17,12,15,72,80,47,18,71,16,152,37763,4277,700155,1101,97,8,Sonoma
718139,140,25,50,28,37,193,197,104,56,188,42,390,37806,4304,700184,1101,97,8,Sonoma
719513,131,27,50,24,30,159,179,83,36,181,38,338,38129,4307,700187,1101,97,8,Sonoma
719233,61,13,23,11,14,74,83,38,17,84,18,157,38051,4307,700187,1101,97,8,Sonoma
712145,36,8,13,7,8,44,49,23,10,50,10,93,36200,4307,700187,1101,97,8,Sonoma
716591,53,10,18,11,14,73,75,39,21,72,16,148,37421,4304,700184,1101,97,8,Sonoma
718109,61,11,19,11,20,86,92,64,23,77,14,178,37802,4300,700180,1101,97,8,Sonoma
718140,30,6,9,6,9,43,45,31,11,39,7,88,37807,4300,700180,1101,97,8,Sonoma
719925,88,16,27,16,29,125,132,92,33,112,20,257,38225,4300,700180,1101,97,8,Sonoma
715001,70,13,22,13,22,99,106,73,26,90,16,205,36980,4300,700180,1101,97,8,Sonoma
713394,116,23,36,26,31,152,168,99,37,150,34,320,36567,4277,700155,1101,97,8,Sonoma
711651,53,10,16,10,17,75,80,55,20,68,12,155,36062,4300,700180,1101,97,8,Sonoma
714691,71,16,28,15,12,81,91,42,18,73,39,172,36912,4278,700156,1101,97,8,Sonoma
717976,40,8,12,9,11,52,58,34,13,51,12,110,37764,4277,700155,1101,97,8,Sonoma
713950,51,21,12,7,11,53,64,32,12,47,26,117,36714,4295,700175,1101,97,8,Sonoma
714765,301,124,72,43,62,312,378,189,69,279,153,690,36927,4295,700175,1101,97,8,Sonoma
718729,64,24,21,10,9,60,77,31,24,66,16,137,37935,4323,700207,1101,97,8,Sonoma
716434,191,70,64,30,27,179,231,94,70,197,49,410,37384,4323,700207,1101,97,8,Sonoma
714994,74,17,29,16,12,84,95,44,18,76,41,179,36977,4278,700156,1101,97,8,Sonoma
712616,123,46,41,19,17,116,148,60,45,128,31,264,36342,4323,700207,1101,97,8,Sonoma
717977,39,14,13,6,6,37,47,19,14,41,10,84,37765,4323,700207,1101,97,8,Sonoma
718730,173,61,53,29,30,192,206,112,83,177,26,398,37936,4322,700206,1101,97,8,Sonoma
719114,132,26,52,23,31,167,180,84,46,171,46,347,38023,4280,700158,1101,97,8,Sonoma
715310,72,14,29,11,18,89,101,49,18,100,23,190,37059,4294,700174,1101,97,8,Sonoma
712780,26,5,10,4,7,32,36,18,7,35,8,68,36390,4294,700174,1101,97,8,Sonoma
719226,14,3,6,2,3,18,19,9,5,18,5,37,38050,4280,700158,1101,97,8,Sonoma
719837,92,18,36,16,22,117,125,58,32,120,32,242,38207,4280,700158,1101,97,8,Sonoma
718152,82,16,33,13,20,102,114,56,21,113,26,216,37810,4294,700174,1101,97,8,Sonoma
718723,93,18,38,14,23,115,130,63,23,130,29,245,37933,4294,700174,1101,97,8,Sonoma
710226,67,28,16,9,14,69,85,42,15,63,34,154,35556,4295,700175,1101,97,8,Sonoma
713307,18,7,4,3,4,19,22,11,4,17,9,41,36544,4295,700175,1101,97,8,Sonoma
719512,30,13,7,4,6,31,38,19,7,28,15,69,38128,4295,700175,1101,97,8,Sonoma
718843,38,16,9,5,8,39,48,24,9,35,19,87,37961,4295,700175,1101,97,8,Sonoma
719621,67,28,16,9,14,69,85,42,15,63,34,154,38150,4295,700175,1101,97,8,Sonoma
712379,47,12,17,8,10,52,62,31,15,54,14,114,36268,4298,700178,1101,97,8,Sonoma
714384,68,17,27,12,12,70,90,40,23,75,22,160,36818,4296,700176,1101,97,8,Sonoma
710953,6,2,2,1,1,6,8,3,2,7,2,14,35830,4296,700176,1101,97,8,Sonoma
712619,44,11,16,7,10,49,58,29,14,51,13,107,36343,4298,700178,1101,97,8,Sonoma
710581,86,32,29,13,12,81,104,42,32,89,22,185,35685,4323,700207,1101,97,8,Sonoma
714997,26,9,8,4,5,29,31,17,12,27,4,60,36979,4322,700206,1101,97,8,Sonoma
714996,40,14,12,7,7,44,48,26,19,41,6,92,36978,4322,700206,1101,97,8,Sonoma
711657,57,20,17,10,10,63,68,37,27,58,9,131,36064,4322,700206,1101,97,8,Sonoma
716484,36,13,11,6,6,40,43,23,17,37,6,83,37398,4322,700206,1101,97,8,Sonoma
711655,42,15,13,7,7,47,50,27,20,44,6,97,36063,4322,700206,1101,97,8,Sonoma
710951,94,24,34,15,21,104,124,63,29,107,29,228,35829,4298,700178,1101,97,8,Sonoma
718732,42,11,15,7,9,47,55,28,13,48,13,102,37938,4298,700178,1101,97,8,Sonoma
719427,79,20,29,13,17,88,104,53,24,91,24,192,38102,4298,700178,1101,97,8,Sonoma
716483,11,3,4,2,2,12,15,7,3,14,3,27,37397,4298,700178,1101,97,8,Sonoma
715167,22,8,7,4,3,25,27,13,8,24,7,52,37021,4478,700379,1101,97,8,Sonoma
711660,4,1,1,1,1,4,5,2,1,5,1,9,36066,4478,700379,1101,97,8,Sonoma
718731,23,7,8,4,4,26,28,13,9,25,7,54,37937,4478,700379,1101,97,8,Sonoma
718102,3,1,1,1,0,3,4,2,1,3,1,7,37798,4478,700379,1101,97,8,Sonoma
718103,3,1,1,1,0,3,4,2,1,3,1,7,37799,4478,700379,1101,97,8,Sonoma
719425,0,0,0,0,0,0,0,0,0,0,0,0,38101,4478,700379,1101,97,8,Sonoma
718101,0,0,0,0,0,0,0,0,0,0,0,0,37797,4478,700379,1101,97,8,Sonoma
715003,52,13,21,9,9,53,69,30,18,57,17,122,36981,4296,700176,1101,97,8,Sonoma
712959,69,18,27,12,12,71,91,40,23,77,22,162,36454,4296,700176,1101,97,8,Sonoma
715004,51,13,20,9,9,52,68,30,17,57,16,120,36982,4296,700176,1101,97,8,Sonoma
713391,70,18,28,12,12,72,93,41,24,78,22,165,36566,4296,700176,1101,97,8,Sonoma
712380,6,1,2,1,2,7,9,4,2,8,2,16,36269,4294,700174,1101,97,8,Sonoma
718847,6,2,2,1,1,6,8,3,2,7,2,14,37963,4296,700176,1101,97,8,Sonoma
710954,4,1,1,1,1,5,6,2,2,4,3,11,35831,4297,700177,1101,97,8,Sonoma
718846,13,5,4,2,2,16,20,7,5,14,10,36,37962,4297,700177,1101,97,8,Sonoma
710582,54,19,18,7,10,66,82,30,21,57,40,148,35686,4297,700177,1101,97,8,Sonoma
718104,0,0,0,0,0,0,0,0,0,0,0,0,37800,4478,700379,1101,97,8,Sonoma
713680,2,1,1,0,0,2,3,1,1,2,1,5,36637,4297,700177,1101,97,8,Sonoma
718733,0,0,0,0,0,0,0,0,0,0,0,0,37939,4297,700177,1101,97,8,Sonoma
718981,0,0,0,0,0,0,0,0,0,0,0,0,37992,4478,700379,1101,97,8,Sonoma
712583,13,3,6,2,2,16,15,7,3,18,3,31,36325,4293,700173,1101,97,8,Sonoma
716514,71,20,23,13,15,87,92,49,32,86,12,179,37407,4292,700172,1101,97,8,Sonoma
713948,63,15,22,11,15,91,82,42,26,83,22,173,36713,4319,700203,1101,97,8,Sonoma
717981,44,9,18,7,10,56,55,25,15,58,13,111,37768,4320,700204,1101,97,8,Sonoma
712708,104,22,42,16,24,133,129,59,36,136,31,262,36366,4320,700204,1101,97,8,Sonoma
712252,93,21,35,17,20,118,123,59,29,121,32,241,36224,4361,700248,1101,97,8,Sonoma
713603,30,6,12,5,7,39,37,17,11,39,9,76,36612,4320,700204,1101,97,8,Sonoma
713792,49,11,19,9,10,62,65,31,15,64,17,127,36669,4361,700248,1101,97,8,Sonoma
713605,53,13,18,9,13,77,69,36,22,70,18,146,36613,4319,700203,1101,97,8,Sonoma
716688,32,7,13,5,7,41,40,18,11,42,10,81,37450,4320,700204,1101,97,8,Sonoma
718148,72,15,30,11,16,92,89,41,25,94,21,181,37809,4320,700204,1101,97,8,Sonoma
719622,1,1,0,0,0,2,1,2,0,1,0,3,38151,4320,700204,1101,97,8,Sonoma
719623,141,35,49,24,33,205,183,95,59,185,49,388,38152,4319,700203,1101,97,8,Sonoma
711341,24,5,10,4,5,29,31,14,7,32,7,60,35957,4321,700205,1101,97,8,Sonoma
716769,37,9,13,6,9,54,48,25,15,49,13,102,37465,4319,700203,1101,97,8,Sonoma
712710,86,18,35,13,20,110,107,49,30,112,26,217,36367,4320,700204,1101,97,8,Sonoma
713793,62,14,23,12,13,79,82,39,19,81,22,161,36670,4361,700248,1101,97,8,Sonoma
714196,109,25,41,20,23,138,145,69,34,142,38,283,36761,4361,700248,1101,97,8,Sonoma
711339,30,7,11,5,7,43,39,20,12,40,10,82,35956,4319,700203,1101,97,8,Sonoma
712679,40,12,15,5,8,45,53,22,14,48,14,98,36354,4358,700245,1101,97,8,Sonoma
716925,36,10,15,4,7,40,49,20,13,44,12,89,37497,4358,700245,1101,97,8,Sonoma
712253,59,17,23,7,12,66,79,32,21,72,20,145,36225,4358,700245,1101,97,8,Sonoma
711018,693,234,257,97,105,771,777,345,244,821,138,1548,35849,4360,700247,1101,97,8,Sonoma
711015,203,65,79,25,34,238,226,101,84,229,50,464,35848,4286,700165,1101,97,8,Sonoma
718192,4,1,2,0,1,5,4,2,2,4,1,9,37823,4286,700165,1101,97,8,Sonoma
710144,503,159,187,77,80,517,577,250,147,588,109,1094,35518,4291,700171,1101,97,8,Sonoma
713572,145,40,41,29,35,189,205,116,40,195,43,394,36606,4290,700170,1101,97,8,Sonoma
714069,7,2,3,1,1,9,9,4,2,10,2,18,36738,4361,700248,1101,97,8,Sonoma
712680,4,1,1,1,1,5,6,3,1,6,1,11,36355,4290,700170,1101,97,8,Sonoma
712221,5,2,1,1,1,7,7,4,1,8,1,14,36211,4290,700170,1101,97,8,Sonoma
714070,5,1,2,1,1,6,7,3,2,6,2,13,36739,4361,700248,1101,97,8,Sonoma
714878,162,49,54,27,32,200,187,102,52,197,36,387,36953,4290,700170,1101,97,8,Sonoma
712218,219,67,72,37,43,271,252,138,70,267,48,523,36210,4290,700170,1101,97,8,Sonoma
712677,9,3,3,1,2,11,10,4,4,11,2,21,36353,4286,700165,1101,97,8,Sonoma
713727,25,8,10,3,4,29,28,12,10,29,6,57,36654,4286,700165,1101,97,8,Sonoma
714434,19,6,8,2,3,22,21,9,8,21,5,43,36828,4286,700165,1101,97,8,Sonoma
712469,63,14,24,11,14,75,82,36,18,85,18,157,36300,4321,700205,1101,97,8,Sonoma
717234,83,20,29,14,20,120,108,56,35,108,29,228,37581,4319,700203,1101,97,8,Sonoma
714687,4,1,1,1,1,5,6,3,1,6,1,11,36909,4277,700155,1101,97,8,Sonoma
716482,80,18,31,14,17,95,104,46,23,107,23,199,37396,4321,700205,1101,97,8,Sonoma
719732,37,8,15,6,8,44,48,21,11,49,11,92,38181,4321,700205,1101,97,8,Sonoma
710572,101,21,34,17,29,153,147,89,48,138,25,300,35680,4318,700202,1101,97,8,Sonoma
714391,25,5,9,4,7,38,36,22,12,34,6,74,36820,4318,700202,1101,97,8,Sonoma
719414,30,6,10,5,9,45,44,26,14,42,7,89,38094,4318,700202,1101,97,8,Sonoma
719415,12,2,5,2,3,19,17,11,6,16,3,36,38095,4318,700202,1101,97,8,Sonoma
714383,112,23,37,19,33,169,163,99,54,151,28,332,36817,4318,700202,1101,97,8,Sonoma
712304,12,2,5,2,3,19,17,11,6,16,3,36,36246,4318,700202,1101,97,8,Sonoma
719420,55,11,19,9,16,83,80,48,26,75,14,163,38098,4318,700202,1101,97,8,Sonoma
712305,0,0,0,0,0,0,0,0,0,0,0,0,36247,4318,700202,1101,97,8,Sonoma
711650,87,17,28,19,23,114,126,74,28,113,25,240,36061,4277,700155,1101,97,8,Sonoma
712470,50,10,16,11,13,65,73,43,16,64,15,138,36301,4277,700155,1101,97,8,Sonoma
719421,78,15,25,17,21,102,113,66,25,101,23,215,38099,4277,700155,1101,97,8,Sonoma
717972,65,14,21,11,19,99,94,57,31,89,16,193,37762,4318,700202,1101,97,8,Sonoma
710573,11,2,4,2,3,17,16,10,5,15,3,33,35681,4318,700202,1101,97,8,Sonoma
717967,194,58,58,36,42,244,246,132,71,232,55,490,37761,4479,700380,1101,97,8,Sonoma
715518,2,1,1,0,0,2,3,1,1,2,1,5,37111,4358,700245,1101,97,8,Sonoma
719266,7,2,3,1,1,8,9,4,2,9,2,17,38058,4358,700245,1101,97,8,Sonoma
719413,8,3,2,1,2,10,10,5,3,10,2,20,38093,4479,700380,1101,97,8,Sonoma
714350,54,16,21,6,11,61,72,30,19,65,19,133,36803,4358,700245,1101,97,8,Sonoma
711844,76,22,29,9,16,85,102,42,27,92,26,187,36119,4358,700245,1101,97,8,Sonoma
719265,39,11,15,5,8,44,52,21,14,48,13,96,38057,4358,700245,1101,97,8,Sonoma
719595,80,15,32,14,19,103,109,49,24,109,30,212,38143,4359,700246,1101,97,8,Sonoma
715219,79,15,31,14,19,101,108,48,24,107,30,209,37032,4359,700246,1101,97,8,Sonoma
719417,2,1,1,0,0,2,3,1,1,2,1,5,38096,4479,700380,1101,97,8,Sonoma
719418,41,12,12,8,9,51,53,28,15,49,12,104,38097,4479,700380,1101,97,8,Sonoma
715010,72,21,23,13,15,90,92,49,26,87,20,182,36984,4479,700380,1101,97,8,Sonoma
711842,60,11,24,11,14,77,82,36,18,82,23,159,36118,4359,700246,1101,97,8,Sonoma
714351,32,6,12,6,8,41,44,19,10,44,12,85,36804,4359,700246,1101,97,8,Sonoma
710577,119,27,46,26,20,136,152,70,29,123,66,288,35683,4278,700156,1101,97,8,Sonoma
712047,53,12,21,11,9,60,68,31,13,55,29,128,36167,4278,700156,1101,97,8,Sonoma
719839,44,10,18,9,7,50,57,26,11,46,24,107,38208,4278,700156,1101,97,8,Sonoma
712860,53,12,21,11,9,60,68,31,13,55,29,128,36421,4278,700156,1101,97,8,Sonoma
711754,9,2,4,1,2,11,12,6,2,12,3,23,36097,4279,700157,1101,97,8,Sonoma
717371,86,20,33,14,19,103,114,61,22,104,30,217,37623,4279,700157,1101,97,8,Sonoma
710575,87,21,32,14,20,104,116,62,22,106,30,220,35682,4279,700157,1101,97,8,Sonoma
711335,27,9,9,5,4,30,34,15,10,31,8,64,35955,4478,700379,1101,97,8,Sonoma
712858,133,31,50,22,30,159,177,95,34,161,46,336,36419,4279,700157,1101,97,8,Sonoma
719936,115,27,43,19,26,137,153,82,30,138,40,290,38227,4279,700157,1101,97,8,Sonoma
713117,108,25,42,17,24,129,144,77,28,130,38,273,36490,4279,700157,1101,97,8,Sonoma
718606,93,28,28,17,20,117,118,63,34,112,26,235,37906,4479,700380,1101,97,8,Sonoma
715016,37,12,13,6,6,42,45,21,14,41,11,87,36985,4478,700379,1101,97,8,Sonoma
717978,19,7,6,3,3,21,23,12,9,20,3,44,37766,4322,700206,1101,97,8,Sonoma
714690,17,5,6,3,3,19,21,10,6,19,5,40,36911,4478,700379,1101,97,8,Sonoma
719424,0,0,0,0,0,0,0,0,0,0,0,0,38100,4478,700379,1101,97,8,Sonoma
710579,31,10,11,5,5,35,38,18,12,34,9,73,35684,4478,700379,1101,97,8,Sonoma
718725,2,1,1,0,0,3,2,1,1,2,1,5,37934,4478,700379,1101,97,8,Sonoma
711659,48,17,16,8,7,54,59,27,18,53,15,113,36065,4478,700379,1101,97,8,Sonoma
719927,8,3,3,1,1,9,10,5,3,9,2,19,38226,4478,700379,1101,97,8,Sonoma
714689,44,15,15,7,7,50,54,25,16,50,13,104,36910,4478,700379,1101,97,8,Sonoma
720026,0,0,0,0,0,0,0,0,0,0,0,0,38269,4478,700379,1101,97,8,Sonoma
718158,28,10,9,5,4,32,34,16,10,32,8,66,37811,4478,700379,1101,97,8,Sonoma
718734,1,1,0,0,0,1,1,1,0,1,0,2,37940,4478,700379,1101,97,8,Sonoma
713446,0,0,0,0,0,0,0,0,0,0,0,0,36576,4413,700305,1103,97,8,Sonoma
710761,4,1,1,1,1,5,5,2,1,5,2,10,35751,4413,700305,1103,97,8,Sonoma
711543,34,10,13,5,6,39,43,21,9,30,22,82,36029,4485,700386,1103,97,8,Sonoma
719267,95,18,37,17,23,122,129,58,28,129,36,251,38059,4359,700246,1101,97,8,Sonoma
719718,17,5,7,2,3,20,21,11,4,15,11,41,38174,4485,700386,1103,97,8,Sonoma
715440,77,14,31,12,20,101,108,52,25,104,28,209,37095,4411,700303,1103,97,8,Sonoma
719277,184,51,51,37,45,239,261,147,51,247,55,500,38061,4290,700170,1101,97,8,Sonoma
716227,15,3,5,2,5,29,22,16,10,22,3,51,37310,4305,700185,1101,97,8,Sonoma
711839,37,11,13,6,7,45,43,23,12,45,8,88,36117,4290,700170,1101,97,8,Sonoma
715217,120,22,47,22,29,154,163,73,36,163,45,317,37031,4359,700246,1101,97,8,Sonoma
718228,12,4,4,2,2,15,14,8,4,14,3,29,37829,4290,700170,1101,97,8,Sonoma
