MAZ,households,HHSize1,HHSize2,HHSize3,HHSize4p,Male,Female,Age_00_19,Age_20_34,Age_35_64,Age_65_up,Pop,maz_seq1,taz_seq1,TAZ,PUMA,COUNTYFP,mtc_county_id,county_name
218971,28,6,9,5,8,37,40,21,16,31,9,77,12644,1313,200285,2710,85,3,Santa Clara
212360,166,51,50,19,46,240,214,112,125,165,52,454,9782,1971,201004,2711,85,3,Santa Clara
221561,1,1,0,0,0,2,1,1,1,1,0,3,13564,1313,200285,2710,85,3,Santa Clara
217565,18,4,6,3,5,24,26,13,10,21,6,50,12126,1313,200285,2710,85,3,Santa Clara
224217,87,13,30,18,26,121,128,66,43,110,30,249,14458,1970,201002,2711,85,3,Santa Clara
212357,113,14,37,21,41,173,171,105,68,145,26,344,9779,2010,201048,2711,85,3,Santa Clara
211599,105,15,37,22,31,146,154,79,52,133,36,300,9433,1970,201002,2711,85,3,Santa Clara
224218,36,5,12,8,11,50,53,27,18,46,12,103,14459,1970,201002,2711,85,3,Santa Clara
224220,32,5,11,7,9,45,46,24,16,40,11,91,14460,1970,201002,2711,85,3,Santa Clara
212365,37,6,12,7,12,52,56,28,19,45,16,108,9786,2011,201049,2711,85,3,Santa Clara
230708,37,6,12,7,12,52,56,28,19,45,16,108,16679,2011,201049,2711,85,3,Santa Clara
221918,58,9,18,12,19,82,87,44,30,70,25,169,13663,2011,201049,2711,85,3,Santa Clara
217246,116,15,38,26,37,168,177,90,52,162,41,345,12001,2014,201052,2711,85,3,Santa Clara
216351,37,6,12,7,12,52,56,28,19,45,16,108,11643,2011,201049,2711,85,3,Santa Clara
219707,32,5,11,6,10,45,48,24,17,38,14,93,12926,2011,201049,2711,85,3,Santa Clara
229676,32,5,11,6,10,45,48,24,17,38,14,93,16392,2011,201049,2711,85,3,Santa Clara
211520,43,8,15,7,13,59,66,32,23,51,19,125,9387,2015,201053,2710,85,3,Santa Clara
217248,69,10,23,14,22,98,103,53,36,83,29,201,12002,2011,201049,2711,85,3,Santa Clara
212107,13,3,4,2,4,18,20,10,7,15,6,38,9653,2015,201053,2710,85,3,Santa Clara
211522,49,9,17,8,15,67,75,36,26,58,22,142,9388,2015,201053,2710,85,3,Santa Clara
221550,44,8,16,7,13,61,67,33,24,52,19,128,13556,2015,201053,2710,85,3,Santa Clara
218233,32,6,11,5,10,44,49,24,17,38,14,93,12380,2015,201053,2710,85,3,Santa Clara
232014,52,10,18,8,16,72,79,39,28,61,23,151,17012,2015,201053,2710,85,3,Santa Clara
216352,45,7,14,9,15,64,67,34,23,55,19,131,11644,2011,201049,2711,85,3,Santa Clara
230710,36,5,12,7,12,51,54,28,19,43,15,105,16680,2011,201049,2711,85,3,Santa Clara
216353,48,7,15,10,16,68,72,37,25,58,20,140,11645,2011,201049,2711,85,3,Santa Clara
227651,54,10,19,9,16,74,83,40,29,64,24,157,15753,2015,201053,2710,85,3,Santa Clara
211523,82,16,28,13,25,113,125,61,44,97,36,238,9389,2015,201053,2710,85,3,Santa Clara
218234,61,12,21,10,18,84,93,45,33,72,27,177,12381,2015,201053,2710,85,3,Santa Clara
218865,31,4,11,6,10,45,46,26,16,38,11,91,12613,1314,200286,2710,85,3,Santa Clara
215543,20,3,6,4,7,29,30,17,11,24,7,59,11265,1314,200286,2710,85,3,Santa Clara
220378,51,7,17,10,17,75,75,43,27,61,19,150,13158,1314,200286,2710,85,3,Santa Clara
218864,47,6,17,9,15,69,70,40,25,57,17,139,12612,1314,200286,2710,85,3,Santa Clara
231714,37,6,16,7,8,47,47,20,11,42,21,94,16928,1311,200283,2710,85,3,Santa Clara
218351,26,4,11,5,6,33,33,14,8,29,15,66,12415,1311,200283,2710,85,3,Santa Clara
214093,39,9,12,7,11,52,56,29,23,44,12,108,10578,1313,200285,2710,85,3,Santa Clara
218236,14,3,6,2,3,18,18,9,4,16,7,36,12382,2016,201054,2710,85,3,Santa Clara
212416,36,7,14,6,9,45,48,23,10,41,19,93,9804,2016,201054,2710,85,3,Santa Clara
211524,29,6,11,5,7,36,39,18,8,34,15,75,9390,2016,201054,2710,85,3,Santa Clara
222790,42,9,16,7,10,53,56,27,12,48,22,109,13957,2016,201054,2710,85,3,Santa Clara
221555,46,7,21,8,10,58,59,24,14,53,26,117,13560,1311,200283,2710,85,3,Santa Clara
221556,44,7,19,8,10,56,56,23,13,51,25,112,13561,1311,200283,2710,85,3,Santa Clara
212295,51,8,23,9,11,65,65,27,15,59,29,130,9747,1311,200283,2710,85,3,Santa Clara
218350,75,12,33,14,16,95,96,40,22,87,42,191,12414,1311,200283,2710,85,3,Santa Clara
221557,19,3,9,3,4,24,24,10,6,21,11,48,13562,1311,200283,2710,85,3,Santa Clara
218968,52,8,24,9,11,66,66,28,15,60,29,132,12642,1311,200283,2710,85,3,Santa Clara
223253,68,11,30,12,15,86,87,36,20,79,38,173,14130,1311,200283,2710,85,3,Santa Clara
231873,47,8,21,8,10,60,60,25,14,55,26,120,16971,1311,200283,2710,85,3,Santa Clara
227635,54,9,23,10,12,69,69,29,16,63,30,138,15744,1311,200283,2710,85,3,Santa Clara
223252,41,7,18,7,9,52,52,22,12,47,23,104,14129,1311,200283,2710,85,3,Santa Clara
218857,37,6,16,7,8,47,47,20,11,42,21,94,12608,1311,200283,2710,85,3,Santa Clara
218966,31,5,13,6,7,39,40,16,9,37,17,79,12640,1311,200283,2710,85,3,Santa Clara
218967,85,14,37,15,19,108,108,45,25,98,48,216,12641,1311,200283,2710,85,3,Santa Clara
221576,40,19,14,3,4,30,44,9,8,30,27,74,13572,1847,200862,2710,85,3,Santa Clara
221554,34,7,13,6,8,43,45,21,10,40,17,88,13559,2016,201054,2710,85,3,Santa Clara
218348,33,7,12,6,8,41,44,21,9,38,17,85,12412,2016,201054,2710,85,3,Santa Clara
227631,50,10,20,8,12,63,66,32,14,57,26,129,15742,2016,201054,2710,85,3,Santa Clara
227633,41,9,15,7,10,51,55,26,12,47,21,106,15743,2016,201054,2710,85,3,Santa Clara
231871,40,8,15,7,10,50,53,25,11,46,21,103,16969,2016,201054,2710,85,3,Santa Clara
231872,66,14,25,11,16,83,88,42,19,76,34,171,16970,2016,201054,2710,85,3,Santa Clara
223251,27,6,9,5,7,34,36,17,8,31,14,70,14128,2016,201054,2710,85,3,Santa Clara
218854,26,5,11,4,6,33,34,16,7,31,13,67,12605,2016,201054,2710,85,3,Santa Clara
218855,34,5,16,6,7,44,43,18,10,40,19,87,12606,1311,200283,2710,85,3,Santa Clara
218349,33,5,15,6,7,42,42,17,10,38,19,84,12413,1311,200283,2710,85,3,Santa Clara
218853,26,5,11,4,6,33,34,16,7,31,13,67,12604,2016,201054,2710,85,3,Santa Clara
211525,24,5,9,4,6,30,32,15,7,28,12,62,9391,2016,201054,2710,85,3,Santa Clara
221552,39,8,13,6,12,54,59,29,21,46,17,113,13558,2015,201053,2710,85,3,Santa Clara
227630,29,6,9,5,9,40,44,22,16,33,13,84,15741,2015,201053,2710,85,3,Santa Clara
218852,42,9,16,7,10,53,56,27,12,48,22,109,12603,2016,201054,2710,85,3,Santa Clara
216323,37,8,15,6,8,46,51,21,13,42,21,97,11627,1312,200284,2710,85,3,Santa Clara
221567,52,11,21,8,12,65,72,29,19,60,29,137,13565,1312,200284,2710,85,3,Santa Clara
211743,28,6,11,5,6,35,39,16,10,32,16,74,9492,1312,200284,2710,85,3,Santa Clara
218856,28,4,13,5,6,35,36,15,8,32,16,71,12607,1311,200283,2710,85,3,Santa Clara
210946,28,6,12,4,6,34,38,18,10,29,15,72,9109,1234,200203,2710,85,3,Santa Clara
212854,33,7,14,5,7,41,44,21,12,35,17,85,10030,1234,200203,2710,85,3,Santa Clara
228788,86,18,35,14,19,107,119,48,31,99,48,226,16119,1312,200284,2710,85,3,Santa Clara
231528,30,6,13,4,7,37,40,19,11,31,16,77,16884,1234,200203,2710,85,3,Santa Clara
223511,45,9,19,7,10,55,61,28,16,48,24,116,14220,1234,200203,2710,85,3,Santa Clara
210945,30,6,13,4,7,37,40,19,11,31,16,77,9108,1234,200203,2710,85,3,Santa Clara
223509,24,5,10,4,5,30,32,15,9,25,13,62,14219,1234,200203,2710,85,3,Santa Clara
213123,32,7,13,5,7,40,44,18,12,36,18,84,10152,1312,200284,2710,85,3,Santa Clara
223403,32,7,13,5,7,40,44,18,12,36,18,84,14194,1312,200284,2710,85,3,Santa Clara
223402,32,7,13,5,7,40,44,18,12,36,18,84,14193,1312,200284,2710,85,3,Santa Clara
221629,58,12,24,9,13,72,81,32,21,68,32,153,13588,1312,200284,2710,85,3,Santa Clara
212853,33,7,14,5,7,41,44,21,12,35,17,85,10029,1234,200203,2710,85,3,Santa Clara
227420,51,8,23,8,12,66,66,29,10,60,33,132,15667,1234,200203,2710,85,3,Santa Clara
227636,11,2,4,2,3,15,14,6,2,14,7,29,15745,1234,200203,2710,85,3,Santa Clara
217978,49,10,18,9,12,65,68,34,41,48,10,133,12296,1385,200360,2708,85,3,Santa Clara
224358,28,11,8,4,5,31,32,15,14,24,10,63,14485,1387,200362,2708,85,3,Santa Clara
217980,1,1,0,0,0,2,1,1,1,1,0,3,12297,1782,200793,2708,85,3,Santa Clara
214276,0,0,0,0,0,0,0,0,0,0,0,0,10676,1782,200793,2708,85,3,Santa Clara
215575,46,12,14,8,12,62,58,32,32,47,9,120,11289,1782,200793,2708,85,3,Santa Clara
210999,10,3,3,2,2,13,13,6,8,9,3,26,9134,1600,200589,2708,85,3,Santa Clara
216437,95,31,30,15,19,121,129,57,77,86,30,250,11672,1600,200589,2708,85,3,Santa Clara
212702,49,19,14,7,9,54,57,27,25,42,17,111,9941,1387,200362,2708,85,3,Santa Clara
214572,33,13,9,5,6,36,39,18,17,28,12,75,10813,1387,200362,2708,85,3,Santa Clara
217139,46,15,15,7,9,58,63,28,37,41,15,121,11944,1600,200589,2708,85,3,Santa Clara
226275,40,5,10,7,18,72,67,46,47,40,6,139,15234,1600,200589,2708,85,3,Santa Clara
224583,26,9,8,4,5,33,35,16,21,23,8,68,14558,1600,200589,2708,85,3,Santa Clara
226274,222,72,71,36,43,282,302,133,180,200,71,584,15233,1600,200589,2708,85,3,Santa Clara
211093,248,81,79,40,48,315,338,149,201,224,79,653,9170,1600,200589,2708,85,3,Santa Clara
227346,63,8,16,11,28,113,106,72,74,63,10,219,15630,1600,200589,2708,85,3,Santa Clara
211418,96,15,35,20,26,132,142,71,36,123,44,274,9331,1518,200503,2708,85,3,Santa Clara
222427,34,5,13,7,9,47,50,25,13,43,16,97,13825,1518,200503,2708,85,3,Santa Clara
227163,28,4,10,6,8,38,42,21,11,35,13,80,15560,1518,200503,2708,85,3,Santa Clara
211422,98,15,36,20,27,135,145,73,37,125,45,280,9335,1518,200503,2708,85,3,Santa Clara
211419,47,7,17,10,13,65,69,35,18,59,22,134,9332,1518,200503,2708,85,3,Santa Clara
227165,34,5,13,7,9,47,50,25,13,43,16,97,15561,1518,200503,2708,85,3,Santa Clara
226276,75,9,19,13,34,135,126,86,88,75,12,261,15235,1600,200589,2708,85,3,Santa Clara
212482,141,18,35,25,63,254,237,162,166,141,22,491,9827,1600,200589,2708,85,3,Santa Clara
227347,257,32,64,46,115,464,431,294,305,256,40,895,15631,1600,200589,2708,85,3,Santa Clara
217846,18,3,6,4,5,25,26,13,7,23,8,51,12220,1518,200503,2708,85,3,Santa Clara
223296,16,2,7,3,4,22,24,12,6,21,7,46,14149,1518,200503,2708,85,3,Santa Clara
226294,26,4,10,5,7,36,38,19,10,33,12,74,15245,1518,200503,2708,85,3,Santa Clara
227134,106,42,30,15,19,117,122,59,54,89,37,239,15552,1387,200362,2708,85,3,Santa Clara
218486,75,30,21,10,14,83,86,42,38,63,26,169,12476,1387,200362,2708,85,3,Santa Clara
228940,227,90,64,32,41,251,262,126,116,192,79,513,16159,1387,200362,2708,85,3,Santa Clara
227343,73,24,23,12,14,93,99,44,59,66,23,192,15629,1600,200589,2708,85,3,Santa Clara
227505,218,70,70,35,43,277,297,131,177,196,70,574,15699,1600,200589,2708,85,3,Santa Clara
232219,61,19,20,10,12,77,84,37,49,55,20,161,17086,1600,200589,2708,85,3,Santa Clara
220118,224,46,63,44,71,369,299,184,277,186,21,668,13069,1600,200589,2708,85,3,Santa Clara
220640,65,25,23,9,8,68,73,29,40,61,11,141,13234,1108,200070,2708,85,3,Santa Clara
216567,76,28,27,11,10,80,85,34,46,72,13,165,11714,1108,200070,2708,85,3,Santa Clara
226278,255,69,87,39,60,372,324,165,238,231,62,696,15237,1644,200637,2708,85,3,Santa Clara
227348,56,18,23,7,8,61,61,21,44,46,11,122,15632,1388,200363,2708,85,3,Santa Clara
212486,37,10,12,6,9,54,47,24,35,33,9,101,9830,1644,200637,2708,85,3,Santa Clara
217840,237,49,67,47,74,390,316,195,292,196,23,706,12214,1600,200589,2708,85,3,Santa Clara
229898,461,95,130,92,144,759,615,379,569,382,44,1374,16448,1600,200589,2708,85,3,Santa Clara
227166,214,63,77,32,42,264,248,116,163,187,46,512,15562,1518,200503,2708,85,3,Santa Clara
231233,162,44,55,25,38,236,206,105,152,146,39,442,16810,1644,200637,2708,85,3,Santa Clara
217841,110,30,37,17,26,160,140,71,103,99,27,300,12215,1644,200637,2708,85,3,Santa Clara
229900,64,17,22,10,15,94,81,41,60,58,16,175,16449,1644,200637,2708,85,3,Santa Clara
229901,27,7,10,4,6,40,34,18,25,24,7,74,16450,1644,200637,2708,85,3,Santa Clara
224585,37,10,12,6,9,54,47,24,35,33,9,101,14559,1644,200637,2708,85,3,Santa Clara
217142,53,14,18,8,13,78,67,34,50,48,13,145,11947,1644,200637,2708,85,3,Santa Clara
216206,31,8,11,5,7,46,39,20,29,28,8,85,11559,1644,200637,2708,85,3,Santa Clara
217141,39,11,13,6,9,56,50,25,36,35,10,106,11946,1644,200637,2708,85,3,Santa Clara
226117,80,22,32,13,13,94,92,37,60,71,18,186,15168,1645,200638,2708,85,3,Santa Clara
211421,35,5,14,7,9,48,52,26,13,45,16,100,9334,1518,200503,2708,85,3,Santa Clara
218790,108,18,42,17,31,145,138,76,60,111,36,283,12578,1518,200503,2708,85,3,Santa Clara
215947,46,8,18,7,13,62,59,32,25,49,15,121,11441,1518,200503,2708,85,3,Santa Clara
217845,28,5,11,4,8,37,36,20,15,29,9,73,12219,1518,200503,2708,85,3,Santa Clara
220120,44,7,17,7,13,59,56,31,24,45,15,115,13070,1518,200503,2708,85,3,Santa Clara
211420,138,21,52,28,37,190,204,102,52,176,64,394,9333,1518,200503,2708,85,3,Santa Clara
217844,77,13,30,12,22,104,98,54,43,79,26,202,12218,1518,200503,2708,85,3,Santa Clara
229907,63,11,24,10,18,85,80,44,35,65,21,165,16455,1518,200503,2708,85,3,Santa Clara
218791,84,14,33,13,24,113,107,59,46,87,28,220,12579,1518,200503,2708,85,3,Santa Clara
215946,160,27,61,25,47,216,204,112,89,165,54,420,11440,1518,200503,2708,85,3,Santa Clara
222431,250,107,82,27,34,231,277,90,118,194,106,508,13828,1562,200550,2708,85,3,Santa Clara
218630,152,25,59,24,44,205,194,106,84,158,51,399,12515,1518,200503,2708,85,3,Santa Clara
211425,29,7,11,5,6,35,36,13,9,32,17,71,9337,1519,200505,2708,85,3,Santa Clara
218792,34,9,12,6,7,41,43,15,11,39,19,84,12580,1519,200505,2708,85,3,Santa Clara
215948,19,5,7,3,4,23,24,8,6,22,11,47,11442,1519,200505,2708,85,3,Santa Clara
218793,45,12,17,7,9,54,57,20,15,50,26,111,12581,1519,200505,2708,85,3,Santa Clara
227514,25,6,10,4,5,30,31,11,8,28,14,61,15700,1519,200505,2708,85,3,Santa Clara
228697,37,9,15,6,7,45,46,16,12,42,21,91,16085,1519,200505,2708,85,3,Santa Clara
218637,1,1,0,0,0,1,1,0,0,1,1,2,12517,1519,200505,2708,85,3,Santa Clara
218634,267,79,96,40,52,329,310,145,204,232,58,639,12516,1518,200503,2708,85,3,Santa Clara
227167,83,24,30,13,16,103,96,45,63,73,18,199,15563,1518,200503,2708,85,3,Santa Clara
226296,128,38,46,19,25,158,148,69,98,111,28,306,15246,1518,200503,2708,85,3,Santa Clara
211424,138,41,49,21,27,170,160,75,105,120,30,330,9336,1518,200503,2708,85,3,Santa Clara
216872,137,37,56,23,21,160,158,63,103,120,32,318,11851,1645,200638,2708,85,3,Santa Clara
226118,39,11,15,7,6,45,45,18,29,34,9,90,15169,1645,200638,2708,85,3,Santa Clara
227775,182,49,73,31,29,212,210,84,136,160,42,422,15785,1645,200638,2708,85,3,Santa Clara
226119,27,8,9,5,5,33,34,16,21,23,7,67,15170,1271,200242,2708,85,3,Santa Clara
229903,154,43,54,26,31,192,191,92,118,134,39,383,16452,1271,200242,2708,85,3,Santa Clara
227778,40,11,14,7,8,49,50,24,31,34,10,99,15786,1271,200242,2708,85,3,Santa Clara
216894,281,79,97,48,57,350,349,168,216,243,72,699,11859,1271,200242,2708,85,3,Santa Clara
222428,66,19,24,10,13,81,77,36,50,58,14,158,13826,1518,200503,2708,85,3,Santa Clara
225893,92,24,34,15,19,111,115,40,30,104,52,226,15078,1519,200505,2708,85,3,Santa Clara
213535,99,25,38,16,20,119,124,43,32,112,56,243,10331,1519,200505,2708,85,3,Santa Clara
214303,24,6,9,4,5,29,30,11,8,26,14,59,10691,1519,200505,2708,85,3,Santa Clara
231478,136,38,48,23,27,169,169,81,105,117,35,338,16874,1190,200156,2708,85,3,Santa Clara
216875,14,4,5,2,3,18,17,8,11,12,4,35,11852,1190,200156,2708,85,3,Santa Clara
228253,23,6,8,4,5,28,29,14,18,19,6,57,15942,1190,200156,2708,85,3,Santa Clara
212650,10,3,3,2,2,13,12,6,8,8,3,25,9919,1190,200156,2708,85,3,Santa Clara
227781,11,3,4,2,2,13,14,7,8,9,3,27,15789,1190,200156,2708,85,3,Santa Clara
225126,177,66,63,25,23,186,198,79,108,167,30,384,14764,1108,200070,2708,85,3,Santa Clara
225127,127,48,45,18,16,134,142,57,77,121,21,276,14765,1108,200070,2708,85,3,Santa Clara
227138,45,17,16,6,6,47,51,20,27,43,8,98,15554,1108,200070,2708,85,3,Santa Clara
216568,34,13,12,5,4,36,38,15,21,32,6,74,11715,1108,200070,2708,85,3,Santa Clara
227349,43,14,18,5,6,46,47,16,34,34,9,93,15633,1388,200363,2708,85,3,Santa Clara
212485,47,13,16,7,11,68,60,30,45,42,11,128,9829,1644,200637,2708,85,3,Santa Clara
211876,151,41,51,23,36,220,192,98,140,137,37,412,9537,1644,200637,2708,85,3,Santa Clara
217140,34,11,14,4,5,37,37,13,27,27,7,74,11945,1388,200363,2708,85,3,Santa Clara
216552,22,8,8,3,3,23,25,10,13,21,4,48,11709,1108,200070,2708,85,3,Santa Clara
211092,14,5,5,2,2,15,15,6,9,13,2,30,9169,1108,200070,2708,85,3,Santa Clara
212483,116,38,47,15,16,125,127,43,91,94,24,252,9828,1388,200363,2708,85,3,Santa Clara
213943,89,29,37,11,12,96,97,33,70,72,18,193,10509,1388,200363,2708,85,3,Santa Clara
226277,15,5,6,2,2,17,16,6,12,12,3,33,15236,1388,200363,2708,85,3,Santa Clara
229902,16,4,6,2,4,24,20,10,16,14,4,44,16451,1644,200637,2708,85,3,Santa Clara
227351,57,7,19,11,20,79,88,49,19,73,26,167,15634,1643,200636,2708,85,3,Santa Clara
226279,63,8,21,12,22,88,97,55,21,80,29,185,15238,1643,200636,2708,85,3,Santa Clara
211877,43,12,14,7,10,62,55,28,40,39,10,117,9538,1644,200637,2708,85,3,Santa Clara
216890,41,11,17,7,6,48,47,19,31,36,9,95,11855,1645,200638,2708,85,3,Santa Clara
212487,47,6,16,9,16,65,73,41,15,61,21,138,9831,1643,200636,2708,85,3,Santa Clara
227353,80,10,27,16,27,111,124,69,26,104,36,235,15635,1643,200636,2708,85,3,Santa Clara
214384,42,10,14,8,10,55,58,26,24,43,20,113,10734,1708,200708,2709,85,3,Santa Clara
222473,253,58,86,49,60,332,348,157,144,260,119,680,13853,1708,200708,2709,85,3,Santa Clara
219315,24,5,8,5,6,31,34,15,14,25,11,65,12779,1708,200708,2709,85,3,Santa Clara
223125,0,0,0,0,0,0,0,0,0,0,0,0,14079,1235,200204,2710,85,3,Santa Clara
213945,11,5,4,1,1,11,12,4,8,8,3,23,10510,1235,200204,2710,85,3,Santa Clara
219300,0,0,0,0,0,0,0,0,0,0,0,0,12773,1235,200204,2710,85,3,Santa Clara
212783,378,86,129,74,89,496,520,235,215,389,177,1016,9993,1708,200708,2709,85,3,Santa Clara
213490,0,0,0,0,0,0,0,0,0,0,0,0,10308,1708,200708,2709,85,3,Santa Clara
228151,6,2,2,1,1,7,6,2,4,5,2,13,15916,1235,200204,2710,85,3,Santa Clara
228633,11,5,4,1,1,11,12,4,8,8,3,23,16070,1235,200204,2710,85,3,Santa Clara
228464,0,0,0,0,0,0,0,0,0,0,0,0,16014,1235,200204,2710,85,3,Santa Clara
210516,0,0,0,0,0,0,0,0,0,0,0,0,8886,1708,200708,2709,85,3,Santa Clara
222698,67,15,23,13,16,88,92,42,38,69,31,180,13924,1708,200708,2709,85,3,Santa Clara
213610,71,16,24,14,17,93,98,44,40,74,33,191,10373,1708,200708,2709,85,3,Santa Clara
222699,32,7,11,6,8,42,44,20,18,33,15,86,13925,1708,200708,2709,85,3,Santa Clara
228853,70,16,23,14,17,92,96,43,40,72,33,188,16132,1708,200708,2709,85,3,Santa Clara
227450,57,13,20,11,13,75,78,35,32,59,27,153,15684,1708,200708,2709,85,3,Santa Clara
222701,26,4,10,5,7,35,37,18,19,27,8,72,13926,1711,200711,2709,85,3,Santa Clara
215434,62,14,21,12,15,81,86,39,35,64,29,167,11213,1708,200708,2709,85,3,Santa Clara
215283,0,0,0,0,0,0,0,0,0,0,0,0,11151,1707,200707,2709,85,3,Santa Clara
212609,0,0,0,0,0,0,0,0,0,0,0,0,9897,1707,200707,2709,85,3,Santa Clara
217596,80,22,32,13,13,94,92,37,60,71,18,186,12137,1645,200638,2708,85,3,Santa Clara
216891,44,12,16,7,9,54,55,26,34,38,11,109,11856,1271,200242,2708,85,3,Santa Clara
217598,19,5,7,3,4,23,24,11,15,16,5,47,12139,1271,200242,2708,85,3,Santa Clara
227779,24,7,8,4,5,30,30,14,18,22,6,60,15787,1271,200242,2708,85,3,Santa Clara
216892,24,7,8,4,5,30,30,14,18,22,6,60,11857,1271,200242,2708,85,3,Santa Clara
217597,39,11,13,7,8,49,48,23,30,34,10,97,12138,1271,200242,2708,85,3,Santa Clara
227780,30,8,11,5,6,38,37,18,23,26,8,75,15788,1271,200242,2708,85,3,Santa Clara
216893,29,8,10,5,6,36,36,17,22,26,7,72,11858,1271,200242,2708,85,3,Santa Clara
211879,22,6,9,4,3,26,25,10,16,20,5,51,9539,1645,200638,2708,85,3,Santa Clara
228857,53,16,22,8,7,62,58,22,47,45,6,120,16133,2033,201072,2709,85,3,Santa Clara
215435,47,7,19,9,12,63,68,32,34,51,14,131,11214,1711,200711,2709,85,3,Santa Clara
215436,73,23,29,11,10,85,80,31,65,61,8,165,11215,2033,201072,2709,85,3,Santa Clara
223284,117,36,47,18,16,135,129,50,103,98,13,264,14144,2033,201072,2709,85,3,Santa Clara
228758,140,43,55,22,20,162,154,59,123,118,16,316,16106,2033,201072,2709,85,3,Santa Clara
212489,328,92,115,55,66,408,408,196,252,284,84,816,9832,1271,200242,2708,85,3,Santa Clara
211880,42,12,15,7,8,52,52,25,32,36,11,104,9540,1271,200242,2708,85,3,Santa Clara
212490,0,0,0,0,0,0,0,0,0,0,0,0,9833,1271,200242,2708,85,3,Santa Clara
224822,12,3,5,2,2,15,15,7,9,11,3,30,14654,1190,200156,2708,85,3,Santa Clara
216897,2,1,1,0,0,3,2,1,1,2,1,5,11860,1190,200156,2708,85,3,Santa Clara
224823,26,7,10,4,5,33,32,16,20,22,7,65,14655,1190,200156,2708,85,3,Santa Clara
226993,31,9,9,6,7,42,39,22,16,33,10,81,15510,1712,200712,2709,85,3,Santa Clara
227782,21,6,7,4,4,26,26,13,16,18,5,52,15790,1190,200156,2708,85,3,Santa Clara
216952,51,15,15,9,12,68,65,35,26,56,16,133,11881,1712,200712,2709,85,3,Santa Clara
222474,44,6,17,9,12,59,63,30,32,47,13,122,13854,1711,200711,2709,85,3,Santa Clara
219317,80,25,31,13,11,92,88,34,70,67,9,180,12780,2033,201072,2709,85,3,Santa Clara
216612,28,4,12,5,7,38,40,19,20,31,8,78,11745,1711,200711,2709,85,3,Santa Clara
222702,39,6,15,8,10,52,57,27,28,43,11,109,13927,1711,200711,2709,85,3,Santa Clara
212653,77,11,31,15,20,103,111,53,55,84,22,214,9921,1711,200711,2709,85,3,Santa Clara
214387,64,9,26,12,17,86,92,44,46,69,19,178,10735,1711,200711,2709,85,3,Santa Clara
222475,30,9,12,5,4,35,33,13,27,25,3,68,13855,2033,201072,2709,85,3,Santa Clara
228859,14,4,6,2,2,17,15,6,12,12,2,32,16134,2033,201072,2709,85,3,Santa Clara
217505,0,0,0,0,0,0,0,0,0,0,0,0,12105,2033,201072,2709,85,3,Santa Clara
223283,19,5,6,4,4,26,29,12,14,17,12,55,14143,1706,200706,2709,85,3,Santa Clara
213835,3,0,1,1,1,5,4,3,4,2,0,9,10474,1709,200709,2709,85,3,Santa Clara
214390,27,8,11,4,4,31,30,11,24,23,3,61,10736,2033,201072,2709,85,3,Santa Clara
226388,18,5,6,3,4,24,23,13,9,19,6,47,15295,1712,200712,2709,85,3,Santa Clara
216058,31,9,9,6,7,42,39,22,16,33,10,81,11493,1712,200712,2709,85,3,Santa Clara
221443,52,15,16,9,12,70,66,36,26,58,16,136,13506,1712,200712,2709,85,3,Santa Clara
223892,32,9,10,6,7,43,41,22,16,36,10,84,14365,1712,200712,2709,85,3,Santa Clara
225561,54,15,17,10,12,72,69,38,27,59,17,141,14946,1712,200712,2709,85,3,Santa Clara
217640,37,10,11,7,9,50,47,26,19,41,11,97,12151,1712,200712,2709,85,3,Santa Clara
227265,34,10,10,6,8,46,43,24,17,37,11,89,15610,1712,200712,2709,85,3,Santa Clara
219319,31,10,12,5,4,36,34,13,27,26,4,70,12781,2033,201072,2709,85,3,Santa Clara
226992,37,10,11,7,9,50,47,26,19,41,11,97,15509,1712,200712,2709,85,3,Santa Clara
227266,35,10,11,6,8,47,44,24,18,38,11,91,15611,1712,200712,2709,85,3,Santa Clara
216061,12,3,4,2,3,16,15,8,6,13,4,31,11494,1712,200712,2709,85,3,Santa Clara
216614,35,10,12,6,7,54,57,25,25,47,14,111,11746,1223,200192,2709,85,3,Santa Clara
223890,69,24,20,9,16,84,82,45,50,62,9,166,14364,1223,200192,2709,85,3,Santa Clara
220735,3,1,1,0,1,3,4,2,2,3,0,7,13269,1223,200192,2709,85,3,Santa Clara
214400,39,13,12,5,9,48,46,25,28,36,5,94,10741,1223,200192,2709,85,3,Santa Clara
227263,44,15,13,6,10,54,52,28,32,40,6,106,15609,1223,200192,2709,85,3,Santa Clara
231924,7,2,3,1,1,8,7,3,6,5,1,15,16991,1608,200600,2703,85,3,Santa Clara
228636,21,7,8,3,3,22,22,8,16,16,4,44,16071,1608,200600,2703,85,3,Santa Clara
216911,27,9,11,4,3,29,28,11,21,20,5,57,11869,1608,200600,2703,85,3,Santa Clara
230402,61,21,23,9,8,66,63,25,47,46,11,129,16594,1608,200600,2703,85,3,Santa Clara
230405,99,22,35,19,23,121,132,55,42,104,52,253,16595,1609,200601,2703,85,3,Santa Clara
224605,46,12,17,6,11,58,57,29,23,43,20,115,14572,1920,200945,2703,85,3,Santa Clara
