MAZ,TAZ,PUMA
215404,200906,08519
215405,200906,08519
215406,201090,08516
215411,200323,08517
215412,200323,08517
215413,200323,08517
215414,200329,08517
215415,200324,08517
215416,200327,08517
215417,200327,08517
215418,200328,08517
215419,200328,08517
215420,200385,08517
215422,200211,08511
215423,200344,08511
215424,200345,08511
215429,200236,08519
215431,200236,08519
215432,200251,08519
215433,200251,08519
215434,200708,08519
215435,200711,08519
215436,201072,08519
215438,200218,08519
215442,200218,08519
215444,200192,08519
215445,200171,08505
215449,200185,08505
215450,200185,08505
215451,200340,08505
215453,200800,08505
215458,200230,08520
215461,200705,08521
215465,200748,08521
215467,200535,08521
215468,200632,08512
215470,200732,08512
215471,200579,08512
215472,200579,08512
215473,200579,08512
215474,200066,08511
215475,200080,08511
215476,200782,08511
215477,200783,08511
215485,200275,08505
215488,200805,08518
215491,200925,08507
215492,200996,08507
215494,200767,08507
215501,200406,08510
215502,200456,08510
215504,200452,08510
215505,200454,08510
215507,200535,08521
215508,200331,08512
215511,200735,08512
215512,200735,08512
215513,200645,08505
215517,200181,08505
215518,200181,08505
215519,200690,08505
215520,200570,08520
215521,200137,08521
215522,200445,08521
215524,200341,08521
215528,200542,08510
215530,200853,08520
215531,200048,08522
215535,200875,08522
215536,201023,08522
215537,201023,08522
215542,200443,08507
215543,200286,08510
215544,200861,08510
215545,200861,08510
215548,200348,08510
215549,200287,08510
215551,200287,08510
215553,200415,08510
215554,200415,08510
215557,200864,08519
215558,200864,08519
215559,200867,08519
215560,200867,08519
215561,200869,08519
215562,200869,08519
215564,200177,08519
215565,200312,08519
215566,200177,08519
215567,200312,08519
215568,200312,08519
215570,201062,08507
215571,200439,08507
215572,200536,08508
215573,200587,08508
215574,200587,08508
215575,200793,08508
215578,200775,08516
215579,200775,08516
215581,200777,08516
215582,200777,08516
215583,200777,08516
215588,200883,08517
215609,200446,08521
215610,200498,08521
215611,200498,08521
215612,200498,08521
215613,200547,08521
215616,200264,08507
215619,200689,08507
215620,200688,08507
215621,200740,08507
215624,200741,08507
215625,200741,08507
215626,201000,08511
215627,201000,08511
215628,201002,08511
215630,201048,08511
215659,200202,08521
215660,200949,08519
215665,200384,08517
215667,200932,08516
215670,200007,08507
215674,200883,08517
215676,200780,08516
215677,200237,08516
215678,200780,08516
215680,200237,08516
215681,200320,08516
215686,200237,08516
215688,200525,08516
215690,200731,08516
215691,200027,08522
215693,200411,08522
215695,201078,08517
215696,200526,08516
215701,200113,08510
215712,200554,08508
215713,200302,08519
215718,200218,08519
215721,200110,08510
215723,200447,08521
215725,200462,08522
215737,200825,08506
215739,200825,08506
215747,200656,08506
215749,200530,08506
215750,200661,08506
215761,200671,08506
215762,200619,08506
215763,200117,08506
215766,200714,08506
215767,200420,08506
215769,200671,08506
215773,200420,08506
215774,200420,08506
215776,200660,08506
215777,200008,08506
215787,200060,08506
215788,200419,08506
215789,200970,08507
215792,200971,08507
215794,200586,08508
215795,200586,08508
215796,200779,08508
215797,200635,08508
215798,200588,08508
215799,200588,08508
215801,200482,08508
215802,200878,08508
215807,200481,08508
215809,200626,08519
215813,200626,08519
215816,200626,08519
215817,200814,08519
215819,200814,08519
215820,200302,08519
215821,200816,08519
215822,200816,08519
215823,200817,08519
215824,200817,08519
215826,200619,08506
215827,200619,08506
215828,200669,08506
215833,200662,08506
215834,200662,08506
215835,200665,08506
215836,200665,08506
215839,200714,08506
215843,200062,08515
215845,200062,08515
215848,200043,08515
215849,200062,08515
215853,200634,08508
215854,200590,08508
215855,200590,08508
215856,200590,08508
215857,200590,08508
215858,200590,08508
215859,200070,08508
215861,200997,08517
215862,200997,08517
215864,200997,08517
215865,201039,08517
215867,201039,08517
215871,201040,08517
215875,200011,08517
215877,201044,08517
215879,200102,08510
215880,200102,08510
215881,200998,08510
215882,200488,08510
215883,200999,08510
215884,201041,08507
215886,200254,08507
215887,200254,08507
215888,200254,08507
215890,200254,08507
215891,200254,08507
215892,200254,08507
215893,200254,08507
215894,200537,08507
215895,200537,08507
215896,200537,08507
215897,200537,08507
215898,200441,08507
215899,200614,08520
215901,200705,08521
215903,200543,08521
215905,200341,08521
215906,200138,08521
215907,200029,08521
215909,200545,08521
215910,200747,08510
215911,200102,08510
215912,200030,08510
215913,200025,08522
215921,200263,08507
215923,200339,08505
215925,201032,08507
215928,200645,08505
215929,200544,08521
215937,201022,08522
215938,201022,08522
215940,201022,08522
215941,200048,08522
215943,200067,08508
215945,200004,08508
215946,200503,08508
215947,200503,08508
215948,200505,08508
215949,200553,08508
215950,200551,08508
215951,200551,08508
215952,200681,08511
215953,200412,08511
215954,200736,08511
215955,200089,08512
215956,200089,08512
215958,200221,08511
215959,200042,08507
215963,200016,08507
215968,201063,08508
215969,200337,08508
215970,200387,08508
215971,200388,08508
215977,200055,08515
215979,200044,08515
215983,201086,08515
215984,201085,08515
215987,200293,08515
215989,200351,08515
215997,200508,08522
215998,200131,08519
216004,200766,08507
216005,200057,08521
216006,200421,08522
216008,200150,08520
216009,200117,08506
216013,200157,08506
216014,200619,08506
216015,200669,08506
216016,200669,08506
216017,200669,08506
216018,200715,08506
216019,200667,08506
216021,200662,08506
216022,200662,08506
216025,200605,08517
216026,200484,08517
216032,200457,08510
216033,200487,08510
216034,200404,08510
216035,200404,08510
216036,200405,08510
216037,200405,08510
216038,200407,08510
216039,200407,08510
216043,200955,08511
216050,200485,08517
216055,200192,08519
216058,200712,08519
216061,200712,08519
216065,200968,08505
216066,200184,08505
216070,200771,08518
216071,200771,08518
216079,200567,08505
216080,200495,08505
216081,200279,08505
216083,200967,08505
216085,201081,08518
216088,200053,08521
216089,200806,08521
216090,200954,08521
216091,200228,08521
216092,200229,08521
216095,200152,08520
216103,200344,08511
216104,200053,08521
216106,200804,08521
216107,200801,08520
216108,201022,08522
216109,201022,08522
216116,200875,08522
216118,200875,08522
216126,201061,08515
216129,200827,08507
216130,200069,08508
216131,200069,08508
216132,200069,08508
216133,200357,08508
216135,200538,08508
216136,200585,08508
216137,200585,08508
216139,200584,08508
216140,200584,08508
216141,200173,08519
216143,200304,08519
216145,200764,08519
216146,200703,08521
216150,200447,08521
216152,200447,08521
216153,200448,08521
216154,200367,08521
216155,200446,08521
216156,200498,08521
216157,200716,08521
216158,201027,08510
216160,200776,08516
216163,200540,08507
216164,200926,08507
216167,200093,08515
216172,201090,08516
216173,200350,08515
216176,200455,08510
216178,200532,08506
216182,200532,08506
216186,200465,08506
216188,200128,08519
216189,200309,08519
216191,200172,08519
216194,200062,08515
216195,200062,08515
216197,201009,08515
216199,201010,08515
216203,201060,08515
216206,200637,08508
216209,200149,08516
216210,201091,08516
216211,201091,08516
216212,200149,08516
216213,200474,08516
216214,200525,08516
216216,200527,08516
216217,200527,08516
216218,200527,08516
216219,200526,08516
216220,200895,08517
216221,200943,08517
216222,200897,08517
216223,200897,08517
216225,200946,08517
216228,200100,08511
216234,200416,08511
216236,200288,08512
216237,200288,08512
216238,200288,08512
216239,200192,08519
216245,200346,08511
216246,200087,08511
216248,200490,08511
216252,200489,08511
216253,200489,08511
216254,200489,08511
216255,200489,08511
216257,200955,08511
216258,200168,08521
216259,200399,08521
216260,200548,08521
216262,200547,08521
216263,200050,08521
216266,200143,08521
216267,200187,08521
216268,200030,08510
216270,200025,08522
216271,200025,08522
216272,200025,08522
216274,200024,08522
216278,200025,08522
216279,200263,08507
216283,200031,08518
216284,200755,08518
216285,200444,08505
216286,200444,08505
216287,200279,08505
216288,200698,08505
216289,200595,08505
216290,200595,08505
216291,200226,08510
216292,200094,08520
216293,200094,08520
216294,200125,08520
216303,200819,08518
216305,200202,08521
216306,200699,08521
216307,200700,08521
216311,200200,08510
216312,200951,08511
216313,200956,08511
216314,200956,08511
216319,200903,08511
216320,200903,08511
216321,200903,08511
216322,200953,08510
216323,200284,08510
216327,200627,08516
216330,200678,08516
216331,201014,08516
216333,200730,08516
216335,200841,08516
216337,200776,08516
216339,200778,08516
216340,200885,08516
216341,200885,08516
216344,201004,08511
216345,201004,08511
216346,201004,08511
216348,201004,08511
216349,201052,08511
216351,201049,08511
216352,201049,08511
216353,201049,08511
216354,200088,08511
216355,200088,08511
216356,200261,08507
216362,200243,08508
216363,200484,08517
216365,201077,08517
216367,201091,08516
216387,200484,08517
216388,200723,08507
216389,200970,08507
216392,201030,08507
216395,200278,08505
216396,200278,08505
216397,201082,08510
216401,201078,08517
216402,200769,08522
216404,200524,08516
216408,200478,08516
216411,200430,08517
216414,200469,08516
216415,200622,08516
216421,200893,08508
216426,200159,08510
216427,200160,08519
216434,200250,08518
216436,201020,08507
216437,200589,08508
216443,200134,08515
216451,200134,08515
216463,200825,08506
216464,200825,08506
216470,200099,08506
216471,200529,08506
216473,200670,08506
216478,200075,08506
216479,200076,08506
216480,200531,08506
216482,200081,08506
216483,200619,08506
216485,200669,08506
216486,200668,08506
216488,200665,08506
216491,200714,08506
216492,200665,08506
216493,200157,08506
216494,200667,08506
216496,200464,08506
216497,200714,08506
216509,200253,08506
216511,200662,08506
216517,200666,08506
216518,200116,08506
216523,200817,08519
216524,200364,08519
216527,200863,08519
216528,200863,08519
216539,200062,08515
216542,200634,08508
216543,200590,08508
216544,200590,08508
216545,200362,08508
216547,200070,08508
216549,200067,08508
216552,200070,08508
216555,200157,08506
216561,200661,08506
216562,200081,08506
216566,200659,08506
216567,200070,08508
216568,200070,08508
216574,200866,08519
216575,200868,08519
216576,200868,08519
216577,200913,08519
216578,200919,08519
216579,200919,08519
216580,200919,08519
216581,200920,08519
216582,200920,08519
216584,200172,08519
216585,200172,08519
216588,200999,08510
216590,200936,08512
216591,200936,08512
216592,200936,08512
216594,200334,08511
216595,200942,08511
216596,200942,08511
216597,201035,08512
216598,201036,08512
216599,201036,08512
216600,200266,08512
216601,200266,08512
216603,201076,08519
216604,200236,08519
216605,200236,08519
216606,201076,08519
216609,200251,08519
216610,200251,08519
216612,200711,08519
216614,200218,08519
216615,200218,08519
216616,200218,08519
216618,200025,08522
216620,200508,08522
216623,200233,08505
216624,200966,08505
216627,200155,08520
216628,200155,08520
216630,200122,08520
216632,200568,08505
216635,200967,08505
216638,200122,08520
216639,200745,08520
216642,200219,08518
216644,200821,08518
216646,200986,08512
216647,200938,08512
216652,200046,08522
216658,200642,08520
216662,200941,08512
216667,201036,08512
216668,201037,08512
216669,201037,08512
216670,200599,08508
216672,200843,08508
216673,200554,08508
216675,200846,08517
216678,200895,08517
216689,200980,08505
216690,200264,08507
216693,200689,08507
216694,200689,08507
216696,200740,08507
216698,200741,08507
216699,200607,08522
216718,200376,08516
216724,200629,08517
216729,200210,08515
216733,200227,08515
216734,200419,08506
216735,200419,08506
216736,200668,08506
216737,200714,08506
216738,200669,08506
216739,200420,08506
216740,200117,08506
216742,200666,08506
216744,200464,08506
216747,200665,08506
216749,200464,08506
216750,200756,08519
216751,200756,08519
216753,200756,08519
216755,200757,08519
216757,200757,08519
216759,200758,08519
216761,201085,08515
216762,201085,08515
216769,200463,08522
216770,200461,08522
216771,200507,08522
216779,200280,08518
216780,200803,08518
216782,200276,08505
216784,200186,08505
216789,200267,08512
216790,200580,08512
216791,200467,08512
216793,200632,08512
216794,200732,08512
216798,200683,08512
216799,200683,08512
216800,200467,08512
216802,200804,08521
216804,200397,08521
216805,200178,08505
216806,200268,08512
216807,200268,08512
216808,200269,08512
216814,201023,08522
216820,200164,08520
216825,200702,08518
216826,200230,08520
216827,200596,08520
216830,200762,08519
216831,200867,08519
216832,200177,08519
216833,200177,08519
216834,200312,08519
216835,200912,08519
216836,200912,08519
216843,200587,08508
216844,200587,08508
216845,200793,08508
216846,200361,08508
216850,200540,08507
216861,200191,08510
216862,200899,08510
216863,200898,08510
216864,200900,08510
216865,200052,08510
216867,201018,08516
216868,201018,08516
216870,200094,08520
216872,200638,08508
216875,200156,08508
216884,200584,08508
216889,200489,08511
216890,200638,08508
216891,200242,08508
216892,200242,08508
216893,200242,08508
216894,200242,08508
216897,200156,08508
216898,200002,08508
216899,200768,08522
216900,200771,08518
216901,200771,08518
216902,200771,08518
216904,200770,08518
216907,200172,08519
216908,200172,08519
216911,200600,08517
216912,200601,08517
216913,200902,08510
216918,201009,08515
216925,200906,08519
216926,200335,08512
216927,200335,08512
216929,200272,08512
216931,200331,08512
216934,200421,08522
216939,200086,08511
216949,200192,08519
216952,200712,08519
216953,200712,08519
216957,200757,08519
216958,200757,08519
216960,200024,08522
216962,200036,08522
216964,200140,08505
216969,200155,08520
216971,200150,08520
216973,200151,08520
216974,200569,08505
216975,200125,08520
216976,200125,08520
216981,200270,08512
216983,200628,08512
216986,200006,08506
216988,200182,08521
216989,200520,08521
216991,200976,08515
216994,200205,08515
216996,200047,08522
216997,200047,08522
216998,200348,08510
217001,200453,08510
217008,200493,08511
217010,200536,08508
217011,200084,08510
217012,200084,08510
217014,200663,08510
217023,200270,08512
217024,200791,08507
217025,200485,08517
217029,200462,08522
217030,200038,08522
217034,200134,08515
217037,200227,08515
217038,200227,08515
217046,200825,08506
217047,200825,08506
217049,200825,08506
217053,200106,08518
217054,200825,08506
217055,200825,08506
217057,200008,08506
217061,200670,08506
217062,200617,08506
217067,200253,08506
217071,200464,08506
217075,200665,08506
217077,200667,08506
217086,200119,08506
217088,200253,08506
217094,200253,08506
217104,200060,08506
217105,200072,08506
217107,200015,08506
217109,200060,08506
217110,200419,08506
217119,200713,08506
217123,200667,08506
217126,200062,08515
217127,200062,08515
217129,201010,08515
217139,200589,08508
217140,200363,08508
217141,200637,08508
217142,200637,08508
217144,200266,08512
217147,200468,08512
217150,200528,08516
217151,200620,08516
217152,200624,08516
217153,200624,08516
217155,200625,08516
217159,201012,08516
217160,200218,08519
217161,200218,08519
217164,200192,08519
217165,200192,08519
217166,200313,08515
217167,200313,08515
217168,200441,08507
217169,200346,08511
217170,200490,08511
217172,200489,08511
217174,200154,08520
217178,200533,08512
217179,200094,08520
217185,200030,08510
217188,200334,08511
217189,200334,08511
217190,200942,08511
217192,200983,08511
217193,200984,08511
217194,200985,08511
217199,200673,08516
217204,200147,08518
217206,200872,08518
217208,200693,08520
217209,200694,08520
217218,200602,08517
217219,200602,08517
217220,200602,08517
217221,200012,08517
217222,200468,08512
217223,200214,08512
217224,201075,08515
217226,200217,08515
217228,200217,08515
217229,200012,08517
217233,200238,08517
217234,200381,08517
217236,200741,08507
217237,200741,08507
217239,201002,08511
217240,201048,08511
217241,201048,08511
217242,201004,08511
217243,201004,08511
217245,201052,08511
217246,201052,08511
217248,201049,08511
217249,201049,08511
217250,200980,08505
217259,201077,08517
217262,200047,08522
217267,200769,08522
217268,200525,08516
217269,200422,08516
217279,200210,08515
217281,200134,08515
217286,200135,08515
217287,200134,08515
217290,200058,08506
217294,200714,08506
217295,200659,08506
217297,200659,08506
217298,200659,08506
217299,200060,08506
217305,200569,08505
217306,200566,08505
217307,200140,08505
217308,200449,08505
217312,200181,08505
217314,200340,08505
217316,200186,08505
217318,200694,08520
217325,200261,08507
217326,200261,08507
217327,200264,08507
217333,200209,08518
217334,200649,08518
217337,200753,08518
217341,200614,08520
217342,200978,08520
217344,200533,08512
217345,200152,08520
217346,200124,08520
217347,200388,08508
217349,200391,08508
217351,200389,08508
217353,200067,08508
217356,200916,08519
217357,200916,08519
217358,200917,08519
217359,200921,08519
217360,200858,08519
217361,200858,08519
217362,200858,08519
217364,200808,08519
217365,200808,08519
217366,200808,08519
217368,200307,08519
217369,200904,08519
217370,200904,08519
217371,200907,08519
217377,200827,08507
217383,200019,08507
217384,200019,08507
217385,200013,08507
217389,200876,08507
217393,200012,08517
217398,200382,08517
217403,200484,08517
217405,200366,08521
217409,201046,08517
217410,200145,08505
217413,200258,08519
217416,200258,08519
217419,200732,08512
217421,200080,08511
217422,200080,08511
217423,200410,08522
217425,200461,08522
217426,200507,08522
217430,200612,08516
217434,200376,08516
217438,200435,08517
217439,200433,08517
217440,200480,08517
217441,200480,08517
217444,200432,08517
217446,200432,08517
217449,200757,08519
217450,200758,08519
217456,201085,08515
217459,201085,08515
217462,200055,08515
217463,200086,08511
217466,200493,08511
217467,200151,08520
217469,200614,08520
217472,200533,08512
217473,200094,08520
217474,200784,08520
217475,200784,08520
217477,200215,08512
217480,200888,08511
217481,200738,08511
217482,200887,08511
217485,200781,08511
217490,200263,08507
217496,200973,08522
217502,200306,08520
217505,201072,08519
217509,200335,08512
217511,200572,08516
217513,200776,08516
217514,200778,08516
217515,200827,08507
217517,200068,08508
217518,200357,08508
217519,200538,08508
217520,200538,08508
217522,200358,08508
217523,200585,08508
217524,200715,08506
217525,200059,08506
217526,200101,08506
217528,200315,08507
217542,200532,08506
217543,200532,08506
217550,200465,08506
217551,200465,08506
217552,200465,08506
217565,200285,08510
217566,200022,08522
217573,200608,08522
217574,200825,08506
217576,200618,08506
217577,200101,08506
217579,200665,08506
217581,200059,08506
217585,200671,08506
217589,200531,08506
217592,200529,08506
217596,200638,08508
217597,200242,08508
217598,200242,08508
217603,200220,08518
217607,200703,08521
217609,200703,08521
217614,200726,08516
217617,200321,08517
217618,200321,08517
217622,200325,08517
217624,200327,08517
217630,200881,08517
217632,200883,08517
217634,200883,08517
217640,200712,08519
217644,200757,08519
217646,200037,08522
217647,200037,08522
217648,200512,08522
217650,200558,08522
217651,200009,08522
217655,200561,08522
217657,200511,08522
217660,201093,08516
217662,200479,08507
217669,200995,08507
217674,200995,08507
217675,200388,08508
217676,200388,08508
217694,200739,08507
217695,200382,08517
217696,200383,08517
217698,200431,08517
217705,200977,08515
217710,200216,08515
217712,200977,08515
217714,200243,08508
217717,200909,08515
217724,200831,08510
217725,200577,08516
217729,200768,08522
217733,200624,08516
217734,200521,08516
217735,200474,08516
217739,200238,08517
217744,201017,08516
217746,200620,08516
217747,200575,08516
217751,200484,08517
217754,200134,08515
217778,200157,08506
217779,200667,08506
217786,200231,08520
217787,200123,08520
217793,200006,08506
217794,200248,08518
217795,200185,08505
217799,200450,08521
217800,200652,08518
217802,200183,08505
217804,200342,08505
217805,200137,08521
217806,200228,08521
217807,200050,08521
217811,200185,08505
217812,200340,08505
217813,200226,08510
217815,200542,08510
217816,200393,08508
217818,200393,08508
217819,201065,08508
217823,200295,08507
217825,201032,08507
217830,200744,08507
217832,200257,08519
217833,200681,08511
217834,200681,08511
217840,200589,08508
217841,200637,08508
217842,200641,08508
217843,200003,08508
217844,200503,08508
217845,200503,08508
217846,200503,08508
217847,200555,08508
217848,200553,08508
217849,200553,08508
217850,200551,08508
217852,200685,08507
217853,200903,08511
217855,200953,08510
217856,200284,08510
217857,200491,08511
217858,200491,08511
217860,200013,08507
217862,200016,08507
217863,200337,08508
217865,200387,08508
217866,200387,08508
217867,200313,08515
217868,200760,08519
217870,200786,08507
217881,200351,08515
217883,200056,08515
217884,200217,08515
217886,200759,08510
217887,200759,08510
217889,200349,08510
217892,200400,08508
217893,200400,08508
217895,200402,08508
217896,200402,08508
217897,200402,08508
217898,200402,08508
217899,200402,08508
217901,200616,08512
217905,200928,08507
217913,200933,08522
217914,200933,08522
217915,200933,08522
217916,200758,08519
217917,200162,08519
217918,200760,08519
217919,200763,08519
217920,200763,08519
217922,200006,08506
217926,200798,08510
217928,200799,08520
217929,200112,08510
217931,201028,08520
217933,200037,08522
217934,200559,08522
217936,200794,08522
217937,200180,08505
217938,200231,08520
217939,200596,08520
217945,200249,08518
217947,201034,08512
217948,200986,08512
217949,200986,08512
217951,200108,08512
217953,200305,08520
217954,200561,08522
217958,200980,08505
217959,200584,08508
217960,200584,08508
217961,200760,08519
217964,200302,08519
217965,200762,08519
217966,200762,08519
217967,200867,08519
217968,200869,08519
217969,200869,08519
217971,200312,08519
217972,200312,08519
217973,200312,08519
217974,200913,08519
217975,200912,08519
217978,200360,08508
217980,200793,08508
217981,200335,08512
217983,200686,08515
217987,200871,08519
217989,200430,08517
217990,200743,08507
217991,200251,08519
217994,200237,08516
217997,200528,08516
218007,200484,08517
218013,200238,08517
218017,200159,08510
218019,200006,08506
218030,200827,08507
218032,201069,08522
218035,201011,08515
218036,200934,08517
218037,200014,08516
218055,200825,08506
218056,200658,08506
218059,200253,08506
218062,200253,08506
218065,200419,08506
218070,200059,08506
218072,200059,08506
218081,200059,08506
218084,200008,08506
218094,200811,08519
218095,200310,08519
218096,200813,08519
218097,200813,08519
218098,200815,08519
218105,200961,08515
218106,200961,08515
218112,200825,08506
218126,200529,08506
218129,200059,08506
218131,200059,08506
218134,200059,08506
218135,200656,08506
218136,200059,08506
218142,200059,08506
218148,201092,08519
218149,201092,08519
218150,201092,08519
218152,200858,08519
218153,200858,08519
218154,200858,08519
218155,200808,08519
218156,200856,08519
218159,200855,08519
218162,200292,08515
218163,200378,08517
218164,200379,08517
218165,200380,08517
218166,200380,08517
218167,200088,08511
218168,200211,08511
218169,200211,08511
218170,200211,08511
218171,200345,08511
218174,200071,08511
218178,200451,08511
218179,200451,08511
218180,200757,08519
218181,200758,08519
218188,201085,08515
218192,200086,08511
218199,200803,08518
218200,200755,08518
218201,200183,08505
218203,200823,08518
218204,200771,08518
218205,200823,08518
218206,201081,08518
218208,200697,08520
218209,200078,08520
218225,200788,08507
218229,200790,08507
218230,200088,08511
218231,200088,08511
218232,200212,08511
218233,201053,08510
218234,201053,08510
218236,201054,08510
218238,201011,08515
218239,200484,08517
218240,200484,08517
218241,201077,08517
218242,201077,08517
218243,200833,08519
218254,201010,08515
218257,200768,08522
218258,200217,08515
218268,200768,08522
218276,200627,08516
218280,200727,08516
218288,200431,08517
218290,201014,08516
218298,200134,08515
218309,200617,08506
218311,200253,08506
218312,200660,08506
218319,200059,08506
218326,200851,08510
218328,200796,08521
218333,200331,08512
218334,200331,08512
218336,200735,08512
218337,200743,08507
218339,200743,08507
218343,200722,08507
218344,200722,08507
218345,200791,08507
218348,201054,08510
218349,200283,08510
218350,200283,08510
218351,200283,08510
218352,200551,08508
218353,200551,08508
218354,200681,08511
218355,200412,08511
218359,200941,08512
218361,201035,08512
218362,201037,08512
218363,201037,08512
218364,200599,08508
218365,200554,08508
218366,200893,08508
218367,200893,08508
218369,200846,08517
218372,200486,08517
218380,200687,08507
218381,200689,08507
218383,200688,08507
218385,200351,08515
218388,201075,08515
218390,201075,08515
218395,200930,08516
218398,200607,08522
218404,200038,08522
218405,200161,08519
218407,200686,08515
218410,200216,08515
218413,200911,08515
218421,200852,08520
218422,200133,08510
218424,200834,08511
218427,200608,08522
218430,200248,08518
218437,200872,08518
218439,200803,08518
218441,200095,08512
218442,200095,08512
218443,200095,08512
218447,200983,08511
218448,200984,08511
218449,200267,08512
218450,200673,08516
218451,201012,08516
218454,201012,08516
218455,201013,08516
218458,200653,08518
218459,200184,08505
218461,200695,08505
218462,200597,08505
218464,200646,08505
218468,200690,08505
218469,200338,08505
218470,200282,08505
218471,200445,08521
218474,200793,08508
218475,200793,08508
218476,200361,08508
218479,200635,08508
218480,200482,08508
218482,200878,08508
218483,200878,08508
218486,200362,08508
218488,200067,08508
218490,200152,08520
218493,200065,08520
218495,200341,08521
218498,200045,08515
218499,200876,08507
218500,200876,08507
218505,200575,08516
218511,200484,08517
218512,200432,08517
218516,201047,08517
218521,200432,08517
218523,200895,08517
218537,200067,08508
218539,200486,08517
218548,200134,08515
218558,200825,08506
218559,200825,08506
218560,200106,08518
218561,200825,08506
218565,200825,08506
218567,200248,08518
218578,200618,08506
218583,200618,08506
218595,200099,08506
218603,200253,08506
218607,200667,08506
218611,200043,08515
218612,200043,08515
218613,200971,08507
218615,200779,08508
218616,200635,08508
218617,200878,08508
218618,200832,08508
218621,200481,08508
218623,201088,08519
218626,200626,08519
218629,200351,08515
218630,200503,08508
218634,200503,08508
218637,200505,08508
218641,200599,08508
218643,200843,08508
218645,200201,08521
218646,200906,08519
218647,200237,08516
218651,200471,08516
218652,201090,08516
218653,200149,08516
218655,200522,08516
218656,200525,08516
218660,200527,08516
218661,200527,08516
218663,200895,08517
218667,200476,08516
218668,200476,08516
218669,200349,08510
218675,200011,08517
218676,200011,08517
218677,201040,08517
218680,200052,08510
218681,200102,08510
218682,200902,08510
218683,200431,08517
218685,200430,08517
218686,200434,08517
218688,200480,08517
218689,200432,08517
218690,200432,08517
218693,200432,08517
218696,200347,08511
218697,200759,08510
218700,200403,08510
218705,200254,08507
218706,200254,08507
218707,201076,08519
218708,201076,08519
218712,201076,08519
218714,200216,08515
218716,200216,08515
218726,200849,08510
218727,200850,08520
218728,200852,08520
218729,200029,08521
218730,200133,08510
218731,200785,08520
218733,200342,08505
218734,200444,08505
218738,200626,08519
218741,200202,08521
218742,200202,08521
218743,200202,08521
218748,200825,08506
218764,200015,08506
218765,200656,08506
218769,200008,08506
218776,200081,08506
218778,200116,08506
218779,200253,08506
218782,200350,08515
218785,200350,08515
218790,200503,08508
218791,200503,08508
218792,200505,08508
218793,200505,08508
218797,200416,08511
218800,200347,08511
218805,200721,08512
218806,200721,08512
218807,200288,08512
218809,200330,08512
218810,200927,08511
218812,200493,08511
218813,200493,08511
218814,200493,08511
218815,200493,08511
218820,200928,08507
218829,200680,08512
218830,200680,08512
218833,200684,08512
218835,200684,08512
218837,200130,08521
218846,200269,08512
218847,200269,08512
218848,200269,08512
218851,200090,08512
218852,201054,08510
218853,201054,08510
218854,201054,08510
218855,200283,08510
218856,200283,08510
218857,200283,08510
218860,200285,08510
218861,200285,08510
218862,200285,08510
218864,200286,08510
218865,200286,08510
218868,200689,08507
218870,200881,08517
218872,201011,08515
218873,201011,08515
218875,201056,08515
218878,201058,08515
218883,200017,08516
218884,200775,08516
218885,200841,08516
218888,201075,08515
218893,200626,08519
218895,200290,08515
218896,200626,08519
218905,200562,08522
218907,200932,08516
218909,201014,08516
218913,201033,08507
218914,201046,08517
218915,200827,08507
218916,200827,08507
218921,200847,08517
218925,200556,08517
218942,200059,08506
218943,200059,08506
218952,200530,08506
218960,200076,08506
218966,200283,08510
218967,200283,08510
218968,200283,08510
218970,200285,08510
218971,200285,08510
218972,200285,08510
218973,200286,08510
218974,200260,08507
218977,200689,08507
218979,200740,08507
218981,200386,08517
218982,200992,08517
218983,201039,08517
218984,201037,08512
218987,200335,08512
218988,200335,08512
218989,200332,08512
218992,200012,08517
218994,201043,08517
218998,200740,08507
218999,200740,08507
219000,200740,08507
219002,200741,08507
219003,200741,08507
219008,201002,08511
219010,201002,08511
219011,201048,08511
219012,201004,08511
219013,201052,08511
219014,200038,08522
219016,200038,08522
219019,200511,08522
219020,200613,08522
219023,200376,08516
219026,200010,08517
219031,200023,08522
219041,200466,08512
219044,200682,08512
219045,200633,08512
219047,200581,08512
219061,200298,08507
219062,200995,08507
219063,200995,08507
219073,200138,08521
219074,200138,08521
219076,200341,08521
219081,200174,08510
219082,200311,08510
219085,201022,08522
219087,201022,08522
219092,200875,08522
219094,200921,08519
219098,200907,08519
219100,200681,08511
219101,200067,08508
219102,200067,08508
219104,200067,08508
219105,200557,08508
219106,200308,08508
219107,200553,08508
219109,200551,08508
219110,200681,08511
219111,200043,08515
219120,201075,08515
219121,200626,08519
219123,200217,08515
219125,201061,08515
219127,201075,08515
219135,201033,08507
219146,200262,08507
219153,201019,08507
219155,200932,08516
219158,201019,08507
219159,200376,08516
219164,200486,08517
219167,200361,08508
219174,200134,08515
219175,200134,08515
219177,200135,08515
219191,200058,08506
219193,200656,08506
219198,200118,08506
219199,200667,08506
219202,200658,08506
219203,200671,08506
219205,200240,08506
219206,200662,08506
219207,200662,08506
219209,200665,08506
219210,200157,08506
219213,200715,08506
219223,200714,08506
219229,200060,08506
219234,200060,08506
219237,200626,08519
219239,200626,08519
219240,200626,08519
219241,200814,08519
219242,200814,08519
219244,200302,08519
219245,200816,08519
219247,200364,08519
219248,200871,08519
219249,200871,08519
219250,200364,08519
219251,200201,08521
219258,200196,08521
219259,200855,08519
