MAZ,TAZ,PUMA
12943,451,07507
12944,189,07507
12945,310,07507
12946,120,07507
12948,121,07507
12949,121,07507
12951,462,07514
12958,527,07511
12959,533,07513
12960,306,07510
12961,448,07510
12962,574,07510
12963,88,07510
12964,18,07511
12965,25,07511
12967,93,07510
12968,126,07511
12969,92,07510
12970,96,07510
12971,96,07510
12976,120,07507
12985,275,07512
12986,45,07511
12987,82,07511
12988,629,07507
12989,187,07507
12990,449,07507
12991,450,07507
12993,191,07507
12994,190,07507
12995,452,07507
12996,191,07507
12997,452,07507
12998,452,07507
12999,191,07507
13003,98,07507
13005,522,07514
13013,72,07507
13018,626,07507
13020,166,07513
13021,164,07513
13022,500,07512
13024,431,07514
13025,364,07514
13026,364,07514
13027,430,07514
13028,431,07514
13029,430,07514
13030,3,07511
13033,563,07511
13034,569,07511
13035,16,07511
13037,421,07511
13038,486,07513
13039,486,07513
13043,229,07513
13044,228,07513
13046,230,07507
13047,188,07507
13048,237,07507
13052,122,07507
13054,116,07507
13061,370,07514
13063,393,07509
13065,389,07509
13066,343,07509
13068,581,07510
13072,326,07513
13073,643,07513
13074,644,07513
13075,643,07513
13076,571,07510
13077,586,07510
13078,38,07510
13079,567,07510
13080,605,07510
13081,605,07510
13082,605,07510
13083,607,07510
13085,447,07510
13086,447,07510
13087,607,07510
13089,289,07510
13096,233,07507
13097,233,07507
13098,194,07507
13100,421,07511
13103,52,07511
13106,619,07507
13107,134,07513
13108,98,07507
13112,399,07509
13113,550,07509
13114,362,07509
13115,362,07509
13117,31,07509
13119,346,07509
13121,356,07509
13124,353,07509
13127,453,07513
13129,132,07513
13130,131,07513
13131,561,07510
13133,572,07510
13134,598,07510
13135,86,07510
13136,42,07507
13137,237,07507
13138,119,07511
13139,278,07512
13142,218,07508
13144,607,07510
13146,142,07512
13147,490,07512
13148,489,07512
13149,492,07512
13150,505,07512
13152,507,07512
13153,99,07510
13154,448,07510
13155,573,07510
13157,574,07510
13158,578,07507
13159,617,07507
13160,616,07507
13161,617,07507
13162,617,07507
13163,616,07507
13164,188,07507
13171,617,07507
13175,133,07513
13176,398,07509
13177,397,07509
13179,405,07509
13182,402,07509
13185,508,07508
13186,508,07508
13187,252,07508
13189,649,07508
13193,377,07514
13198,109,07513
13201,93,07510
13204,644,07513
13205,643,07513
13206,644,07513
13208,326,07513
13210,643,07513
13213,326,07513
13214,571,07510
13215,586,07510
13217,289,07510
13218,605,07510
13219,447,07510
13221,447,07510
13226,458,07513
13227,225,07513
13229,595,07509
13230,351,07509
13233,549,07509
13235,353,07509
13236,353,07509
13238,133,07513
13239,453,07513
13240,458,07513
13241,135,07513
13244,629,07507
13249,79,07507
13259,108,07513
13260,108,07513
13261,326,07513
13262,302,07512
13263,302,07512
13267,302,07512
13269,302,07512
13270,302,07512
13271,302,07512
13275,326,07513
13277,586,07510
13278,607,07510
13280,447,07510
13281,447,07510
13282,188,07507
13286,311,07507
13287,116,07507
13288,627,07507
13289,344,07507
13293,98,07507
13297,396,07509
13298,30,07509
13300,400,07509
13301,550,07509
13302,594,07509
13303,425,07509
13304,363,07509
13305,595,07509
13306,346,07509
13307,353,07509
13308,353,07509
13309,356,07509
13310,549,07509
13314,604,07510
13315,604,07510
13317,87,07510
13318,87,07510
13319,608,07510
13320,609,07510
13323,417,07510
13324,415,07510
13325,601,07510
13334,44,07507
13336,27,07510
13338,167,07513
13339,504,07512
13342,642,07512
13344,642,07512
13347,355,07509
13348,359,07509
13350,28,07509
13354,385,07509
13355,394,07509
13357,29,07509
13358,434,07514
13360,336,07509
13361,128,07513
13362,128,07513
13363,105,07513
13365,460,07513
13366,485,07513
13368,488,07513
13369,86,07510
13370,567,07510
13372,568,07510
13374,417,07510
13375,601,07510
13376,600,07510
13379,416,07510
13381,416,07510
13383,310,07507
13384,578,07507
13389,619,07507
13393,163,07513
13394,496,07512
13395,166,07513
13396,168,07513
13397,494,07512
13398,498,07512
13399,500,07512
13400,110,07513
13402,107,07513
13404,108,07513
13408,643,07513
13409,303,07513
13413,297,07512
13414,324,07509
13415,351,07509
13416,359,07509
13417,357,07509
13422,353,07509
13425,393,07509
13428,185,07507
13429,32,07509
13430,565,07510
13431,363,07509
13433,496,07512
13434,170,07513
13436,106,07513
13437,533,07513
13438,460,07513
13447,422,07511
13448,621,07507
13449,43,07507
13451,392,07509
13454,423,07509
13455,467,07514
13459,324,07509
13460,325,07509
13461,325,07509
13462,349,07509
13464,349,07509
13466,347,07509
13467,349,07509
13469,324,07509
13470,349,07509
13471,386,07509
13473,431,07514
13474,431,07514
13477,585,07514
13483,367,07514
13486,353,07509
13487,498,07512
13488,499,07512
13489,499,07512
13490,283,07512
13491,278,07512
13492,283,07512
13495,282,07512
13496,284,07512
13497,164,07513
13498,326,07513
13499,421,07511
13501,305,07513
13503,446,07511
13506,98,07507
13507,98,07507
13509,578,07507
13510,458,07513
13513,100,07507
13514,38,07510
13515,310,07507
13516,39,07510
13517,122,07507
13518,344,07507
13519,579,07507
13523,384,07509
13526,397,07509
13528,400,07509
13529,402,07509
13530,35,07509
13531,402,07509
13545,243,07512
13547,183,07513
13548,183,07513
13549,160,07513
13552,329,07513
13553,329,07513
13562,640,07513
13564,535,07513
13571,510,07508
13573,527,07511
13574,378,07514
13576,619,07507
13580,586,07510
13586,117,07507
13592,131,07513
13594,453,07513
13596,226,07513
13598,629,07507
13599,294,07507
13600,122,07507
13601,44,07507
13614,74,07508
13615,506,07512
13616,145,07512
13617,507,07512
13618,492,07512
13619,501,07512
13620,497,07512
13623,209,07512
13624,167,07513
13625,332,07512
13626,296,07512
13627,304,07513
13628,642,07512
13630,104,07513
13634,429,07514
13635,461,07514
13636,443,07508
13637,444,07508
13638,585,07514
13639,585,07514
13640,585,07514
13643,371,07514
13644,6,07511
13645,13,07511
13646,6,07511
13648,562,07511
13649,31,07509
13650,402,07509
13651,31,07509
13652,363,07509
13653,351,07509
13655,346,07509
13656,356,07509
13657,353,07509
13659,130,07513
13660,132,07513
13661,133,07513
13664,130,07513
13665,227,07513
13668,281,07512
13677,184,07507
13679,194,07507
13680,193,07507
13681,193,07507
13682,201,07513
13685,190,07507
13688,166,07513
13690,329,07513
13691,299,07512
13692,101,07513
13696,168,07513
13697,170,07513
13699,111,07513
13702,645,07513
13703,510,07508
13704,377,07514
13705,379,07514
13707,562,07511
13712,597,07510
13714,246,07508
13715,541,07508
13717,541,07508
13718,542,07508
13719,246,07508
13723,549,07509
13724,594,07509
13725,403,07509
13726,403,07509
13727,403,07509
13729,588,07509
13731,588,07509
13734,597,07510
13735,447,07510
13736,447,07510
13740,201,07513
13742,161,07513
13743,158,07513
13750,165,07513
13751,170,07513
13753,164,07513
13754,329,07513
13755,299,07512
13759,640,07513
13761,534,07513
13763,110,07513
13765,457,07513
13767,130,07513
13768,131,07513
13769,131,07513
13771,227,07513
13772,227,07513
13782,74,07508
13783,247,07508
13785,247,07508
13786,224,07508
13790,163,07513
13791,163,07513
13792,162,07513
13793,497,07512
13794,497,07512
13795,495,07512
13796,283,07512
13798,296,07512
13799,284,07512
13800,164,07513
13802,639,07513
13803,633,07513
13809,643,07513
13811,326,07513
13812,326,07513
13813,645,07513
13814,644,07513
13815,571,07510
13817,457,07513
13818,136,07513
13819,137,07513
13820,137,07513
13824,230,07507
13826,232,07507
13827,630,07507
13832,116,07507
13833,116,07507
13834,71,07507
13844,34,07509
13845,34,07509
13846,34,07509
13847,499,07512
13848,499,07512
13849,498,07512
13850,497,07512
13851,278,07512
13852,278,07512
13854,283,07512
13856,296,07512
13857,284,07512
13858,165,07513
13859,108,07513
13860,103,07513
13861,112,07513
13862,300,07512
13865,301,07511
13869,384,07509
13870,396,07509
13871,397,07509
13872,338,07509
13873,424,07509
13874,424,07509
13875,425,07509
13876,337,07509
13879,128,07513
13880,455,07513
13881,486,07513
13882,487,07513
13883,137,07513
13885,136,07513
13886,136,07513
13887,137,07513
13888,135,07513
13889,138,07513
13890,230,07507
13891,232,07507
13894,116,07507
13896,117,07507
13897,117,07507
13899,562,07511
13900,568,07510
13901,416,07510
13902,154,07511
13903,574,07510
13904,615,07507
13905,312,07507
13906,262,07508
13908,256,07508
13911,558,07511
13912,422,07511
13915,557,07511
13917,556,07511
13918,10,07511
13920,9,07511
13921,14,07511
13922,514,07514
13923,309,07510
13924,309,07510
13926,118,07511
13928,324,07509
13929,157,07513
13930,61,07511
13932,153,07511
13934,153,07511
13935,109,07513
13936,109,07513
13938,109,07513
13939,319,07507
13941,237,07507
13942,71,07507
13946,189,07507
13949,120,07507
13958,277,07512
13965,13,07511
13966,16,07511
13968,5,07511
13970,1,07511
13972,644,07513
13973,645,07513
13975,571,07510
13982,448,07510
13983,289,07510
13988,611,07510
13990,630,07507
13997,351,07509
13998,353,07509
13999,354,07509
14000,351,07509
14001,356,07509
14002,353,07509
14003,228,07513
14005,127,07513
14006,127,07513
14009,422,07511
14014,46,07511
14015,3,07511
14023,376,07514
14024,378,07514
14026,522,07514
14027,522,07514
14029,647,07511
14030,554,07514
14031,306,07510
14032,88,07510
14033,88,07510
14035,574,07510
14036,88,07510
14037,25,07511
14040,91,07510
14041,91,07510
14043,126,07511
14048,247,07508
14049,245,07508
14053,539,07508
14054,539,07508
14056,542,07508
14057,190,07507
14058,76,07508
14059,353,07509
14061,403,07509
14062,588,07509
14064,590,07510
14066,226,07513
14067,318,07507
14068,131,07513
14069,272,07512
14070,159,07513
14073,604,07510
14076,86,07510
14077,87,07510
14078,94,07510
14079,87,07510
14081,416,07510
14083,572,07510
14084,601,07510
14087,456,07513
14088,99,07510
14090,562,07511
14091,570,07511
14092,569,07511
14093,446,07511
14094,301,07511
14095,10,07511
14096,446,07511
14097,54,07511
14100,454,07513
14102,100,07507
14103,619,07507
14106,100,07507
14107,553,07507
14108,566,07510
14109,553,07507
14110,553,07507
14117,629,07507
14128,245,07508
14131,509,07508
14132,526,07508
14133,526,07508
14134,36,07509
14135,377,07514
14137,512,07514
14138,378,07514
14139,522,07514
14141,522,07514
14142,409,07511
14143,527,07511
14144,88,07510
14145,25,07511
14146,91,07510
14148,41,07510
14149,92,07510
14150,308,07510
14151,97,07510
14160,174,07512
14161,172,07512
14165,568,07510
14166,588,07509
14167,588,07509
14169,201,07513
14174,225,07513
14175,318,07507
14177,194,07507
14179,161,07513
14180,565,07510
14186,513,07514
14189,269,07508
14190,268,07508
14191,548,07508
14193,111,07513
14196,645,07513
14197,510,07508
14198,478,07514
14200,649,07508
14201,380,07514
14202,379,07514
14203,512,07514
14204,380,07514
14205,522,07514
14206,531,07514
14207,527,07511
14208,527,07511
14210,306,07510
14211,25,07511
14212,91,07510
14214,23,07511
14215,93,07510
14217,41,07510
14218,41,07510
14219,96,07510
14220,41,07510
14221,308,07510
14226,267,07508
14228,353,07509
14229,549,07509
14231,632,07507
14233,550,07509
14235,403,07509
14236,549,07509
14237,549,07509
14238,403,07509
14239,549,07509
14240,404,07509
14241,595,07509
14242,595,07509
14243,404,07509
14244,588,07509
14245,588,07509
14247,198,07513
14248,636,07513
14249,226,07513
14251,198,07513
14253,571,07510
14254,571,07510
14255,571,07510
14260,605,07510
14262,605,07510
14263,605,07510
14264,447,07510
14265,447,07510
14267,447,07510
14268,448,07510
14269,448,07510
14270,448,07510
14271,448,07510
14276,289,07510
14279,638,07513
14280,363,07509
14281,595,07509
14283,324,07509
14284,353,07509
14289,132,07513
14290,132,07513
14291,453,07513
14292,457,07513
14293,454,07513
14294,132,07513
14295,133,07513
14296,131,07513
14297,133,07513
14299,458,07513
14300,458,07513
14301,227,07513
14302,227,07513
14304,629,07507
14306,303,07513
14308,112,07513
14309,326,07513
14310,645,07513
14312,605,07510
14313,289,07510
14314,447,07510
14315,447,07510
14316,447,07510
14319,134,07513
14321,235,07507
14322,194,07507
14326,225,07513
14328,329,07513
14330,329,07513
14332,171,07513
14334,344,07507
14336,399,07509
14340,356,07509
14344,112,07513
14347,130,07513
14348,132,07513
14349,132,07513
14352,453,07513
14353,457,07513
14354,132,07513
14355,130,07513
14356,131,07513
14357,458,07513
14358,458,07513
14359,135,07513
14360,490,07512
14361,491,07512
14362,273,07512
14363,493,07512
14365,275,07512
14366,275,07512
14371,524,07508
14372,524,07508
14374,525,07508
14376,151,07511
14377,125,07511
14379,65,07511
14382,129,07513
14387,645,07513
14392,217,07508
14394,428,07514
14396,427,07514
14400,120,07507
14401,121,07507
14404,110,07513
14409,127,07513
14414,355,07509
14415,358,07509
14416,391,07509
14417,391,07509
14418,391,07509
14419,424,07509
14420,425,07509
14421,336,07509
14423,384,07509
14426,455,07513
14427,456,07513
14434,583,07507
14436,269,07508
14438,205,07508
14439,205,07508
14443,235,07507
14447,200,07513
14449,637,07513
14451,198,07513
14453,78,07507
14456,171,07513
14457,170,07513
14458,171,07513
14459,496,07512
14460,329,07513
14461,299,07512
14462,171,07513
14463,169,07513
14466,168,07513
14468,462,07514
14470,440,07514
14471,464,07514
14472,464,07514
14474,479,07514
14475,343,07509
14476,368,07514
14477,369,07514
14478,69,07511
14479,56,07511
14480,53,07511
14481,55,07511
14482,127,07513
14483,130,07513
14484,130,07513
14485,132,07513
14487,130,07513
14488,130,07513
14490,458,07513
14491,227,07513
14492,228,07513
14501,605,07510
14505,547,07508
14508,544,07508
14510,205,07508
14516,126,07511
14517,92,07510
14518,41,07510
14519,97,07510
14520,309,07510
14525,120,07507
14526,167,07513
14530,438,07514
14531,462,07514
14532,474,07508
14533,471,07514
14534,478,07514
14535,462,07514
14536,472,07514
14538,439,07514
14539,433,07514
14541,463,07514
14542,472,07514
14543,468,07514
14544,469,07514
14545,479,07514
14546,159,07513
14547,159,07513
14550,183,07513
14553,602,07510
14562,269,07508
14564,76,07508
14582,430,07514
14583,438,07514
14585,439,07514
14586,440,07514
14587,440,07514
14588,464,07514
14589,462,07514
14590,472,07514
14591,479,07514
14592,472,07514
14593,368,07514
14594,367,07514
14595,367,07514
14596,369,07514
14597,54,07511
14598,10,07511
14599,53,07511
14600,55,07511
14605,538,07508
14606,538,07508
14611,76,07508
14612,76,07508
14613,401,07509
14614,550,07509
14615,551,07509
14616,549,07509
14617,405,07509
14618,549,07509
14619,594,07509
14620,549,07509
14623,275,07512
14624,164,07513
14627,533,07513
14628,533,07513
14630,533,07513
14631,487,07513
14634,220,07508
14635,223,07508
14636,559,07511
14638,559,07511
14640,554,07514
14642,557,07511
14644,9,07511
14645,517,07514
14646,407,07514
14647,124,07511
14649,148,07511
14651,119,07511
14652,265,07508
14653,266,07508
14655,172,07512
14656,181,07512
14657,173,07512
14658,175,07512
14659,401,07509
14660,597,07510
14661,590,07510
14662,415,07510
14665,81,07510
14666,419,07510
14667,254,07508
14670,316,07507
14671,316,07507
14672,316,07507
14675,200,07513
14676,194,07507
14680,233,07507
14681,308,07510
14682,97,07510
14684,146,07511
14685,97,07510
14689,583,07507
14691,139,07512
14692,174,07512
14693,174,07512
14699,165,07513
14700,165,07513
14701,166,07513
14702,170,07513
14703,170,07513
14704,533,07513
14705,533,07513
14709,220,07508
14710,220,07508
14711,159,07513
14712,160,07513
14713,198,07513
14714,159,07513
14715,160,07513
14716,637,07513
14717,160,07513
14739,156,07507
14742,171,07513
14744,101,07513
14745,101,07513
14748,169,07513
14749,510,07508
14752,379,07514
14753,509,07508
14754,526,07508
14755,521,07514
14756,521,07514
14759,378,07514
14760,380,07514
14761,514,07514
14769,38,07510
14773,247,07508
14779,228,07513
14780,541,07508
14781,246,07508
14782,542,07508
14783,541,07508
14787,168,07513
14788,535,07513
14790,110,07513
14794,510,07508
14795,510,07508
14796,478,07514
14797,377,07514
14798,379,07514
14799,526,07508
14800,521,07514
14801,531,07514
14802,527,07511
14803,376,07514
14805,521,07514
14806,411,07511
14809,306,07510
14810,88,07510
14811,134,07513
14814,122,07507
14825,224,07508
14827,247,07508
14830,246,07508
14832,525,07508
14833,530,07511
14834,412,07511
14835,413,07511
14836,413,07511
14837,414,07511
14838,411,07511
14839,409,07511
14840,409,07511
14841,413,07511
14842,413,07511
14844,291,07512
14845,647,07511
14846,559,07511
14851,437,07508
14852,442,07508
14855,383,07514
14856,513,07514
14857,293,07514
14858,513,07514
14859,383,07514
14860,285,07514
14861,292,07514
14862,127,07513
14863,454,07513
14864,457,07513
14865,460,07513
14866,487,07513
14867,487,07513
14869,486,07513
14870,488,07513
14871,486,07513
14872,136,07513
14875,137,07513
14877,192,07507
14879,232,07507
14882,232,07507
14885,116,07507
14887,117,07507
14888,344,07507
14889,344,07507
14890,344,07507
14893,251,07508
14895,481,07508
14903,72,07507
14904,607,07510
14910,168,07513
14919,234,07507
14923,377,07514
14924,509,07508
14925,521,07514
14926,512,07514
14927,515,07514
14928,515,07514
14930,531,07514
14931,55,07511
14932,59,07511
14935,67,07511
14938,68,07511
14940,40,07511
14941,69,07511
14942,69,07511
14943,13,07511
14948,635,07513
14950,247,07508
14951,245,07508
14952,245,07508
14957,539,07508
14958,542,07508
14960,237,07507
14961,220,07508
14962,249,07508
14974,624,07507
14980,174,07512
14982,238,07512
14983,331,07512
14986,534,07513
14988,460,07513
14989,368,07514
14990,66,07511
14991,56,07511
14992,10,07511
14993,65,07511
14994,49,07511
14995,65,07511
14996,65,07511
14998,645,07513
14999,65,07511
15000,12,07511
15002,85,07510
15008,613,07510
15009,614,07510
15010,583,07507
15011,548,07508
15012,266,07508
15013,265,07508
15015,181,07512
