MAZ,num_hh,total_pop
13396,38,87
13397,70,140
13398,61,173
13399,60,194
13400,19,51
13402,6,24
13404,34,95
13408,232,512
13409,32,74
13413,62,140
13414,160,283
13415,81,151
13416,258,542
13417,200,410
13422,0,0
13425,252,417
13428,58,154
13429,740,1168
13430,139,217
13431,70,232
13433,104,243
13434,32,83
13436,62,159
13437,67,150
13438,36,146
13447,78,116
13448,0,3
13449,2,14
13451,230,498
13454,13,72
13455,71,132
13459,200,440
13460,0,5
13461,13,38
13462,65,124
13464,55,103
13466,194,307
13467,144,330
13469,198,313
13470,189,330
13471,172,338
13473,126,170
13474,134,219
13477,191,261
13483,136,229
13486,0,1
13487,98,205
13488,70,191
13489,61,173
13490,64,135
13491,48,117
13492,66,174
13495,32,92
13496,49,93
13497,75,204
13498,37,72
13499,123,213
13501,47,118
13503,57,90
13506,4,38
13507,47,165
13509,0,0
13510,33,141
13513,28,156
13514,0,0
13515,23,65
13516,25,40
13517,0,0
13518,57,182
13519,99,294
13523,130,219
13526,0,0
13528,76,132
13529,302,496
13530,870,987
13531,80,123
13545,84,163
13547,67,169
13548,35,113
13549,115,333
13552,73,160
13553,42,139
13562,445,1397
13564,96,219
13571,50,90
13573,159,297
13574,118,314
13576,0,22
13580,404,762
13586,31,114
13592,73,207
13594,28,134
13596,162,569
13598,19,63
13599,72,248
13600,62,284
13601,124,413
13614,182,476
13615,59,135
13616,70,142
13617,67,175
13618,63,177
13619,47,152
13620,59,163
13623,57,155
13624,55,161
13625,39,110
13626,56,138
13627,67,218
13628,25,57
13630,41,100
13634,57,112
13635,97,196
13636,47,112
13637,61,162
13638,147,231
13639,53,93
13640,140,210
13643,134,254
13644,50,72
13645,149,249
13646,175,304
13648,162,290
13649,1,8
13650,235,292
13651,47,94
13652,22,28
13653,45,66
13655,105,140
13656,80,168
13657,0,0
13659,108,183
13660,78,195
13661,25,64
13664,50,112
13665,71,287
13668,52,98
13677,91,291
13679,51,184
13680,43,143
13681,77,218
13682,66,180
13685,111,250
13688,54,122
13690,81,203
13691,66,170
13692,47,117
13696,56,146
13697,20,83
13699,81,256
13702,113,259
13703,39,86
13704,242,414
13705,119,257
13707,0,0
13712,0,34
13714,53,156
13715,109,200
13717,78,202
13718,119,260
13719,72,147
13723,21,53
13724,2,25
13725,0,0
13726,121,226
13727,0,0
13729,0,4
13731,0,4
13734,0,0
13735,78,157
13736,46,74
13740,39,119
13742,67,218
13743,88,254
13750,62,160
13751,25,49
13753,59,119
13754,17,61
13755,91,263
13759,0,20
13761,45,98
13763,50,115
13765,63,244
13767,51,162
13768,51,115
13769,57,157
13771,43,112
13772,82,223
13782,138,325
13783,42,101
13785,81,162
13786,126,255
13790,64,187
13791,62,154
13792,70,157
13793,40,133
13794,63,142
13795,57,156
13796,72,138
13798,62,131
13799,47,103
13800,58,156
13802,705,1499
13803,442,740
13809,30,99
13811,88,204
13812,45,113
13813,13,63
13814,42,80
13815,308,466
13817,65,184
13818,83,274
13819,0,0
13820,101,390
13824,29,129
13826,67,215
13827,60,241
13832,53,143
13833,63,227
13834,0,0
13844,102,110
13845,354,492
13846,72,109
13847,42,112
13848,65,137
13849,65,173
13850,0,0
13851,65,180
13852,55,136
13854,36,84
13856,46,114
13857,40,124
13858,56,163
13859,56,139
13860,171,413
13861,35,85
13862,48,142
13865,379,650
13869,237,381
13870,247,350
13871,0,13
13872,397,603
13873,472,640
13874,647,881
13875,422,515
13876,639,888
13879,20,43
13880,65,194
13881,63,220
13882,60,175
13883,94,268
13885,91,312
13886,33,109
13887,72,238
13888,67,252
13889,95,345
13890,110,310
13891,81,272
13894,52,157
13896,61,227
13897,57,166
13899,273,379
13900,0,19
13901,415,538
13902,68,162
13903,96,220
13904,0,0
13905,0,0
13906,137,286
13908,168,327
13911,481,696
13912,85,135
13915,0,0
13917,199,296
13918,75,173
13920,134,203
13921,154,247
13922,102,251
13923,53,144
13924,66,118
13926,114,276
13928,160,276
13929,62,165
13930,81,196
13932,57,152
13934,74,151
13935,22,67
13936,31,75
13938,52,140
13939,54,192
13941,60,204
13942,27,87
13946,38,135
13949,35,117
13958,121,216
13965,0,0
13966,165,286
13968,185,274
13970,72,128
13972,47,119
13973,60,108
13975,1,35
13982,100,230
13983,0,0
13988,0,25
13990,63,220
13997,284,406
13998,206,325
13999,236,420
14000,84,126
14001,413,596
14002,108,234
14003,90,335
14005,86,239
14006,29,81
14009,96,174
14014,205,364
14015,197,326
14023,139,276
14024,146,273
14026,181,314
14027,189,333
14029,21,90
14030,114,203
14031,78,140
14032,47,81
14033,53,91
14035,48,130
14036,69,124
14037,157,367
14040,92,255
14041,129,193
14043,229,521
14048,155,275
14049,93,192
14053,134,265
14054,130,222
14056,82,210
14057,122,383
14058,173,368
14059,0,33
14061,0,8
14062,0,5
14064,0,0
14066,38,159
14067,130,306
14068,70,157
14069,416,741
14070,61,161
14073,0,25
14076,121,196
14077,87,233
14078,50,145
14079,73,200
14081,365,577
14083,2,13
14084,15,889
14087,66,160
14088,32,132
14090,168,220
14091,179,294
14092,99,274
14093,118,186
14094,405,607
14095,89,184
14096,186,334
14097,77,142
14100,83,251
14102,53,182
14103,0,0
14106,70,239
14107,73,308
14108,46,84
14109,110,252
14110,89,268
14117,0,0
14128,182,316
14131,124,266
14132,86,239
14133,86,199
14134,643,1343
14135,162,337
14137,202,398
14138,123,261
14139,75,167
14141,243,390
14142,92,216
14143,138,232
14144,57,116
14145,152,303
14146,46,157
14148,101,256
14149,96,223
14150,114,281
14151,50,166
14160,78,190
14161,123,254
14165,0,0
14166,0,21
14167,51,69
14169,56,159
14174,42,151
14175,65,168
14177,99,271
14179,46,212
14180,79,190
14186,125,188
14189,79,180
14190,31,81
14191,85,193
14193,58,165
14196,54,93
14197,55,83
14198,73,222
14200,0,0
14201,161,303
14202,130,182
14203,732,1152
14204,120,256
14205,0,0
14206,137,245
14207,144,315
14208,204,324
14210,72,130
14211,232,446
14212,54,127
14214,373,881
14215,140,397
14217,88,259
14218,104,281
14219,75,201
14220,108,292
14221,77,203
14226,74,121
14228,111,145
14229,9,17
14231,11,41
14233,253,532
14235,0,0
14236,0,0
14237,0,0
14238,0,0
14239,1,10
14240,140,145
14241,0,1
14242,23,97
14243,0,1
14244,0,0
14245,0,6
14247,68,187
14248,76,254
14249,38,171
14251,106,273
14253,45,60
14254,58,80
14255,263,343
14260,0,0
14262,355,747
14263,0,0
14264,55,117
14265,34,87
14267,0,7
14268,76,125
14269,131,265
14270,52,96
14271,62,127
14276,127,246
14279,123,350
14280,34,68
14281,35,30
14283,0,0
14284,197,248
14289,48,172
14290,54,169
14291,149,407
14292,64,194
14293,72,214
14294,81,214
14295,49,106
14296,87,194
14297,66,146
14299,41,127
14300,55,159
14301,68,264
14302,36,108
14304,2,50
14306,41,82
14308,62,129
14309,46,130
14310,83,179
14312,256,385
14313,0,0
14314,40,128
14315,43,124
14316,77,128
14319,33,105
14321,71,264
14322,91,268
14326,112,350
14328,73,177
14330,41,98
14332,63,169
14334,64,261
14336,221,455
14340,66,117
14344,50,130
14347,52,124
14348,69,134
14349,37,118
14352,72,209
14353,112,294
14354,60,122
14355,56,122
14356,57,98
14357,68,226
14358,60,193
14359,48,183
14360,97,243
14361,70,163
14362,46,92
14363,110,176
14365,112,177
14366,64,150
14371,140,279
14372,144,256
14374,115,227
14376,79,173
14377,25,64
14379,16,81
14382,60,119
14387,43,85
14392,112,189
14394,137,197
14396,128,233
14400,63,213
14401,55,201
14404,53,141
14409,9,47
14414,246,506
14415,194,421
14416,193,288
14417,132,273
14418,282,572
14419,319,476
14420,497,707
14421,591,854
14423,244,439
14426,41,130
14427,45,130
14434,0,0
14436,104,238
14438,131,244
14439,93,256
14443,19,70
14447,247,741
14449,135,479
14451,53,181
14453,137,220
14456,23,49
14457,31,75
14458,51,104
14459,77,189
14460,72,178
14461,72,151
14462,34,75
14463,133,300
14466,20,48
14468,107,170
14470,205,306
14471,146,222
14472,63,137
14474,104,217
14475,195,267
14476,140,237
14477,115,182
14478,143,291
14479,147,246
14480,166,244
14481,94,172
14482,343,690
14483,57,140
14484,70,158
14485,58,113
14487,53,127
14488,113,212
14490,58,167
14491,55,186
14492,40,171
14501,0,0
14505,126,265
14508,116,233
14510,106,253
14516,78,152
14517,98,237
14518,85,254
14519,75,179
14520,66,164
14525,132,357
14526,43,110
14530,8,67
14531,159,259
14532,64,177
14533,76,148
14534,153,247
14535,99,171
14536,94,165
14538,63,180
14539,112,179
14541,130,226
14542,100,183
14543,59,102
14544,131,205
14545,21,62
14546,41,120
14547,56,124
14550,55,170
14553,5,51
14562,92,179
14564,97,210
14582,109,185
14583,29,66
14585,95,155
14586,56,86
14587,95,180
14588,216,286
14589,97,165
14590,69,163
14591,128,322
14592,0,15
14593,142,184
14594,167,235
14595,83,119
14596,140,235
14597,79,155
14598,72,134
14599,68,132
14600,79,147
14605,120,270
14606,70,158
14611,161,261
14612,0,15
14613,47,74
14614,95,170
14615,224,435
14616,173,249
14617,42,110
14618,241,388
14619,0,16
14620,0,0
14623,106,202
14624,66,159
14627,74,153
14628,58,150
14630,75,174
14631,43,136
14634,101,216
14635,129,268
14636,85,153
14638,33,66
14640,99,204
14642,95,192
14644,93,156
14645,70,176
14646,181,327
14647,100,248
14649,72,127
14651,73,152
14652,80,173
14653,73,189
14655,151,272
14656,62,181
14657,63,184
14658,92,250
14659,0,15
14660,0,0
14661,1,15
14662,2,23
14665,622,1065
14666,1030,1615
14667,60,133
14670,92,284
14671,79,260
14672,57,262
14675,45,166
14676,112,358
14680,74,201
14681,85,187
14682,95,264
14684,93,174
14685,67,174
14689,1,82
14691,62,178
14692,86,183
14693,86,193
14699,70,165
14700,43,123
14701,62,192
14702,54,115
14703,34,116
14704,45,96
14705,73,153
14709,118,250
14710,97,213
14711,42,112
14712,59,182
14713,23,52
14714,59,169
14715,85,265
14716,112,227
14717,43,96
14739,119,313
14742,35,86
14744,61,154
14745,56,156
14748,209,448
14749,0,4
14752,239,418
14753,151,321
14754,108,351
14755,139,292
14756,130,238
14759,128,254
14760,107,234
14761,354,564
14769,492,823
14773,94,214
14779,62,207
14780,120,233
14781,18,43
14782,139,261
14783,96,184
14787,54,152
14788,69,107
14790,40,82
14794,143,249
14795,98,195
14796,51,98
14797,180,368
14798,153,259
14799,149,291
14800,119,265
14801,156,263
14802,98,207
14803,107,193
14805,84,169
14806,135,306
14809,48,82
14810,28,83
14811,50,175
14814,62,241
14825,60,117
14827,91,202
14830,36,101
14832,0,0
14833,136,254
14834,79,169
14835,72,141
14836,0,0
14837,68,145
14838,137,260
14839,188,366
14840,220,398
14841,29,79
14842,56,120
14844,65,111
14845,130,236
14846,61,98
14851,0,0
14852,71,135
14855,539,899
14856,61,105
14857,102,129
14858,77,118
14859,175,341
14860,186,299
14861,33,98
14862,35,92
14863,136,371
14864,64,193
14865,55,141
14866,22,68
14867,63,194
14869,63,145
14870,83,257
14871,69,226
14872,80,248
14875,91,317
14877,74,178
14879,42,137
14882,36,122
14885,54,163
14887,0,23
14888,59,169
14889,1,53
14890,53,175
14893,147,287
14895,266,422
14903,28,80
14904,1141,3139
14910,69,194
14919,50,166
14923,164,282
14924,106,230
14925,13,38
14926,159,262
14927,105,144
14928,488,571
14930,170,340
14931,103,181
14932,89,201
14935,336,503
14938,104,256
14940,29,52
14941,68,147
14942,28,103
14943,141,207
14948,65,199
14950,37,101
14951,134,293
14952,151,314
14957,165,326
14958,117,259
14960,40,150
14961,140,289
14962,101,216
14974,42,88
14980,113,231
14982,197,342
14983,100,245
14986,142,356
14988,15,65
14989,191,270
14990,99,179
14991,72,113
14992,89,182
14993,50,104
14994,91,145
14995,56,125
14996,46,123
14998,131,323
14999,98,176
15000,63,99
15002,30,80
15008,0,0
15009,1,25
15010,1,21
15011,72,175
15012,40,104
15013,77,186
15015,185,328
15017,66,169
15018,64,171
15020,153,529
15021,0,0
15022,174,258
15026,76,180
15027,59,192
15028,85,247
15029,71,162
15032,64,241
15033,30,86
15037,64,218
15039,0,0
15043,50,152
15045,45,152
15046,75,172
15047,63,135
15048,62,148
15049,65,144
15050,74,181
15051,53,135
15052,54,153
15053,44,103
15054,58,130
15055,47,291
15056,56,149
15057,56,118
15058,73,131
15059,35,83
15060,65,148
15061,30,89
15062,106,197
15063,77,207
15066,63,111
15067,54,111
15070,232,412
15071,22,19
15074,0,0
15076,0,0
15080,0,0
15081,1,12
15083,38,104
15084,101,244
15085,48,138
15088,36,102
15091,61,177
15092,30,101
15093,84,242
15094,54,147
15098,47,90
15101,62,132
15105,36,125
15106,525,636
15118,61,161
15122,64,134
15124,56,118
15125,89,218
15126,71,149
15129,61,158
15130,62,157
15131,57,150
15133,56,186
15134,65,172
15135,71,189
15136,67,203
15138,100,238
15139,58,185
15142,144,279
15143,131,273
15145,112,249
15147,88,203
15148,123,230
15150,114,256
15151,49,128
15153,64,120
15154,48,107
15156,123,278
15158,68,117
15159,74,144
15160,149,227
15161,122,174
15162,128,225
15163,207,399
15164,146,283
15166,80,125
15167,74,154
15168,254,398
15169,374,746
15170,1,40
15171,129,251
15172,152,300
15174,129,266
15175,107,232
15177,111,194
15183,0,0
15185,31,76
15186,112,279
15187,41,105
15188,147,283
15190,76,175
15191,89,183
15192,70,158
15194,105,210
15195,107,196
15196,67,157
15201,0,0
15203,156,225
15204,514,845
15205,324,508
15206,0,12
15207,0,0
15212,24,60
15213,29,82
15214,59,197
15215,76,269
15217,115,209
15218,103,190
15219,72,164
15220,148,294
15221,55,101
15222,182,366
15223,126,300
15228,97,229
15229,0,135
15233,33,86
15238,86,222
15246,174,299
15249,23,12
15250,1,4
15252,0,0
15253,49,50
15256,0,20
15257,0,0
15259,0,9
15260,0,3
15262,52,125
15264,49,147
15265,95,277
15266,132,372
15268,67,173
15269,165,200
15270,40,81
15271,85,155
15272,115,309
15273,78,247
15274,122,215
15275,120,286
15277,96,279
15280,108,224
15281,83,220
15282,84,191
15283,56,168
15287,0,0
15289,56,132
15290,96,239
15291,105,227
15296,64,113
15297,40,101
15304,62,139
15305,93,220
15307,120,237
15309,122,282
15310,86,173
15311,211,326
15312,295,584
15313,62,77
15315,0,0
15316,0,0
15318,0,6
15319,2,18
15320,168,210
15321,80,231
15322,23,49
15325,18,50
15327,221,606
15328,51,179
15330,0,0
15331,72,236
15332,180,281
15335,58,89
15336,221,298
15337,0,0
15338,142,189
15340,0,0
15345,33,93
15346,36,84
15349,0,0
15350,17,37
15351,415,1118
15354,201,476
15355,119,162
15356,523,695
15357,267,292
15358,0,8
15359,0,0
15360,0,0
15361,0,2
15362,249,431
15363,54,82
15364,0,0
15366,46,98
15367,66,192
15370,34,81
15371,29,60
15372,87,247
15377,61,158
15378,92,324
15379,37,104
15380,71,244
15382,565,932
15385,151,306
15386,115,231
15387,33,91
15388,59,121
15389,66,129
15390,37,53
15391,12,36
15392,167,295
15393,60,94
15394,128,339
15395,123,219
15396,81,215
15398,146,289
15399,82,189
15400,95,227
15401,75,175
15402,99,207
15407,0,1
15408,37,141
15409,25,35
15411,102,393
15412,73,232
15415,123,313
15421,152,228
15422,77,148
15423,0,21
15426,1,13
15427,1,14
15428,48,72
15429,556,750
15430,0,1
15431,1222,1645
15432,0,7
15433,0,1
15434,82,265
15436,56,263
15437,54,201
15438,48,107
15439,71,179
15440,68,178
15441,107,291
15443,31,92
15456,106,217
15458,105,177
15461,4,10
15464,21,116
15465,60,158
15469,44,188
15474,65,152
15475,196,287
15476,1,12
15477,0,12
15478,54,89
15480,170,256
15481,192,300
15482,47,136
15487,67,201
15488,60,154
15489,89,185
15490,90,195
15491,67,181
15492,44,126
15493,70,193
15494,59,162
15495,56,175
15496,62,149
15497,56,137
15498,66,196
15499,65,188
15500,63,167
15501,68,179
15502,68,193
15503,79,192
15504,76,175
15505,33,79
15506,174,376
15507,142,300
15508,80,209
15510,42,113
15511,64,168
15513,122,598
15515,50,117
15516,32,84
15518,32,66
15519,28,89
15521,46,124
15523,37,105
15526,71,191
15529,0,0
15531,2,23
15533,112,230
15539,108,251
15541,155,342
15542,38,79
15543,70,161
15544,50,109
15547,57,115
15549,35,82
15553,211,268
15555,173,482
15557,128,234
15559,64,183
15566,0,0
15569,76,181
15571,253,373
15572,158,291
15573,209,426
15574,436,592
15575,229,202
15576,1,44
15577,73,282
15581,41,125
15582,86,97
15585,168,308
15591,70,204
15592,60,162
15593,115,337
15594,49,156
15595,84,313
15596,29,95
15598,34,154
15600,230,458
15601,2,3
15602,43,64
15604,160,457
15606,56,97
15608,91,213
15609,43,113
15610,143,273
15611,79,208
15613,95,200
15614,102,182
15615,131,258
15616,40,81
15617,47,114
15619,55,175
15622,63,130
15628,50,103
15632,280,432
15633,190,327
15638,18,98
15639,98,155
15640,120,170
15641,73,133
15643,68,224
15647,65,182
15649,61,214
15650,121,338
15651,80,252
15653,35,98
15654,83,259
15655,38,93
15657,51,208
15658,38,153
15660,82,204
15661,110,187
15662,302,476
15663,305,508
15664,23,66
15666,81,187
15667,56,145
15668,86,166
15669,61,154
15670,67,184
15671,64,162
15672,62,195
15673,64,210
15675,105,233
15676,53,114
15677,29,110
15681,37,102
15682,66,209
15683,41,130
15687,101,261
15689,190,331
15690,166,302
15692,111,199
15693,91,174
15694,148,245
15697,104,262
15698,135,257
15706,0,10
15708,1026,1570
15710,61,106
15713,46,103
15714,86,208
15715,67,109
15716,92,175
15717,83,187
15721,112,245
15722,82,253
15723,82,181
15728,64,148
15729,4,9
15731,36,134
15732,90,250
15735,125,241
15736,131,225
15737,121,235
15739,165,342
15740,135,238
15741,122,236
15742,108,192
15743,72,147
15745,173,290
15746,145,264
15747,88,143
15749,121,201
15750,324,426
15751,212,308
15752,236,305
15753,140,242
15754,107,240
15760,0,0
15761,0,13
15762,1,17
15763,0,0
15764,63,191
15766,62,204
15767,59,188
15769,72,225
15771,69,215
15773,69,217
15774,85,245
15785,56,127
15794,108,194
15795,50,188
15796,311,405
15797,16,43
15800,1,8
15802,65,134
15803,0,0
15804,97,236
15810,73,219
15811,114,203
15812,83,164
15814,41,146
15815,7,42
15827,8,70
15829,66,186
15832,162,360
15842,53,135
15846,163,290
15847,20,78
15848,259,368
15849,16,25
15850,44,87
15851,552,723
15853,231,320
15854,292,441
15855,157,226
15856,104,229
15859,195,292
15860,106,138
15861,61,189
15862,54,145
15863,137,218
15864,114,150
15865,221,359
15867,467,667
15871,207,274
15873,105,217
15877,51,159
15878,89,233
15879,289,612
15880,0,240
15881,10,22
15883,280,315
15884,30,102
15888,50,150
15891,96,168
15892,128,280
15893,90,150
15894,197,394
15895,135,207
15896,7,26
15897,115,182
15898,0,0
15900,189,401
15901,198,438
15903,70,116
15904,39,87
15905,461,635
15906,100,154
15907,255,351
15908,182,315
15909,99,172
15911,68,110
15913,42,87
15914,72,190
15915,109,223
15916,131,304
15917,114,233
15918,117,260
15920,96,217
15923,106,190
15924,116,206
15926,43,104
15927,99,202
15928,26,145
15929,242,479
15932,50,82
15933,70,178
15934,82,241
15936,178,543
15937,46,119
15939,7,23
15940,55,89
15953,25,49
15954,63,154
15955,59,133
15956,0,0
15957,61,140
15958,142,246
15959,240,309
15961,163,242
15962,242,346
15963,142,269
15964,309,392
15965,154,254
15967,232,333
15968,92,233
15969,110,134
15970,136,214
15971,286,422
15972,138,232
15973,57,112
15974,91,168
15975,89,189
15976,119,238
15979,66,155
15980,103,217
15981,67,161
15983,77,160
15985,0,1
15988,289,393
15989,631,1051
15990,73,256
15992,83,199
15993,62,195
15995,52,94
15997,52,141
16000,143,342
16002,3,81
16015,68,137
16016,166,217
16020,91,170
16021,169,260
16022,182,334
16026,74,183
16027,25,86
16030,98,173
16031,62,140
16033,0,0
16035,443,577
16036,1,64
16038,554,1047
16047,71,133
16050,32,78
16051,92,227
16052,117,206
16053,67,198
16055,89,207
16056,261,430
16057,0,0
16060,197,296
16061,191,283
16069,239,327
16077,213,346
16079,12,23
16080,58,155
16081,111,211
16082,67,172
16083,0,15
16085,80,210
16086,98,247
16088,109,245
16089,167,322
16091,117,257
16092,191,335
16093,180,331
16094,50,115
16095,51,147
16096,134,272
16097,101,180
16101,61,164
16102,66,187
16103,63,193
16104,39,126
16106,84,163
16108,30,87
16110,67,153
16111,53,75
16112,37,92
16113,71,187
16119,73,190
16123,730,1155
16124,105,233
16129,76,196
16131,87,234
16133,68,175
16134,71,142
16139,70,203
16145,45,157
16147,52,160
16149,66,194
16150,78,292
16151,89,294
16153,0,0
16155,130,170
16156,195,339
16157,71,191
16158,106,208
16159,32,85
16160,79,192
16161,66,134
16162,74,158
16164,102,226
16165,172,399
