MAZ,num_hh,total_pop
316590,292,689
316592,29,85
316593,42,86
316594,50,129
316596,55,173
316609,139,436
316610,42,127
316618,31,156
316622,199,492
316625,54,152
316633,57,186
316635,58,206
316639,39,117
316640,134,403
316643,73,214
316644,38,104
316645,57,140
316650,34,165
316651,244,884
316655,0,0
316657,60,232
316659,45,81
316660,76,160
316661,102,232
316663,99,156
316664,59,106
316665,79,211
316666,45,58
316667,136,300
316668,27,52
316671,0,12
316673,6,49
316674,0,0
316676,111,147
316677,28,54
316678,0,11
316679,41,210
316680,491,674
316681,15,21
316682,25,57
316684,69,130
316685,4,6
316686,98,167
316688,15,39
316692,113,307
316693,45,107
316695,71,202
316701,26,36
316702,17,40
316709,89,173
316710,18,45
316712,21,55
316713,120,271
316716,1,68
316721,37,80
316722,107,254
316723,69,190
316724,54,127
316729,43,72
316733,36,122
316735,614,1858
316736,43,106
316747,0,0
316750,0,0
316762,0,0
316766,0,0
316767,0,0
316768,57,155
316771,39,136
316772,44,189
316775,394,1001
316778,167,405
316779,0,0
316781,134,391
316789,11,51
316791,0,0
316799,93,291
316804,67,194
316809,170,471
316810,5,10
316826,54,142
316829,7,29
316832,70,197
316834,62,170
316835,89,182
316838,47,102
316840,38,54
316846,89,330
316848,0,0
316849,59,133
316850,28,63
316851,65,153
316853,76,171
316854,0,0
316857,105,327
316858,13,61
316864,131,333
316865,0,359
316868,35,58
316869,31,110
316871,131,352
316876,0,0
316880,23,62
316885,192,379
316893,95,168
316894,94,127
316903,75,204
316905,76,133
316907,53,120
316909,39,169
316912,32,71
316913,1,20
316914,22,47
316915,38,112
316916,50,94
316918,113,353
316921,70,139
316925,57,130
316928,35,212
316930,31,123
316932,99,305
316937,610,924
316945,189,318
316948,73,151
316951,0,0
316952,39,162
316954,0,0
316957,93,281
316961,8,27
316963,77,241
316971,4,48
316972,90,133
316974,27,59
316975,44,124
316976,83,283
316977,0,0
316980,20,44
316983,99,227
317001,24,77
317002,69,156
317003,34,96
317005,39,148
317008,91,204
317010,91,260
317011,0,0
317014,133,214
317025,67,255
317026,163,515
317034,61,135
317035,41,94
317036,53,140
317037,30,74
317038,34,80
317039,47,111
317040,70,141
317041,62,146
317043,62,170
317044,62,143
317045,34,84
317047,56,176
317049,31,69
317054,150,412
317055,3,11
317056,0,0
317057,34,92
317058,32,87
317059,43,107
317063,30,93
317065,41,119
317068,33,120
317073,159,505
317075,202,592
317080,131,304
317086,43,117
317087,43,137
317088,52,135
317090,114,282
317092,41,171
317093,30,85
317094,56,154
317095,66,204
317097,95,333
317098,40,129
317101,56,196
317102,11,38
317103,92,202
317105,80,180
317107,43,157
317115,3,19
317116,44,78
317119,54,138
317120,80,211
317121,31,80
317122,93,250
317124,47,163
317131,0,0
317137,57,182
317144,32,86
317146,149,415
317147,0,0
317149,31,102
317151,49,156
317152,47,109
317154,27,73
317156,30,82
317158,14,119
317162,64,219
317165,138,386
317166,76,186
317169,71,148
317170,36,94
317178,39,125
317183,8,40
317189,59,163
317192,20,108
317194,0,0
317197,0,0
317198,0,0
317200,117,237
317202,80,144
317203,38,107
317205,82,176
317206,335,728
317210,32,105
317212,61,146
317214,51,103
317215,21,49
317217,44,154
317223,115,179
317226,49,137
317228,22,67
317233,43,85
317235,0,0
317237,268,542
317238,56,148
317239,92,136
317240,60,154
317241,90,1327
317242,0,0
317243,143,671
317244,50,146
317245,39,111
317246,131,2713
317249,28,85
317250,42,108
317255,14,19
317256,45,113
317257,57,127
317259,125,204
317266,46,141
317269,33,92
317270,104,244
317271,28,101
317272,50,175
317273,96,271
317275,89,301
317277,51,157
317280,313,848
317283,70,243
317285,47,160
317286,0,0
317287,0,8
317288,19,67
317293,23,65
317299,185,459
317302,129,374
317303,112,273
317308,4,33
317309,241,878
317311,41,98
317312,47,184
317316,110,267
317318,1,68
317321,518,1249
317323,27,86
317325,63,166
317327,76,247
317331,9,41
317334,0,0
317335,17,39
317341,16,51
317343,24,85
317344,62,162
317346,249,596
317347,49,128
317348,51,144
317357,214,512
317358,50,97
317360,23,56
317361,102,375
317362,30,67
317363,68,138
317365,13,56
317366,29,119
317369,27,65
317371,33,117
317372,42,219
317373,0,8
317374,38,38
317378,127,421
317379,38,90
317380,51,265
317381,26,73
317382,65,119
317383,53,133
317386,96,236
317388,134,289
317395,12,30
317398,75,212
317400,0,26
317402,0,0
317403,407,828
317416,20,29
317418,0,0
317419,4,12
317420,27,46
317421,15,33
317428,20,43
317437,49,70
317438,107,322
317440,29,72
317441,42,115
317443,37,127
317445,1,8
317446,0,0
317449,69,194
317451,320,660
317452,44,133
317455,26,87
317456,0,14
317457,88,256
317462,55,146
317464,51,163
317467,55,124
317475,11,39
317484,121,389
317488,11,52
317490,256,837
317491,71,274
317492,23,69
317494,26,66
317500,0,7
317501,32,76
317503,51,118
317510,2,16
317516,144,409
317525,8,30
317526,33,103
317527,53,137
317529,28,74
317531,68,94
317535,33,87
317539,374,967
317541,54,147
317544,29,90
317546,39,64
317557,190,387
317559,79,241
317566,36,82
317568,82,214
317569,14,66
317570,0,0
317574,0,0
317576,163,443
317578,61,138
317580,66,249
317585,189,473
317587,0,82
317588,0,10
317591,32,70
317593,23,83
317595,27,229
317600,249,451
317604,19,73
317610,23,74
317611,50,162
317618,242,610
317619,61,155
317625,19,55
317630,35,81
317632,91,165
317634,41,100
317635,60,126
317637,51,102
317642,89,213
317644,41,104
317647,76,161
317648,172,361
317650,12,40
317652,41,104
317653,32,82
317658,132,250
317662,24,113
317664,37,79
317665,37,118
317667,132,241
317668,69,159
317674,48,105
317676,49,114
317677,42,114
317679,88,222
317680,50,130
317683,2,16
317685,73,137
317687,41,65
317688,52,123
317689,107,146
317691,72,103
317694,28,66
317695,5,25
317696,0,0
317698,58,144
317702,52,99
317705,48,133
317706,71,121
317707,46,82
317711,46,110
317716,43,121
317717,186,307
317718,118,266
317719,63,210
317726,78,203
317731,67,102
317741,72,148
317742,83,169
317744,32,87
317747,36,114
317748,74,142
317749,60,135
317751,72,176
317752,22,70
317753,32,74
317754,71,167
317755,71,182
317757,35,83
317758,56,152
317759,72,150
317760,56,130
317761,190,625
317767,838,1835
317769,0,9
317771,29,75
317772,89,249
317773,97,252
317774,319,651
317775,95,331
317779,15,63
317780,37,116
317782,76,246
317784,55,170
317787,92,288
317791,1,14
317792,77,286
317793,38,117
317797,158,556
317798,567,1282
317801,3,15
317802,23,121
317803,77,234
317806,99,153
317809,93,225
317811,65,200
317812,159,311
317817,100,185
317818,38,79
317821,143,407
317822,93,322
317823,2,14
317836,53,122
317839,22,57
317841,82,259
317843,2,9
317850,55,137
317855,39,84
317856,56,166
317860,83,184
317863,129,295
317874,55,109
317878,15,43
317879,156,243
317880,228,340
317883,68,282
317884,271,409
317885,110,197
317888,286,585
317889,109,229
317893,32,75
317894,43,129
317897,45,164
317899,63,299
317901,118,317
317902,43,130
317905,34,128
317907,28,70
317908,0,0
317911,37,77
317912,124,234
317913,88,163
317914,97,165
317917,34,110
317920,39,128
317928,92,377
317930,0,0
317933,0,0
317934,88,159
317935,108,395
317937,35,62
317942,48,119
317944,84,155
317946,40,109
317947,95,217
317948,74,124
317949,49,134
317950,90,184
317951,80,175
317953,339,507
317955,70,154
317956,62,89
317958,58,137
317959,77,127
317962,0,11
317965,48,166
317969,20,64
317974,124,387
317976,29,104
317979,0,0
317984,50,176
317985,0,0
317987,309,507
317994,60,175
317996,156,464
317997,43,163
317998,166,442
317999,33,92
318000,32,103
318001,31,159
318004,60,162
318005,11,27
318009,40,148
318016,0,0
318019,82,154
318023,59,198
318024,6,58
318034,33,74
318035,31,87
318036,34,85
318044,40,90
318065,0,0
318079,35,92
318080,76,160
318081,87,177
318082,144,318
318085,71,222
318088,42,123
318089,24,62
318091,44,143
318096,58,124
318097,71,144
318099,78,165
318100,34,77
318103,360,1161
318108,82,181
318111,53,131
318113,53,138
318114,54,174
318116,84,209
318120,18,173
318126,206,371
318127,226,429
318128,50,165
318129,91,140
318130,243,621
318145,181,389
318148,41,94
318150,0,0
318151,0,22
318155,80,163
318158,56,98
318163,47,97
318166,571,1246
318167,152,404
318168,46,143
318169,44,158
318170,111,349
318177,34,82
318178,38,123
318180,144,397
318182,482,1303
318184,48,129
318191,56,146
318193,101,309
318199,189,521
318202,24,116
318203,55,166
318205,167,471
318208,50,136
318210,31,78
318212,124,373
318213,65,191
318217,46,106
318218,38,118
318220,46,134
318221,86,257
318224,70,227
318228,0,18
318238,368,665
318241,271,700
318242,152,424
318253,82,232
318254,187,327
318255,531,718
318256,286,445
318257,58,149
318258,184,312
318260,53,310
318261,84,145
318262,0,79
318263,0,0
318264,450,619
318265,0,0
318267,121,296
318269,339,741
318273,69,210
318276,0,0
318280,82,161
318282,79,146
318288,420,805
318291,80,179
318292,332,775
318295,28,93
318296,32,65
318300,39,109
318301,49,166
318304,34,73
318306,68,136
318320,83,207
318322,25,76
318339,70,162
318340,55,144
318341,45,102
318342,31,71
318345,79,177
318346,91,157
318352,72,143
318355,44,104
318357,0,0
318358,0,0
318359,0,6
318360,16,31
318362,70,141
318365,38,97
318366,25,83
318367,33,103
318369,50,130
318371,1,22
318374,52,82
318375,0,0
318377,233,381
318378,34,67
318380,42,117
318381,74,208
318382,43,76
318383,93,250
318390,115,221
318394,0,0
318399,0,13
318403,42,143
318405,50,179
318406,26,76
318407,31,95
318408,49,163
318409,59,192
318410,36,153
318413,28,67
318414,36,109
318416,36,114
318418,323,981
318419,33,85
318420,29,114
318421,8,22
318422,56,187
318425,65,169
318426,32,103
318427,33,81
318428,76,184
318430,37,121
318431,32,118
318434,13,53
318435,46,115
318438,41,70
318440,83,269
318444,62,207
318448,69,214
318451,324,979
318454,72,253
318457,111,319
318464,36,92
318465,11,32
318470,41,122
318472,29,86
318473,39,107
318476,103,267
318480,339,619
318491,71,158
318495,24,51
318498,0,0
318499,6,44
318503,3,25
318505,274,420
318506,127,179
318508,121,274
318510,67,147
318513,119,360
318514,141,383
318515,50,135
318517,199,662
318519,109,267
318520,32,110
318521,27,94
318522,36,109
318523,34,92
318525,170,485
318531,0,0
318533,65,207
318536,15,65
318545,69,199
318547,287,729
318548,45,111
318552,73,191
318558,46,145
318560,38,137
318561,50,180
318567,140,507
318573,47,135
318575,0,0
318581,120,378
318584,51,158
318586,114,398
318588,134,187
318591,37,102
318594,2,22
318596,1,2
318599,58,137
318602,59,112
318604,57,209
318606,204,577
318608,31,72
318609,44,100
318611,335,753
318615,116,315
318618,74,155
318620,1,27
318622,61,145
318631,64,154
318636,0,0
318642,0,4
318644,1,29
318645,72,242
318647,28,71
318648,25,69
318649,44,140
318650,37,120
318652,13,37
318653,7,26
318655,0,96
318656,68,172
318657,56,132
318658,38,134
318659,93,260
318662,122,219
318664,133,199
318665,81,216
318666,39,98
318671,38,122
318674,111,216
318676,93,162
318677,45,90
318678,109,225
318679,24,55
318680,72,213
318683,106,222
318684,30,72
318685,65,168
318686,189,343
318687,77,178
318690,0,0
318691,0,0
318694,47,79
318696,58,121
318700,141,239
318702,0,0
318703,0,0
318712,59,102
318714,139,271
318715,95,171
318716,41,94
318717,37,79
318725,54,134
318726,77,154
318727,93,192
318728,62,159
318734,0,0
318738,16,50
318740,42,110
318742,61,217
318752,0,0
318753,18,50
318756,64,224
318760,67,188
318761,10,27
318762,44,101
318764,30,122
318765,4,22
318767,47,161
318769,67,167
318770,28,88
318774,22,119
318784,30,88
318787,76,200
318788,0,0
318789,140,277
318790,17,69
318792,0,0
318800,133,271
318801,66,182
318804,706,1581
318806,133,274
318807,117,291
318809,0,0
318813,90,158
318823,0,0
318842,0,0
318845,0,0
318846,0,0
318847,1,18
318850,243,389
318853,92,265
318855,10,35
318856,58,516
318863,51,173
318870,57,149
318875,55,202
318878,37,98
318883,41,122
318887,41,145
318891,55,130
318896,0,17
318898,18,137
318901,10,31
318902,30,95
318906,39,109
318908,0,0
318909,182,336
318910,56,124
318911,48,103
318921,63,183
318923,90,469
318927,0,0
318928,0,0
318933,28,93
318936,64,196
318937,32,102
318938,103,259
318939,165,459
318941,101,338
318943,31,95
318944,75,289
318952,142,450
318953,52,153
318954,0,0
318960,54,178
318962,235,573
318963,307,672
318966,156,349
318967,21,71
318969,0,0
318970,40,141
318972,16,93
318973,65,153
318975,192,380
318976,352,1025
318978,0,0
318981,101,299
318984,152,417
318989,0,0
318991,89,298
318996,3,17
318997,0,0
319000,109,329
319002,46,118
319003,61,172
319004,46,122
319005,30,73
319006,34,96
319012,29,111
319013,95,190
319019,50,100
319022,58,140
319026,31,93
319029,31,76
319034,37,75
319035,44,100
319036,44,103
319038,32,75
319039,73,197
319041,0,0
319043,36,67
319044,38,78
319045,70,143
319046,55,108
319047,100,228
319049,39,102
319050,128,195
319051,108,161
319052,120,218
319054,117,321
319055,48,192
319057,99,360
319062,19,54
319063,37,129
319064,108,169
319065,56,195
319066,38,170
319067,91,238
319068,203,524
319070,19,44
319073,145,366
319075,58,147
319076,234,767
319077,81,229
319078,57,184
319079,29,48
319080,108,370
319084,105,326
319087,68,213
319091,64,181
319096,36,134
319097,15,39
319098,42,135
319101,86,248
319111,371,775
319119,160,456
319120,73,199
319121,0,9
319123,57,173
319129,42,153
319131,157,369
319133,189,556
319143,37,136
319145,68,228
319149,67,253
319157,33,91
319158,110,275
319160,69,224
319164,32,129
319169,29,96
319171,1,30
319173,147,487
319175,38,167
319176,15,66
319179,30,92
319181,29,87
319182,52,221
319183,254,897
319189,202,483
319190,31,84
319191,22,87
319192,29,64
319194,58,153
319200,328,841
319203,56,187
319204,81,232
319206,135,190
319208,26,69
319210,51,179
319211,27,99
319212,78,177
319213,24,48
319214,45,111
319217,44,91
319218,37,64
319226,63,137
319227,41,68
319231,106,318
319233,31,85
319236,6,25
319239,114,228
319241,19,49
319245,17,50
319246,65,173
319251,213,626
319253,27,84
319257,272,729
319262,17,874
319268,27,91
319269,36,99
319271,88,229
319272,23,74
319273,60,160
319277,29,114
319278,61,203
319280,141,336
319283,0,0
319285,9,50
319288,6,31
319292,53,167
319293,48,178
319296,125,388
319302,106,289
319304,116,337
319308,80,276
319309,84,214
319310,37,91
319312,111,196
319313,45,129
319314,24,67
319321,0,0
319322,12,47
319324,177,421
319328,0,0
319329,9,37
319343,42,136
319353,0,0
319354,227,348
319355,242,454
319356,59,170
319357,67,145
319358,62,165
319361,105,323
319362,0,20
319363,104,196
319365,39,111
319367,54,139
319368,36,87
319374,64,221
319375,3,20
319377,42,176
319378,46,166
319379,28,95
319380,42,154
319381,38,131
319382,54,204
319383,48,130
319385,44,171
319386,57,142
319387,65,203
319388,87,330
319389,36,142
319391,24,72
319395,58,124
319397,115,260
319400,33,161
319401,39,124
319406,73,128
319409,196,562
319412,42,78
319414,63,112
319417,35,71
319419,49,85
319422,145,358
319426,36,65
319429,0,0
319432,26,77
319433,189,374
319434,37,121
319435,57,67
319437,33,83
319439,177,541
319441,44,133
319442,276,798
319443,35,107
319445,42,114
319448,58,235
319449,28,121
319459,74,236
319462,120,372
319467,56,233
319469,24,35
319470,127,333
319473,96,215
319475,142,315
319476,42,118
319477,50,202
319478,30,122
319479,26,77
319480,46,156
319481,127,318
319483,6,33
319488,41,287
319495,0,0
319512,54,148
319513,42,115
319516,36,91
319517,32,104
319519,43,169
319521,0,1
319522,0,0
319525,66,207
319527,0,0
319530,2,60
319531,52,115
319532,54,161
319538,58,102
319539,41,123
319546,0,0
319548,68,214
319549,46,114
319550,67,128
319551,111,270
319553,5,47
319555,116,307
319558,80,233
319560,77,231
319562,48,146
319565,36,120
319566,113,291
319567,139,379
319568,154,369
319569,396,1206
319570,52,171
319571,53,172
319572,41,124
319576,104,189
319577,67,192
319586,54,141
319590,42,86
319607,79,220
319608,2,16
319609,5,17
319611,33,58
319613,0,21
319614,62,133
319620,27,58
319621,43,121
319622,7,26
319626,0,0
319631,250,736
319636,184,585
319637,50,146
319643,20,66
319648,48,185
319650,125,330
319651,20,93
319653,9,21
319655,62,200
319656,29,114
319657,69,151
319658,148,543
319662,53,150
319663,30,100
319664,38,152
319666,31,88
319670,1,45
319671,178,611
319672,49,181
319677,24,105
319680,171,379
319684,182,380
319686,48,130
319687,88,242
319689,93,259
319690,18,38
319691,45,106
319692,31,98
319694,60,203
319701,35,103
319702,1,15
319703,56,149
319712,65,202
319717,72,193
319718,27,77
319719,33,104
319723,40,109
319726,95,329
319729,40,147
319732,118,395
319735,77,273
319739,40,148
319743,54,143
319757,118,369
319764,10,41
319769,67,291
319772,49,174
319773,47,180
319774,244,731
319776,53,163
319777,214,577
319778,0,0
319780,67,218
319783,78,272
319787,8,22
319791,47,145
319792,51,144
319795,84,258
319803,100,265
319809,3,41
319821,5,11
319824,30,60
319826,33,74
319830,93,261
319835,72,225
319837,66,186
319839,20,144
319840,215,658
319844,35,118
319845,29,110
319847,0,10
319848,4,12
319852,47,123
319853,122,234
319854,56,218
319858,143,489
319859,79,233
319860,30,93
319861,28,69
319862,51,198
319865,19,66
319866,24,106
319867,34,76
319869,59,167
319870,60,185
319871,0,0
319872,189,532
319875,56,162
319877,376,887
319879,201,474
319887,615,1423
319890,33,130
319891,39,160
319900,56,119
319908,0,0
319910,56,141
319916,139,463
319920,44,302
319921,78,179
319922,72,135
319923,376,726
319926,0,0
319927,45,101
319928,63,135
319929,46,81
319930,46,79
319931,36,88
319932,100,174
319933,52,92
319936,58,179
319938,34,66
319939,23,58
319941,10,20
319942,21,60
319944,115,299
319948,40,159
319949,15,71
319953,237,493
319954,33,97
319955,19,97
319956,73,220
319962,30,102
319963,43,116
319964,58,216
319973,44,140
319976,136,419
319978,20,106
319982,60,195
319983,93,265
319984,39,112
319985,68,180
319993,27,128
319999,153,339
320007,44,109
320009,20,51
320010,75,246
320014,58,184
320016,35,80
320019,34,79
320020,51,119
320021,0,0
320024,67,165
320026,13,18
320030,32,74
320034,5,12
320042,181,496
320046,0,0
320047,90,156
320059,1,8
320060,70,269
320061,51,145
320062,52,174
320064,39,88
320065,48,90
320066,43,92
320067,20,49
320068,60,174
320069,25,40
320070,57,122
320079,93,246
320081,68,216
320083,0,24
320085,93,217
320088,69,127
320089,39,84
320090,52,72
320093,217,361
320094,90,211
320096,33,49
320099,63,119
320104,38,75
320118,75,142
320119,35,78
320122,71,151
320123,74,166
320124,91,154
320127,0,0
320128,23,64
320131,98,192
320142,45,160
320143,29,102
320144,19,94
320146,0,0
320148,29,96
320151,61,188
320153,63,214
320156,361,831
320173,28,119
320178,79,141
320180,72,224
320183,78,269
320184,24,108
320185,44,123
320186,59,168
320189,25,127
320191,48,132
320196,19,110
320203,56,183
320205,26,97
320223,96,261
320224,47,142
320226,33,83
320227,70,186
320229,87,135
320234,39,107
320236,0,0
320237,142,347
320243,7,33
320247,50,136
320252,19,44
320255,19,48
320257,51,95
320258,47,90
320259,41,55
320262,86,293
320263,111,258
320266,90,363
320268,153,344
320269,57,157
320270,41,164
320271,26,122
320275,52,119
320278,60,87
320279,268,331
320280,226,317
320281,92,140
320282,125,192
320293,42,161
320296,90,222
320298,120,213
320310,40,84
320318,104,188
320319,39,270
320321,76,157
320324,48,104
320331,55,215
320334,128,348
320336,28,62
320337,38,100
320340,23,74
320341,61,180
320342,25,94
320349,79,193
320353,97,292
320362,124,379
320372,89,207
320373,92,271
320375,53,183
320380,23,112
320381,20,71
320384,29,105
320385,41,129
320388,9,24
320391,67,203
320395,47,106
320398,340,1121
320401,15,43
320402,29,70
320404,85,145
320408,43,132
320413,524,1477
320418,0,0
320426,149,401
320430,83,157
320431,0,11
320436,72,231
320438,46,115
320440,42,99
320442,50,144
320448,34,91
320449,60,214
320450,67,138
320451,0,0
320453,46,152
320460,53,93
320462,54,157
320463,70,219
320464,44,121
320467,42,104
320469,17,88
320473,667,1237
320475,45,195
320479,3,19
320480,89,89
320483,75,167
320484,53,132
320493,100,299
320495,18,70
320497,1,15
320501,38,96
320502,41,124
320504,56,148
320506,109,327
320508,231,632
320509,29,89
320510,62,172
320512,33,46
320515,5,16
320519,162,509
320522,103,314
320524,15,60
320526,94,235
320529,33,102
320530,63,163
320531,45,132
320533,56,284
320534,37,114
320542,71,208
320546,0,0
320548,74,167
320550,0,0
320555,0,0
320559,805,2374
320560,79,216
320561,0,0
320562,125,321
320564,10,26
320565,27,72
320577,16,76
320579,68,205
320585,60,210
320587,30,115
320601,66,184
320606,171,316
320607,75,259
320613,23,95
320622,0,0
320623,0,0
320631,9,7
320632,51,158
320636,164,350
320642,0,572
320643,0,2
320650,5,20
320651,961,1908
320654,0,0
320655,41,91
320656,48,111
320660,64,120
320661,57,126
320663,105,178
320664,93,177
320667,63,117
320668,48,128
320672,79,134
320675,0,0
320678,42,98
320680,60,191
320681,0,26
320685,43,108
320687,35,122
320690,58,174
320691,27,98
320692,29,82
320693,29,93
320699,95,261
320703,45,176
320705,70,193
320706,39,110
320707,129,325
320708,35,102
320719,51,153
320722,35,102
320724,72,231
320726,62,139
320728,28,81
320729,101,396
320730,168,418
320731,43,124
320732,36,133
320733,35,100
320736,73,181
320739,75,176
320742,176,475
320745,27,67
320747,78,154
320755,134,269
320758,50,125
320761,0,0
320770,5,18
320779,27,83
320782,64,243
320786,147,323
320788,0,0
320792,99,291
320793,30,83
320795,62,180
320797,29,51
320800,85,200
320802,45,133
320804,41,99
320805,15,39
320806,17,74
320809,16,42
320810,51,103
320813,46,121
320816,43,101
320822,0,0
320823,93,167
320824,41,91
320826,52,144
320829,32,95
320832,94,173
320836,263,638
320842,115,335
320843,100,194
320847,14,36
320848,27,70
320861,42,81
320863,94,235
320864,142,228
320867,95,97
320872,63,138
320873,0,12
320874,3,40
320879,0,0
320885,32,116
320899,94,304
320911,44,138
320912,39,117
320916,166,432
320923,0,0
320925,42,95
320935,46,120
320936,30,70
320937,30,54
320939,48,149
320941,0,0
320942,13,61
320943,62,203
320944,66,170
320946,33,54
320951,373,717
320952,56,151
320962,73,206
320968,39,86
320969,110,248
320972,147,196
320975,45,118
320976,52,161
320978,36,123
320986,27,69
320988,71,166
320990,52,233
320997,79,205
320998,53,153
320999,74,179
321000,41,90
321001,53,112
321006,34,36
321009,46,99
321016,27,57
321020,0,13
321021,87,199
321026,83,106
321027,0,6
321038,69,154
321039,125,277
321045,27,79
321049,57,127
321050,13,25
321051,107,254
321053,4,4
321059,192,211
321061,41,84
321062,33,65
321063,32,64
321065,52,230
321067,55,143
321068,76,159
321069,72,135
321071,0,7
321072,73,135
321073,47,144
321074,14,24
321075,31,79
321076,47,94
321077,74,143
321078,110,215
321079,155,260
321081,72,112
321082,41,107
321083,71,124
321084,49,132
321085,41,78
321087,252,580
321088,46,127
321091,63,147
321092,24,52
321093,38,114
321094,69,264
321095,58,166
321096,41,102
321104,315,937
321108,36,130
321110,42,143
321112,0,0
321116,99,295
321118,28,106
321121,49,151
321126,0,0
321127,0,0
321134,29,76
321137,69,192
321139,266,686
321142,53,153
321143,279,508
321145,0,0
321147,34,77
321151,56,105
321153,43,102
321158,20,72
321166,80,285
321167,107,165
321177,29,96
321179,105,289
321186,34,98
321188,36,81
321193,30,56
321196,74,169
321201,104,282
321208,5,33
321210,54,161
321213,268,906
321217,5,12
321218,51,114
321221,63,160
321222,73,158
321223,65,157
321224,27,86
321227,29,85
321228,63,146
321229,82,251
321232,53,139
321233,109,353
321234,42,127
321238,38,84
321240,29,80
321241,0,0
321242,46,174
321245,41,102
321247,31,66
321248,43,123
321252,79,182
321256,129,239
321258,30,114
321260,36,67
321261,38,92
321262,469,1304
321263,96,164
321264,94,104
321265,106,292
321267,45,121
321268,78,254
321269,38,106
321271,36,90
321274,62,174
321275,10,38
321282,14,41
321284,29,81
321285,49,90
321288,70,180
321290,68,155
321293,0,7
321297,29,93
321299,35,92
321302,197,454
321304,13,63
321309,94,280
321311,0,0
321314,156,317
321317,38,99
321322,0,0
321324,7,24
321334,38,96
321338,179,572
321342,0,0
321350,17,61
321355,32,100
321358,2,16
321368,32,83
321369,42,95
321373,34,109
321396,29,92
321403,35,139
321409,146,220
321412,0,6
321413,2,2
321415,0,0
321422,112,476
321427,35,71
321430,15,47
321431,66,172
321433,77,173
321437,56,153
321441,127,324
321443,0,0
321450,37,165
321453,75,192
321454,54,73
321459,103,220
321463,167,238
321465,258,423
321466,50,103
321471,24,61
321472,42,61
321476,17,48
321477,117,197
321481,182,203
321483,68,259
321484,108,287
321490,72,125
321492,52,95
321495,65,130
321496,141,226
321500,50,131
321502,46,96
321503,78,166
321504,78,160
321506,60,104
321507,43,113
321508,63,133
321509,48,112
321510,35,183
321511,50,145
321515,27,66
321516,37,75
321517,64,211
321519,67,168
321520,6,74
321521,69,246
321522,27,150
321527,54,234
321529,39,108
321530,119,227
321531,41,103
321532,30,83
321533,24,64
321534,106,267
321535,89,311
321541,29,86
321545,63,188
321549,31,71
321550,49,132
321553,58,132
321554,74,155
321558,27,79
321559,62,134
321564,69,332
321565,44,139
321568,89,320
321571,63,189
321572,40,148
321574,54,203
321579,11,10
321580,11,17
321582,304,390
321583,0,0
321585,120,304
321589,65,137
321596,10,42
321601,68,140
321603,32,65
321607,31,53
321608,60,157
321612,35,123
321613,0,19
321616,0,0
321621,0,0
321622,0,0
321623,242,367
321624,81,247
321627,11,53
321635,93,234
321637,66,229
321638,38,136
321640,56,156
321643,30,105
321645,34,149
321646,45,154
321647,54,219
321648,37,126
321649,65,148
321651,32,37
321658,54,148
321659,50,113
321660,58,138
321661,50,161
321662,72,169
321663,44,104
321664,75,185
321665,28,40
321666,27,78
321668,62,130
321670,181,614
321671,33,113
321672,45,135
321673,0,3
321674,0,0
321677,38,98
321683,56,207
321688,120,359
321689,39,130
321690,25,54
321692,45,156
321693,99,176
321695,23,92
321702,68,129
321709,28,96
321711,96,217
321719,66,215
321720,60,188
321727,41,141
321737,183,768
321738,72,233
321742,427,786
321745,27,71
321758,160,383
321767,32,65
321773,202,599
321774,86,262
321786,45,138
321790,58,122
321791,15,37
321792,40,101
321795,49,91
321801,62,174
321802,143,238
321804,89,190
321808,24,44
321812,186,429
321815,40,91
321817,100,216
321818,55,117
321819,0,0
321820,80,179
321821,44,131
321822,141,282
321823,60,117
321826,0,0
321827,40,101
321829,61,143
321832,33,75
321834,273,481
321842,113,502
321843,87,188
321846,99,317
321847,38,134
321849,66,159
321851,450,1163
321854,101,276
321856,28,82
321858,63,146
321859,69,218
321864,32,151
321866,40,126
321867,49,131
321872,27,92
321873,36,55
321875,29,111
321878,49,147
321879,38,122
321883,35,92
321885,243,762
321887,35,89
321890,40,126
321891,45,137
321892,54,186
321893,17,59
321894,498,1597
321896,76,153
321901,40,103
321902,39,98
321908,37,111
321909,61,128
321910,14,29
321911,53,133
321913,75,173
321921,84,203
321924,224,597
321929,59,189
321933,50,138
321936,58,220
321937,95,358
321940,54,181
321947,40,152
321948,52,138
321951,253,787
321955,37,117
321956,29,81
321960,0,0
321961,52,161
321966,44,140
321967,38,132
321979,59,176
321980,92,190
321983,28,69
321985,65,186
321993,35,115
321994,0,8
321999,87,237
322001,30,86
322002,35,124
322003,160,377
322007,48,81
322009,206,626
322018,67,205
322021,60,207
322024,13,37
322025,7,17
322029,109,348
322030,12,54
322043,73,259
322049,94,281
322050,97,271
322053,523,1034
322056,0,0
322061,0,0
322065,248,690
322076,37,96
322077,28,62
322083,22,98
322084,355,823
322089,42,120
322092,78,250
322094,31,90
322095,35,127
322097,37,122
322099,182,539
322100,34,143
322101,100,314
322104,50,148
322105,48,182
322107,45,115
322108,35,108
322109,27,89
322112,69,174
322113,0,0
322120,24,92
322124,46,151
322127,0,0
322130,52,166
322131,111,345
322132,20,76
322133,56,180
322136,84,201
322139,32,84
322141,228,487
322143,45,162
322148,31,78
322153,154,421
322162,111,305
322164,62,250
322166,237,680
322167,21,95
322169,167,449
322185,8,27
322189,62,124
