MAZ,num_hh,hh_size_1,hh_size_2,hh_size_3,hh_size_4_plus,gq_num_hh,gq_type_univ,gq_type_mil,gq_type_othnon
116274,45,7,21,7,10,0,0,0,0
116276,336,35,58,53,190,0,0,0,0
116279,181,39,64,35,43,0,0,0,0
116280,55,15,17,13,10,0,0,0,0
116282,104,23,23,10,48,0,0,0,0
116283,0,0,0,0,0,0,0,0,0
116286,28,5,11,5,7,0,0,0,0
116292,28,1,7,9,11,0,0,0,0
116293,38,8,10,5,15,0,0,0,0
116295,39,10,11,8,10,0,0,0,0
116296,43,5,13,8,17,0,0,0,0
116297,29,4,18,7,0,0,0,0,0
116304,117,14,50,18,35,0,0,0,0
116305,57,7,9,7,34,0,0,0,0
116306,2,2,0,0,0,0,0,0,0
116307,33,7,5,7,14,0,0,0,0
116310,80,5,34,14,27,0,0,0,0
116311,0,0,0,0,0,0,0,0,0
116314,132,87,32,6,7,0,0,0,0
116316,78,25,19,24,10,0,0,0,0
116317,30,8,8,6,8,0,0,0,0
116318,44,7,17,5,15,0,0,0,0
116323,79,10,20,8,41,0,0,0,0
116327,3,3,0,0,0,0,0,0,0
116334,0,0,0,0,0,0,0,0,0
116335,285,54,122,41,68,0,0,0,0
116336,52,17,11,4,20,0,0,0,0
116338,41,4,11,2,24,0,0,0,0
116339,59,11,12,8,28,0,0,0,0
116340,89,25,26,13,25,0,0,0,0
116343,27,1,13,5,8,0,0,0,0
116346,36,5,10,6,15,0,0,0,0
116348,74,10,14,16,34,0,0,0,0
116349,127,45,41,17,24,0,0,0,0
116350,33,10,12,5,6,0,0,0,0
116351,11,3,4,1,3,0,0,0,0
116353,32,5,18,4,5,0,0,0,0
116354,10,3,4,0,3,0,0,0,0
116357,237,127,68,15,27,0,0,0,0
116358,20,4,7,4,5,0,0,0,0
116360,48,5,17,10,16,0,0,0,0
116363,49,11,21,11,6,0,0,0,0
116365,1,0,0,0,1,0,0,0,0
116366,49,10,22,8,9,0,0,0,0
116368,68,7,27,14,20,0,0,0,0
116369,54,9,19,15,11,0,0,0,0
116370,38,2,17,8,11,0,0,0,0
116372,76,22,29,9,16,0,0,0,0
116373,0,0,0,0,0,0,0,0,0
116378,93,12,47,6,28,0,0,0,0
116379,50,10,15,11,14,0,0,0,0
116380,35,2,14,8,11,0,0,0,0
116381,27,5,5,9,8,0,0,0,0
116382,66,11,27,14,14,0,0,0,0
116385,94,17,45,13,19,6,0,0,6
116386,60,19,20,7,14,0,0,0,0
116387,63,14,29,6,14,0,0,0,0
116388,44,10,12,6,16,0,0,0,0
116395,30,8,19,0,3,0,0,0,0
116401,1,1,0,0,0,0,0,0,0
116404,53,13,14,4,22,2,0,0,2
116405,63,4,10,11,38,0,0,0,0
116407,44,8,12,5,19,0,0,0,0
116408,42,5,10,15,12,0,0,0,0
116409,36,3,10,5,18,0,0,0,0
116410,62,0,0,62,0,0,0,0,0
116411,36,3,8,6,19,0,0,0,0
116412,38,8,5,7,18,0,0,0,0
116414,25,6,4,4,11,0,0,0,0
116415,76,25,9,10,32,0,0,0,0
116416,31,6,10,5,10,0,0,0,0
116417,60,9,23,18,10,0,0,0,0
116419,39,6,13,8,12,0,0,0,0
116420,43,12,8,8,15,0,0,0,0
116421,33,8,13,6,6,0,0,0,0
116423,78,18,43,8,9,0,0,0,0
116424,49,13,18,7,11,0,0,0,0
116425,150,43,64,19,24,0,0,0,0
116428,37,1,19,6,11,0,0,0,0
116429,141,25,35,31,50,0,0,0,0
116432,36,2,14,7,13,0,0,0,0
116433,117,25,54,16,22,0,0,0,0
116435,36,6,10,2,18,0,0,0,0
116436,0,0,0,0,0,0,0,0,0
116437,49,9,13,12,15,0,0,0,0
116438,0,0,0,0,0,0,0,0,0
116439,353,143,118,46,46,0,0,0,0
116440,100,15,44,22,19,0,0,0,0
116441,0,0,0,0,0,0,0,0,0
116443,53,7,14,19,13,0,0,0,0
116445,50,10,20,7,13,0,0,0,0
116447,47,13,14,6,14,0,0,0,0
116450,206,18,37,35,116,0,0,0,0
116454,39,10,15,5,9,0,0,0,0
116457,95,13,43,10,29,0,0,0,0
116458,49,12,17,7,13,0,0,0,0
116464,38,11,13,4,10,0,0,0,0
116475,0,0,0,0,0,0,0,0,0
116480,108,14,38,26,30,0,0,0,0
116481,106,14,19,30,43,0,0,0,0
116482,77,11,21,12,33,2,0,0,2
116483,38,4,9,5,20,0,0,0,0
116484,40,6,5,5,24,0,0,0,0
116485,55,5,13,15,22,0,0,0,0
116487,44,4,14,6,20,0,0,0,0
116488,73,7,11,12,43,0,0,0,0
116489,30,5,9,9,7,0,0,0,0
116493,65,21,21,7,16,0,0,0,0
116494,35,3,11,5,16,0,0,0,0
116495,39,5,10,5,19,0,0,0,0
116496,31,10,12,4,5,0,0,0,0
116497,28,3,12,3,10,6,0,0,6
116498,87,16,27,16,28,0,0,0,0
116499,54,7,22,9,16,0,0,0,0
116500,23,4,6,4,9,0,0,0,0
116505,74,15,23,13,23,0,0,0,0
116513,51,4,21,9,17,0,0,0,0
116516,260,42,112,39,67,0,0,0,0
116520,45,13,14,4,14,35,0,0,35
116524,0,0,0,0,0,0,0,0,0
116528,47,7,15,10,15,0,0,0,0
116529,17,4,5,2,6,0,0,0,0
116530,22,3,6,4,9,0,0,0,0
116533,38,6,9,7,16,0,0,0,0
116534,177,24,65,32,56,0,0,0,0
116535,57,10,14,12,21,0,0,0,0
116536,31,7,9,8,7,0,0,0,0
116537,59,12,14,13,20,0,0,0,0
116538,7,1,1,1,4,0,0,0,0
116548,91,27,29,13,22,0,0,0,0
116556,30,5,9,4,12,0,0,0,0
116557,29,9,7,4,9,0,0,0,0
116559,291,77,119,45,50,0,0,0,0
116560,0,0,0,0,0,0,0,0,0
116562,79,28,32,11,8,0,0,0,0
116563,20,11,7,0,2,0,0,0,0
116564,55,27,22,4,2,0,0,0,0
116565,38,6,8,5,19,0,0,0,0
116566,63,10,30,10,13,0,0,0,0
116572,23,1,3,3,16,0,0,0,0
116573,26,2,11,7,6,0,0,0,0
116574,33,11,9,3,10,0,0,0,0
116578,145,23,41,27,54,0,0,0,0
116580,43,7,12,6,18,0,0,0,0
116588,36,5,17,7,7,0,0,0,0
116592,85,13,43,12,17,0,0,0,0
116596,50,16,20,9,5,0,0,0,0
116603,4,1,0,1,2,0,0,0,0
116604,56,9,15,9,23,0,0,0,0
116605,21,7,6,4,4,0,0,0,0
116606,66,13,20,6,27,0,0,0,0
116607,59,12,22,8,17,0,0,0,0
116608,36,5,8,5,18,0,0,0,0
116609,46,6,8,1,31,0,0,0,0
116610,27,6,4,6,11,0,0,0,0
116611,2,0,0,0,2,0,0,0,0
116612,53,1,11,10,31,0,0,0,0
116613,48,3,11,5,29,0,0,0,0
116614,40,4,6,10,20,0,0,0,0
116615,52,5,10,11,26,0,0,0,0
116616,7,0,0,1,6,0,0,0,0
116617,89,24,18,17,30,0,0,0,0
116619,127,18,34,30,45,3,0,0,3
116622,37,8,12,7,10,0,0,0,0
116623,3,1,1,0,1,0,0,0,0
116624,17,1,7,3,6,0,0,0,0
116628,0,0,0,0,0,0,0,0,0
116629,258,92,72,41,53,0,0,0,0
116631,316,173,86,39,18,0,0,0,0
116632,261,49,105,45,62,0,0,0,0
116633,30,3,7,4,16,0,0,0,0
116634,56,8,12,7,29,0,0,0,0
116638,38,7,16,7,8,0,0,0,0
116639,54,7,17,13,17,0,0,0,0
116642,32,3,14,8,7,0,0,0,0
116645,28,2,7,8,11,0,0,0,0
116647,26,8,8,5,5,0,0,0,0
116649,92,19,19,15,39,0,0,0,0
116650,43,10,10,7,16,0,0,0,0
116651,0,0,0,0,0,0,0,0,0
116652,282,33,107,61,81,0,0,0,0
116653,48,21,14,9,4,0,0,0,0
116654,23,2,12,4,5,0,0,0,0
116656,43,11,14,5,13,0,0,0,0
116665,4,2,0,0,2,0,0,0,0
116668,72,7,38,8,19,0,0,0,0
116670,211,84,44,29,54,0,0,0,0
116675,1,0,0,0,1,0,0,0,0
116677,1,0,0,0,1,0,0,0,0
116679,306,25,77,72,132,6,0,0,6
116682,42,5,6,5,26,5,0,0,5
116683,37,5,14,6,12,0,0,0,0
116684,58,18,12,8,20,0,0,0,0
116685,169,20,49,24,76,6,0,0,6
116686,32,4,10,9,9,0,0,0,0
116687,33,3,15,7,8,0,0,0,0
116689,38,6,8,10,14,0,0,0,0
116690,35,5,10,3,17,0,0,0,0
116691,31,10,9,1,11,7,0,0,7
116692,47,6,13,6,22,3,0,0,3
116693,32,4,4,6,18,0,0,0,0
116695,79,14,23,14,28,0,0,0,0
116705,28,3,7,4,14,0,0,0,0
116708,0,0,0,0,0,0,0,0,0
116713,22,6,5,6,5,0,0,0,0
116716,121,28,25,27,41,0,0,0,0
116718,54,9,3,4,38,0,0,0,0
116721,35,4,4,10,17,0,0,0,0
116722,86,7,16,11,52,0,0,0,0
116723,103,28,15,17,43,0,0,0,0
116724,25,6,6,4,9,10,0,0,10
116726,183,25,48,39,71,39,0,0,39
116728,28,9,14,3,2,0,0,0,0
116729,26,5,4,6,11,0,0,0,0
116731,69,32,11,14,12,0,0,0,0
116733,49,14,22,4,9,0,0,0,0
116736,48,7,20,10,11,0,0,0,0
116738,70,22,11,11,26,0,0,0,0
116739,54,11,10,5,28,0,0,0,0
116740,44,8,12,5,19,0,0,0,0
116741,56,3,13,6,34,0,0,0,0
116742,45,5,5,6,29,0,0,0,0
116746,35,7,10,8,10,0,0,0,0
116747,0,0,0,0,0,0,0,0,0
116749,37,7,15,6,9,0,0,0,0
116750,9,3,3,2,1,0,0,0,0
116751,0,0,0,0,0,0,0,0,0
116752,27,3,10,4,10,0,0,0,0
116754,35,8,4,7,16,0,0,0,0
116755,31,8,7,8,8,0,0,0,0
116756,71,15,23,11,22,0,0,0,0
116757,29,4,14,2,9,0,0,0,0
116771,58,12,15,6,25,0,0,0,0
116773,54,9,12,9,24,0,0,0,0
116775,35,3,9,10,13,0,0,0,0
116779,35,15,9,5,6,0,0,0,0
116780,36,6,12,4,14,0,0,0,0
116782,33,7,9,7,10,0,0,0,0
116784,0,0,0,0,0,0,0,0,0
116785,63,9,4,9,41,0,0,0,0
116786,87,16,16,21,34,0,0,0,0
116787,114,18,45,20,31,0,0,0,0
116790,34,5,12,5,12,14,0,0,14
116795,18,6,6,1,5,0,0,0,0
116796,42,3,18,8,13,0,0,0,0
116797,25,4,7,6,8,0,0,0,0
116798,58,13,16,12,17,0,0,0,0
116800,48,8,8,12,20,0,0,0,0
116801,31,1,11,12,7,0,0,0,0
116802,27,5,13,2,7,0,0,0,0
116810,71,15,25,13,18,0,0,0,0
116812,26,5,9,1,11,0,0,0,0
116813,32,3,15,6,8,0,0,0,0
116814,48,8,17,15,8,0,0,0,0
116815,51,7,26,16,2,0,0,0,0
116819,0,0,0,0,0,0,0,0,0
116824,45,13,17,5,10,0,0,0,0
116825,36,7,17,5,7,0,0,0,0
116830,26,3,11,5,7,0,0,0,0
116831,60,5,21,9,25,0,0,0,0
116832,70,5,23,17,25,0,0,0,0
116834,105,13,38,20,34,0,0,0,0
116835,44,9,19,7,9,0,0,0,0
116837,88,19,28,13,28,1,0,0,1
116838,86,13,33,13,27,0,0,0,0
116839,26,9,6,8,3,0,0,0,0
116840,37,7,9,5,16,0,0,0,0
116841,37,7,15,4,11,0,0,0,0
116842,14,2,2,4,6,0,0,0,0
116849,124,37,38,24,25,1,0,0,1
116854,0,0,0,0,0,0,0,0,0
116857,48,5,16,12,15,0,0,0,0
116858,34,5,14,7,8,0,0,0,0
116861,252,126,50,25,51,0,0,0,0
116862,384,134,87,42,121,0,0,0,0
116863,37,7,12,4,14,0,0,0,0
116864,36,3,8,8,17,4,0,0,4
116865,0,0,0,0,0,0,0,0,0
116869,53,6,15,14,18,0,0,0,0
116871,19,1,8,4,6,0,0,0,0
116873,123,22,43,30,28,0,0,0,0
116874,31,14,14,2,1,0,0,0,0
116875,321,170,101,36,14,0,0,0,0
116876,147,48,58,18,23,0,0,0,0
116877,0,0,0,0,0,0,0,0,0
116880,62,16,18,13,15,0,0,0,0
116883,25,2,6,10,7,0,0,0,0
116888,50,4,15,15,16,0,0,0,0
116901,47,5,14,6,22,0,0,0,0
116903,38,17,11,7,3,0,0,0,0
116904,17,10,5,1,1,0,0,0,0
116906,22,10,7,2,3,0,0,0,0
116911,54,12,11,13,18,0,0,0,0
116915,39,7,14,8,10,0,0,0,0
116916,24,3,3,8,10,0,0,0,0
116917,141,56,20,34,31,0,0,0,0
116918,73,19,14,17,23,0,0,0,0
116920,34,5,7,7,15,0,0,0,0
116921,42,9,10,10,13,0,0,0,0
116922,46,12,14,11,9,0,0,0,0
116923,20,4,5,6,5,0,0,0,0
116926,26,3,12,3,8,0,0,0,0
116927,171,71,57,15,28,0,0,0,0
116928,32,4,10,9,9,0,0,0,0
116929,21,6,3,2,10,0,0,0,0
116930,55,6,20,10,19,0,0,0,0
116931,13,3,3,5,2,0,0,0,0
116932,0,0,0,0,0,0,0,0,0
116933,45,9,15,10,11,0,0,0,0
116934,46,10,18,3,15,7,0,0,7
116935,40,6,14,4,16,0,0,0,0
116936,26,9,11,3,3,0,0,0,0
116937,64,14,24,14,12,0,0,0,0
116940,5,0,0,0,5,0,0,0,0
116949,39,7,7,7,18,0,0,0,0
116950,25,4,16,1,4,0,0,0,0
116951,138,34,20,26,58,1,0,0,1
116955,25,8,5,3,9,0,0,0,0
116956,34,28,3,1,2,0,0,0,0
116957,53,26,9,8,10,2,0,0,2
116962,2,1,1,0,0,0,0,0,0
116969,33,7,9,4,13,0,0,0,0
116970,31,6,4,8,13,0,0,0,0
116973,0,0,0,0,0,0,0,0,0
116974,0,0,0,0,0,0,0,0,0
116975,88,17,27,10,34,0,0,0,0
116976,69,7,14,18,30,0,0,0,0
116978,97,14,18,21,44,0,0,0,0
116979,32,2,11,7,12,0,0,0,0
116981,45,12,8,9,16,0,0,0,0
116982,30,5,4,7,14,0,0,0,0
116983,350,47,114,80,109,0,0,0,0
116985,49,5,14,4,26,0,0,0,0
116986,29,0,7,6,16,0,0,0,0
116987,59,14,13,7,25,0,0,0,0
116988,38,11,8,11,8,0,0,0,0
116989,21,5,4,3,9,0,0,0,0
116990,0,0,0,0,0,0,0,0,0
116992,152,29,36,38,49,0,0,0,0
116994,39,3,16,11,9,0,0,0,0
116995,45,5,18,11,11,0,0,0,0
116998,51,16,16,6,13,0,0,0,0
116999,23,1,8,4,10,0,0,0,0
117003,0,0,0,0,0,0,0,0,0
117004,27,4,11,5,7,0,0,0,0
117005,17,2,5,5,5,0,0,0,0
117012,27,3,0,3,21,0,0,0,0
117015,28,4,11,8,5,0,0,0,0
117016,36,5,9,9,13,0,0,0,0
117017,0,0,0,0,0,0,0,0,0
117018,31,12,9,6,4,0,0,0,0
117019,130,61,50,13,6,0,0,0,0
117020,24,4,8,2,10,0,0,0,0
117023,17,11,4,0,2,0,0,0,0
117024,20,20,0,0,0,0,0,0,0
117025,23,4,5,5,9,0,0,0,0
117029,49,6,13,5,25,0,0,0,0
117031,48,10,21,8,9,0,0,0,0
117038,34,5,8,8,13,0,0,0,0
117043,32,5,13,4,10,0,0,0,0
117044,65,5,21,20,19,0,0,0,0
117046,37,5,9,6,17,0,0,0,0
117049,33,14,10,6,3,0,0,0,0
117050,131,26,32,28,45,0,0,0,0
117051,78,5,29,22,22,11,0,0,11
117052,51,1,7,10,33,0,0,0,0
117054,65,5,20,12,28,0,0,0,0
117055,707,127,220,141,219,0,0,0,0
117057,42,6,12,11,13,0,0,0,0
117058,10,4,4,1,1,0,0,0,0
117059,24,6,7,3,8,0,0,0,0
117060,22,6,8,6,2,0,0,0,0
117061,21,3,10,3,5,0,0,0,0
117063,70,26,30,4,10,0,0,0,0
117064,0,0,0,0,0,0,0,0,0
117066,33,16,10,3,4,0,0,0,0
117070,19,8,4,2,5,0,0,0,0
117071,27,1,6,7,13,0,0,0,0
117072,24,4,6,5,9,0,0,0,0
117074,28,2,15,5,6,0,0,0,0
117076,1,1,0,0,0,0,0,0,0
117077,80,14,39,21,6,0,0,0,0
117078,4,1,3,0,0,0,0,0,0
117079,11,1,6,1,3,0,0,0,0
117080,5,1,3,1,0,0,0,0,0
117082,5,3,2,0,0,0,0,0,0
117085,91,10,29,10,42,0,0,0,0
117086,34,2,8,7,17,0,0,0,0
117088,5,2,1,0,2,0,0,0,0
117091,44,6,11,8,19,10,0,0,10
117092,49,3,15,10,21,0,0,0,0
117093,43,10,11,10,12,0,0,0,0
117094,40,8,12,8,12,0,0,0,0
117095,77,21,16,18,22,7,0,0,7
117096,35,4,10,9,12,0,0,0,0
117097,30,8,13,2,7,0,0,0,0
117100,153,0,0,0,153,0,0,0,0
117101,70,15,14,10,31,0,0,0,0
117102,0,0,0,0,0,0,0,0,0
117109,80,53,20,6,1,0,0,0,0
117113,16,6,6,3,1,0,0,0,0
117121,42,7,5,3,27,0,0,0,0
117124,91,24,31,13,23,2,0,0,2
117125,30,5,4,6,15,0,0,0,0
117129,29,0,7,7,15,0,0,0,0
117130,49,14,15,12,8,0,0,0,0
117131,32,10,6,7,9,0,0,0,0
117134,30,5,10,5,10,0,0,0,0
117136,35,1,3,9,22,0,0,0,0
117138,549,127,128,97,197,0,0,0,0
117139,53,7,4,13,29,0,0,0,0
117143,69,25,15,12,17,0,0,0,0
117144,97,55,25,6,11,0,0,0,0
117145,26,3,10,3,10,0,0,0,0
117148,44,14,10,2,18,0,0,0,0
117149,48,2,11,6,29,0,0,0,0
117153,34,18,5,1,10,72,0,0,72
117154,42,11,5,3,23,0,0,0,0
117156,0,0,0,0,0,0,0,0,0
117157,50,6,12,7,25,0,0,0,0
117158,29,5,10,2,12,0,0,0,0
117159,48,10,14,7,17,0,0,0,0
117160,24,0,6,5,13,0,0,0,0
117165,6,2,1,2,1,0,0,0,0
117171,2,1,0,1,0,0,0,0,0
117173,49,13,13,11,12,0,0,0,0
117175,70,7,31,17,15,0,0,0,0
117179,100,13,28,19,40,0,0,0,0
117180,74,14,23,11,26,0,0,0,0
117181,17,0,9,3,5,0,0,0,0
117182,18,5,6,3,4,0,0,0,0
117184,39,4,21,5,9,0,0,0,0
117186,32,6,6,7,13,0,0,0,0
117187,42,13,10,4,15,0,0,0,0
117188,33,3,7,10,13,0,0,0,0
117189,29,3,12,4,10,0,0,0,0
117193,75,17,18,17,23,0,0,0,0
117196,61,9,13,15,24,0,0,0,0
117197,51,5,3,10,33,0,0,0,0
117203,49,9,22,11,7,0,0,0,0
117206,248,37,89,54,68,0,0,0,0
117207,19,6,1,4,8,0,0,0,0
117208,97,15,34,22,26,6,0,0,6
117209,39,5,15,9,10,0,0,0,0
117210,162,33,79,17,33,0,0,0,0
117214,120,9,19,15,77,15,0,0,15
117220,83,3,8,15,57,0,0,0,0
117222,0,0,0,0,0,0,0,0,0
117223,43,0,11,5,27,0,0,0,0
117224,0,0,0,0,0,0,0,0,0
117225,0,0,0,0,0,0,0,0,0
117227,55,9,9,7,30,0,0,0,0
117228,26,2,6,3,15,0,0,0,0
117232,59,13,21,11,14,0,0,0,0
117234,0,0,0,0,0,0,0,0,0
117237,46,3,14,9,20,0,0,0,0
117242,63,14,24,6,19,0,0,0,0
117243,16,3,6,1,6,8,0,0,8
117246,109,38,39,15,17,0,0,0,0
117247,40,3,10,5,22,0,0,0,0
117248,240,83,76,42,39,0,0,0,0
117249,35,9,10,9,7,0,0,0,0
117255,66,19,18,13,16,0,0,0,0
117256,46,5,17,8,16,0,0,0,0
117257,39,6,7,11,15,0,0,0,0
117258,1,1,0,0,0,0,0,0,0
117259,38,8,12,4,14,0,0,0,0
117261,31,10,6,7,8,0,0,0,0
117262,92,14,31,22,25,0,0,0,0
117263,82,12,18,22,30,0,0,0,0
117265,39,9,10,11,9,0,0,0,0
117266,28,3,9,9,7,6,0,0,6
117267,24,3,5,1,15,0,0,0,0
117268,34,2,9,6,17,0,0,0,0
117275,53,5,17,7,24,0,0,0,0
117287,0,0,0,0,0,0,0,0,0
117295,84,13,21,16,34,0,0,0,0
117296,30,2,2,5,21,26,0,0,26
117297,68,8,8,7,45,0,0,0,0
117298,55,6,17,5,27,0,0,0,0
117299,51,8,3,4,36,0,0,0,0
117300,0,0,0,0,0,0,0,0,0
117302,23,5,2,3,13,0,0,0,0
117303,56,2,5,6,43,0,0,0,0
117305,31,4,10,9,8,0,0,0,0
117308,33,4,13,5,11,0,0,0,0
117309,29,8,9,5,7,0,0,0,0
117310,26,7,9,6,4,0,0,0,0
117311,63,22,26,5,10,0,0,0,0
117312,27,9,11,4,3,0,0,0,0
117315,12,0,9,1,2,0,0,0,0
117318,40,7,13,7,13,0,0,0,0
117319,47,18,19,7,3,0,0,0,0
117321,64,11,24,11,18,4,0,0,4
117329,55,8,16,10,21,0,0,0,0
117332,17,5,5,2,5,0,0,0,0
117336,215,76,70,32,37,0,0,0,0
117340,32,11,14,4,3,0,0,0,0
117343,0,0,0,0,0,0,0,0,0
117344,6,3,2,1,0,0,0,0,0
117345,26,11,7,3,5,0,0,0,0
117347,52,16,21,5,10,0,0,0,0
117348,123,36,54,11,22,0,0,0,0
117351,23,7,4,7,5,0,0,0,0
117353,33,7,9,4,13,0,0,0,0
117354,42,8,12,2,20,0,0,0,0
117355,39,8,7,5,19,0,0,0,0
117356,93,34,21,15,23,0,0,0,0
117357,44,7,14,9,14,0,0,0,0
117358,42,7,15,11,9,0,0,0,0
117360,24,3,11,2,8,0,0,0,0
117362,67,7,31,10,19,0,0,0,0
117364,181,52,80,20,29,0,0,0,0
117365,59,10,23,12,14,0,0,0,0
117371,79,20,23,16,20,0,0,0,0
117373,56,16,11,11,18,7,0,0,7
117374,108,27,39,18,24,0,0,0,0
117375,21,5,9,3,4,0,0,0,0
117379,22,3,11,5,3,0,0,0,0
117387,0,0,0,0,0,13,0,0,13
117392,0,0,0,0,0,0,0,0,0
117396,29,3,6,5,15,0,0,0,0
117397,39,10,12,8,9,0,0,0,0
117398,209,31,41,47,90,0,0,0,0
117399,34,6,16,6,6,0,0,0,0
117400,19,4,1,6,8,0,0,0,0
117401,25,5,8,6,6,0,0,0,0
117402,52,11,14,13,14,0,0,0,0
117403,30,7,10,7,6,0,0,0,0
117404,279,37,74,65,103,4,0,0,4
117405,54,24,13,11,6,0,0,0,0
117406,68,9,16,11,32,0,0,0,0
117407,40,6,9,9,16,0,0,0,0
117408,0,0,0,0,0,0,0,0,0
117410,99,14,18,16,51,0,0,0,0
117411,54,6,6,13,29,0,0,0,0
117413,88,24,20,14,30,0,0,0,0
117415,29,7,5,7,10,0,0,0,0
117416,24,5,8,4,7,0,0,0,0
117417,24,2,8,5,9,0,0,0,0
117418,66,10,23,9,24,0,0,0,0
117420,0,0,0,0,0,0,0,0,0
117422,77,16,31,17,13,0,0,0,0
117423,24,10,8,2,4,0,0,0,0
117424,23,4,8,4,7,0,0,0,0
117425,5,0,4,0,1,0,0,0,0
117426,128,37,46,24,21,0,0,0,0
117427,100,14,42,17,27,0,0,0,0
117429,293,51,171,28,43,0,0,0,0
117430,0,0,0,0,0,0,0,0,0
117432,0,0,0,0,0,0,0,0,0
117436,70,18,23,16,13,0,0,0,0
117437,0,0,0,0,0,0,0,0,0
117438,87,31,26,16,14,0,0,0,0
117439,50,10,9,14,17,0,0,0,0
117440,37,6,16,6,9,0,0,0,0
117441,227,66,71,45,45,0,0,0,0
117443,172,31,69,29,43,0,0,0,0
117446,291,85,76,54,76,0,0,0,0
117447,33,5,8,9,11,0,0,0,0
117448,40,4,12,10,14,0,0,0,0
117449,607,256,204,85,62,0,0,0,0
117450,52,8,17,11,16,0,0,0,0
117452,0,0,0,0,0,0,0,0,0
117456,35,11,8,3,13,0,0,0,0
117462,0,0,0,0,0,0,0,0,0
117464,0,0,0,0,0,0,0,0,0
117465,20,5,9,4,2,0,0,0,0
117466,265,0,0,265,0,0,0,0,0
117467,1238,580,362,170,126,0,0,0,0
117470,15,6,4,1,4,0,0,0,0
117471,443,107,156,75,105,23,0,0,23
117472,86,14,26,15,31,0,0,0,0
117477,0,0,0,0,0,0,0,0,0
117484,231,74,51,44,62,0,0,0,0
117487,46,7,15,7,17,0,0,0,0
117488,30,3,10,6,11,0,0,0,0
117489,33,7,11,6,9,0,0,0,0
117492,23,3,11,2,7,0,0,0,0
117494,27,4,8,5,10,0,0,0,0
117495,62,31,22,3,6,0,0,0,0
117497,7,6,1,0,0,0,0,0,0
117498,45,10,17,9,9,0,0,0,0
117500,0,0,0,0,0,0,0,0,0
117502,0,0,0,0,0,0,0,0,0
117503,120,25,29,19,47,0,0,0,0
117504,218,92,74,19,33,0,0,0,0
117506,28,9,4,5,10,0,0,0,0
117509,90,13,35,18,24,14,0,0,14
117510,125,38,46,25,16,0,0,0,0
117512,82,23,24,16,19,0,0,0,0
117513,19,6,5,1,7,0,0,0,0
117515,10,4,2,1,3,0,0,0,0
117517,55,16,20,8,11,0,0,0,0
117520,39,7,8,11,13,0,0,0,0
117523,59,2,27,13,17,0,0,0,0
117524,50,6,19,12,13,0,0,0,0
117525,65,50,10,4,1,0,0,0,0
117526,18,1,9,3,5,0,0,0,0
117531,54,11,7,12,24,0,0,0,0
117533,24,7,9,3,5,0,0,0,0
117534,44,14,15,6,9,0,0,0,0
117549,25,7,9,6,3,0,0,0,0
117550,56,14,15,7,20,0,0,0,0
117552,53,8,8,8,29,0,0,0,0
117553,87,8,14,17,48,0,0,0,0
117555,0,0,0,0,0,0,0,0,0
117556,32,4,4,2,22,0,0,0,0
117558,28,12,11,4,1,0,0,0,0
117560,38,11,15,8,4,0,0,0,0
117563,42,6,13,10,13,0,0,0,0
117564,82,34,24,12,12,0,0,0,0
117569,1,0,0,0,1,0,0,0,0
117573,82,13,26,19,24,0,0,0,0
117576,9,2,4,2,1,0,0,0,0
117581,27,4,3,4,16,0,0,0,0
117582,23,2,3,4,14,0,0,0,0
117583,21,1,4,5,11,0,0,0,0
117585,48,6,15,9,18,0,0,0,0
117586,61,19,17,6,19,0,0,0,0
117587,0,0,0,0,0,0,0,0,0
117588,58,8,16,12,22,0,0,0,0
117589,41,2,6,9,24,0,0,0,0
117590,45,6,4,5,30,0,0,0,0
117591,29,6,0,5,18,0,0,0,0
117592,39,7,6,5,21,0,0,0,0
117593,55,7,9,10,29,0,0,0,0
117594,37,4,9,10,14,0,0,0,0
117595,24,1,8,8,7,0,0,0,0
117597,19,2,6,0,11,0,0,0,0
117598,13,1,5,4,3,0,0,0,0
117600,24,0,11,5,8,0,0,0,0
117609,49,12,13,12,12,0,0,0,0
117612,0,0,0,0,0,0,0,0,0
117616,32,14,12,6,0,0,0,0,0
117618,5,1,2,1,1,21,0,0,21
117622,53,6,13,15,19,0,0,0,0
117624,21,6,8,2,5,0,0,0,0
117626,195,32,62,41,60,0,0,0,0
117631,43,7,17,6,13,0,0,0,0
117633,37,4,14,9,10,0,0,0,0
117634,64,14,23,10,17,0,0,0,0
117636,16,5,8,2,1,0,0,0,0
117637,57,25,14,9,9,0,0,0,0
117638,28,12,11,3,2,0,0,0,0
117640,9,3,2,3,1,0,0,0,0
117641,41,4,17,13,7,0,0,0,0
117642,42,8,13,8,13,0,0,0,0
117643,222,139,64,12,7,0,0,0,0
117644,182,36,65,40,41,0,0,0,0
117645,51,22,14,5,10,0,0,0,0
117646,50,30,11,4,5,0,0,0,0
117647,64,16,26,13,9,0,0,0,0
117648,24,6,10,3,5,0,0,0,0
117649,31,6,12,5,8,0,0,0,0
117652,48,7,11,9,21,0,0,0,0
117656,75,8,27,12,28,0,0,0,0
117657,31,6,13,7,5,0,0,0,0
117660,0,0,0,0,0,0,0,0,0
117661,69,12,22,14,21,0,0,0,0
117662,58,18,19,5,16,0,0,0,0
117669,11,0,0,0,11,0,0,0,0
117671,23,1,5,5,12,0,0,0,0
