TAZ,hh_inc_30,hh_inc_30_60,hh_inc_60_100,hh_inc_100_plus,hh_wrks_0,hh_wrks_1,hh_wrks_2,hh_wrks_3_plus,pers_age_00_19,pers_age_20_34,pers_age_35_64,pers_age_65_plus,hh_kids_no,hh_kids_yes
193,73.93388,177.44132,158.42975,229.19504,148.26113,160.29709,241.81336,88.62842,529.00000,622.00000,994.00000,269.00000,374.79808,264.20192
194,88.94788,255.05537,113.59609,200.40065,135.55129,218.41868,199.75980,104.27023,520.00000,604.00000,1053.00000,404.00000,406.27494,251.72506
195,134.17843,117.15579,307.40879,193.25699,119.52673,208.50178,188.66999,235.30150,632.00000,738.00000,1194.00000,346.00000,441.59579,310.40421
196,93.25784,67.74390,150.44425,193.55401,117.17038,126.68236,191.10445,70.04281,431.21875,416.31250,800.78125,249.68750,296.20192,208.79808
197,80.00000,157.00000,20.00000,130.00000,53.55983,149.80645,87.78980,95.84391,274.00000,338.00000,593.00000,193.00000,263.40314,123.59686
198,90.17794,119.80783,74.71886,77.29537,90.79162,101.48443,113.73255,55.99141,274.02235,270.13408,560.73743,205.10615,226.03303,135.96697
199,46.00823,67.68519,19.90741,81.39918,53.92320,60.27390,67.54834,33.25456,140.00000,154.00000,323.00000,119.00000,134.24614,80.75386
200,74.98551,76.13913,122.28406,124.59130,99.82062,111.57680,125.04296,61.55961,374.00000,339.00000,642.00000,208.00000,248.51145,149.48855
201,0.00000,84.44518,122.50498,151.04983,89.78840,100.36305,112.47583,55.37272,252.00000,256.00000,542.00000,157.00000,223.53543,134.46457
202,29.43131,52.55591,140.84984,106.16294,69.94202,148.05908,87.74544,23.25345,179.00000,237.00000,431.00000,149.00000,242.73673,86.26327
203,49.29960,123.99595,119.51417,76.19028,78.44561,166.06019,98.41358,26.08062,174.00000,264.00000,465.00000,154.00000,272.24879,96.75121
204,56.30270,108.97297,48.12973,122.59459,71.43015,151.20928,89.61237,23.74821,195.00000,240.00000,433.00000,150.00000,247.90134,88.09866
205,91.62384,166.93110,237.21788,178.22719,155.96389,283.53720,176.98031,57.51860,196.00000,425.00000,588.00000,295.00000,544.17657,129.82343
206,81.80587,21.47404,209.62754,140.09255,123.71458,136.55113,133.20246,59.53183,261.00000,266.00000,620.00000,241.00000,319.56957,133.43043
207,53.36842,52.18246,32.02105,200.42807,92.30801,101.88583,99.38727,44.41889,186.00000,186.00000,437.00000,160.00000,238.44264,99.55736
208,58.55856,254.14414,114.77477,92.52252,142.01232,156.74743,152.90349,68.33676,277.00000,309.00000,665.00000,267.00000,366.83483,153.16517
209,68.01055,68.95515,42.50660,178.52770,97.77002,107.91458,105.26817,47.04723,191.42857,246.80519,434.49351,181.27273,252.55167,105.44833
210,91.09877,86.25309,162.81481,130.83333,128.63039,141.97700,138.49528,61.89733,241.00000,293.00000,558.00000,227.00000,332.26770,138.73230
211,30.90282,122.61442,80.74608,83.73668,86.84600,95.85708,93.50637,41.79055,170.00000,218.00000,421.00000,150.00000,224.33360,93.66640
212,70.25497,77.42384,127.60596,157.71523,122.07329,132.58678,140.37455,37.96538,163.00000,275.00000,492.00000,189.00000,321.88094,111.11906
213,62.28571,31.14286,81.89418,260.67725,122.91906,133.50540,141.34712,38.22842,216.00000,252.00000,571.00000,173.00000,324.11106,111.88894
214,96.82005,50.61048,136.42825,199.14123,136.16951,147.89703,156.58408,42.34937,254.00000,295.00000,679.00000,213.00000,359.04964,123.95036
215,119.63526,69.78723,98.44985,122.12766,115.58903,125.54406,132.91817,35.94874,192.59375,252.06250,551.28125,167.06250,304.78334,105.21666
216,144.07004,255.99222,52.38911,159.54864,165.59225,244.93168,165.92146,35.55460,146.00000,507.00000,530.00000,175.00000,513.12077,98.87923
217,118.95893,80.31622,17.42710,152.29774,99.84239,147.67940,100.04088,21.43733,127.00000,240.00000,348.00000,99.00000,309.38164,59.61836
218,35.87200,59.47200,101.00800,157.64800,95.78375,141.67617,95.97418,20.56590,130.75000,169.40517,312.78448,160.06034,296.80515,57.19485
219,148.11881,190.81188,96.71287,92.35644,142.86391,211.31361,143.14793,30.67456,117.00000,365.00000,431.00000,148.00000,442.69243,85.30757
220,114.37057,121.44504,225.20390,203.98050,143.84752,227.85683,238.46853,54.82713,269.00000,291.00000,639.00000,213.00000,530.98214,134.01786
221,135.95092,72.22393,111.30982,234.51534,119.83688,189.82358,198.66401,45.67553,172.36526,347.31210,511.05505,185.26760,442.35204,111.64796
222,85.16667,101.50000,101.50000,117.83333,87.82270,139.11259,145.59131,33.47340,136.89085,294.69921,372.79618,130.61376,324.17857,81.82143
223,75.28439,222.48223,175.28903,253.94436,157.25887,249.10062,260.70168,59.93883,245.00000,445.00000,679.00000,233.00000,580.48724,146.51276
224,202.88636,193.89773,187.47727,206.73864,165.10180,306.85928,261.52395,57.51497,269.07831,387.15060,740.75904,374.01205,636.63393,154.36607
225,87.96610,119.38257,81.68281,229.96852,96.01500,124.56000,163.77333,134.65167,401.25000,412.62500,842.04167,284.08333,317.06083,201.93917
226,35.64496,88.73319,44.74580,191.87605,66.78500,86.64000,113.91556,93.65944,304.37748,335.96026,604.12583,188.53642,220.53749,140.46251
227,66.98473,100.92366,58.05344,125.03817,64.93500,84.24000,110.76000,91.06500,303.00000,289.00000,595.00000,194.00000,214.42842,136.57158
228,13.32143,219.80357,39.96429,99.91071,69.00500,89.52000,117.70222,96.77278,302.06298,367.48996,678.63635,203.81071,227.86838,145.13162
229,27.03346,45.05576,60.82528,170.08550,56.05500,72.72000,95.61333,78.61167,254.97346,280.22905,511.52264,145.27485,185.10488,117.89512
230,61.51320,55.03812,44.51613,114.93255,57.02683,71.83900,72.57961,74.55456,213.00000,207.00000,406.00000,125.00000,162.16245,113.83755
231,132.61017,29.00847,91.16949,73.21186,67.15763,108.21351,98.96914,51.65972,237.86486,249.92793,524.46847,179.73874,201.28515,124.71485
232,125.86313,28.86034,32.06704,100.20950,59.29964,74.70215,75.47227,77.52594,259.83784,230.74775,498.94595,126.46847,168.62545,118.37455
233,32.92446,82.92086,106.08993,117.06475,61.54825,122.12723,108.07291,47.25161,279.00000,274.00000,564.00000,167.00000,211.64088,127.35912
234,28.16854,79.60674,46.53933,172.68539,59.36955,117.80415,104.24732,45.57898,230.00000,234.00000,538.00000,180.00000,204.14917,122.85083
235,43.40711,53.68775,108.51779,83.38735,59.53545,95.93161,87.73645,45.79650,226.54286,216.77143,492.37143,153.31429,178.43991,110.56009
236,67.03125,166.46094,88.25781,107.25000,88.63953,111.66279,112.81395,115.88372,375.00000,323.00000,692.00000,188.00000,252.05686,176.94314
237,242.12747,156.43627,87.68402,68.75224,162.46562,131.38998,123.21218,137.93222,446.68493,399.41096,848.79452,287.10959,324.01130,230.98870
238,189.94389,277.82838,222.07371,169.15402,138.92183,391.75957,289.88356,38.43504,189.00000,643.00000,706.00000,185.00000,720.96308,138.03692
239,85.92511,129.40529,116.98238,137.68722,87.22992,203.97045,110.66482,68.13481,340.97030,355.54950,749.17327,286.30693,273.85827,196.14173
240,178.12766,115.20213,165.54255,87.12766,101.33518,236.95291,128.55956,79.15235,621.00000,442.00000,942.00000,290.00000,318.14173,227.85827
241,130.84932,11.68297,91.90607,163.56164,54.80000,164.20000,137.20000,41.80000,128.71335,289.05144,373.31163,77.92358,345.78368,52.21632
242,109.77131,109.77131,122.34927,208.10811,75.72864,226.90955,189.59799,57.76382,90.78749,515.18544,466.96503,56.06204,477.84176,72.15824
243,10.36723,71.53390,170.02260,115.07627,50.53166,151.41055,126.51357,38.54422,74.91279,357.43605,294.70930,59.94186,318.85078,48.14922
244,177.35851,155.54436,144.16307,313.93405,165.10180,306.85928,261.52395,57.51497,248.13311,524.72014,750.15017,272.99659,636.63393,154.36607
245,172.60065,93.00326,135.73449,368.66159,160.71856,298.71257,254.58084,55.98802,257.00000,471.00000,734.00000,266.00000,619.73214,150.26786
246,23.49425,9.22989,22.65517,163.62069,61.01246,94.49490,58.78029,4.71234,167.00000,47.00000,269.00000,98.00000,147.01606,71.98394
247,52.97686,16.12339,80.61697,298.28278,124.81087,193.30464,120.24462,9.63986,265.00000,133.00000,489.00000,208.00000,300.74518,147.25482
248,88.28889,172.51852,105.54074,181.65185,116.96044,225.09844,179.47378,26.46734,227.00000,426.00000,559.00000,170.00000,447.57581,100.42419
249,142.68465,119.98482,98.36594,279.96459,136.80957,263.29945,209.93192,30.95906,176.17969,532.45703,535.91016,193.45312,523.53302,117.46698
250,227.35597,234.72399,234.72399,264.19606,205.10764,394.74379,314.73413,46.41444,290.01408,757.12676,863.14085,256.71831,784.89116,176.10884
251,77.29965,176.81185,113.72822,142.16028,121.05058,184.55253,166.69261,37.70428,186.82065,351.67935,503.59239,156.90761,405.76234,104.23766
252,224.24165,192.99486,116.71594,181.04756,169.70817,258.73541,233.69650,52.85992,236.00000,544.00000,661.00000,229.00000,568.86289,146.13711
253,65.48128,30.62834,29.57219,269.31818,93.75486,142.93774,129.10506,29.20233,181.00000,179.00000,442.00000,142.00000,314.26691,80.73309
254,156.15851,46.45221,95.86946,125.51981,100.63813,153.43191,138.58366,31.34630,216.73684,214.80000,477.50526,211.95789,337.33967,86.66033
255,198.17754,87.03035,217.05159,188.74052,164.01167,250.05058,225.85214,51.08560,188.67613,515.19344,630.60267,194.52776,549.76819,141.23181
256,282.47792,120.79022,49.45741,150.27445,101.34678,272.48647,194.93880,34.22794,224.00000,327.00000,573.00000,234.00000,463.69673,139.30327
257,74.80963,85.01094,216.49453,141.68490,87.06075,234.07627,167.45987,29.40310,248.42683,266.32927,587.67073,211.57317,398.33318,119.66682
258,80.91743,73.21101,90.16514,175.70642,70.58980,189.79157,135.77827,23.84035,175.00000,211.00000,456.00000,188.00000,322.97285,97.02715
259,119.66176,134.76471,176.58824,200.98529,106.22084,285.59113,204.31397,35.87406,229.00000,304.00000,689.00000,207.00000,485.99724,146.00276
260,67.47017,35.57518,104.27208,306.68258,152.66029,156.59146,151.67750,53.07075,200.00000,307.00000,552.00000,217.00000,395.91892,118.08108
261,103.29670,89.52381,162.69231,114.48718,78.08307,202.41534,155.56550,33.93610,204.00000,258.00000,543.00000,198.00000,368.08355,101.91645
262,171.75583,163.62003,209.72291,113.90123,152.49289,277.22702,173.04158,56.23851,228.56522,391.10870,659.77174,237.55435,532.06581,126.93419
263,175.54213,104.81399,51.12878,204.51510,124.03063,225.48359,140.74398,45.74179,197.00000,343.00000,560.00000,210.00000,432.75762,103.24238
264,143.29379,114.13517,86.64276,259.92828,179.39069,184.01020,178.23582,62.36329,229.73399,304.49754,632.08374,226.68473,465.24324,138.75676
265,83.96943,72.70524,146.43450,165.89083,96.87599,180.67018,166.35092,25.10290,231.06329,244.97468,617.84177,213.12025,370.10599,98.89401
266,135.37609,42.22741,65.82507,182.57143,87.99397,164.10554,151.09913,22.80136,145.35193,209.40027,459.09635,214.15145,336.17303,89.82697
267,14.39466,15.70326,112.54006,298.36202,73.26518,189.92588,145.96677,31.84217,142.00000,164.00000,498.00000,155.00000,345.37202,95.62798
268,26.65236,202.36052,47.38197,183.60515,95.01696,177.20317,163.15869,24.62118,135.68041,211.29381,484.73711,178.28866,363.00375,96.99625
269,140.41730,64.32018,139.51138,252.75114,99.18211,257.11054,197.60128,43.10607,200.00000,304.00000,644.00000,226.00000,467.54443,129.45557
270,65.65839,110.13665,92.13354,414.07143,93.90352,281.36784,235.10151,71.62714,122.61466,540.58835,567.03759,97.75940,592.52379,89.47621
271,180.46926,207.06472,263.10518,523.36084,341.05909,418.83527,393.61056,20.49508,300.03655,820.27418,908.26977,236.41950,958.17158,215.82842
272,71.23239,71.23239,193.79401,258.74120,172.85363,212.27171,199.48747,10.38720,230.00000,287.00000,565.00000,221.00000,485.61507,109.38493
273,44.55495,82.55769,150.70055,199.18681,77.14286,217.54286,160.97143,21.34286,127.00000,347.18182,421.54545,133.27273,400.34853,76.65147
274,55.83103,118.75172,178.12759,418.28966,189.45151,267.93857,256.09785,57.51207,259.34615,590.53846,717.88462,246.23077,613.99280,157.00720
275,55.13533,73.81019,162.73814,214.31634,81.83288,230.76873,170.75795,22.64043,184.00000,306.00000,523.00000,159.00000,424.68838,81.31162
276,122.05679,174.78532,217.74931,190.40859,128.15140,330.58377,187.37542,58.88942,168.00000,641.00000,526.00000,139.00000,599.45298,105.54702
277,139.45568,96.01866,139.45568,360.06998,133.60465,344.65116,195.34884,61.39535,151.84245,575.99397,572.75181,156.41177,624.96161,110.03839
278,66.93750,71.58594,170.13281,167.34375,116.96358,165.41992,158.10970,35.50680,170.00000,314.00000,511.00000,204.00000,379.06689,96.93311
279,64.08451,27.64789,43.94366,7.32394,32.41333,73.30074,21.60889,15.67704,62.00000,138.00000,92.00000,53.00000,124.65533,18.34467
280,85.71636,91.75273,172.64000,313.89091,163.15928,230.75384,220.55638,49.53050,231.51244,384.31343,655.82587,229.34826,528.78239,135.21761
281,37.01869,95.81308,119.76636,213.40187,109.84286,163.83968,144.23810,48.07937,227.00000,266.00000,540.00000,207.00000,338.47744,127.52256
282,86.77468,107.32658,111.89367,145.00506,110.82054,156.73190,149.80562,33.64195,150.00000,219.00000,470.00000,236.00000,359.15792,91.84208
283,59.97368,95.05263,57.71053,260.26316,111.49286,166.30079,146.40476,48.80159,245.00000,263.00000,565.00000,211.00000,343.56186,129.43814
284,11.07570,57.59363,39.87251,169.45817,67.02306,98.64046,94.70650,17.62998,142.00000,143.00000,361.00000,138.00000,199.61924,78.38076
285,119.94667,156.85333,125.71333,116.48667,114.31232,296.62394,94.09632,13.96742,38.57124,374.03088,344.05731,105.34058,492.62673,26.37327
286,87.32673,126.83168,65.84158,420.00000,64.10256,312.82051,244.23077,78.84615,420.80085,831.56330,651.66145,45.97440,457.83784,242.16216
287,146.37461,177.12194,243.38026,122.12319,257.02508,281.32367,137.69201,12.95925,180.00000,426.00000,454.00000,86.00000,613.97403,75.02597
288,18.75248,17.25228,20.44021,61.55503,21.47284,51.85676,39.29501,5.37540,11.00000,60.09231,113.89231,34.01538,104.34421,13.65579
289,7.94597,7.31029,8.66110,26.08264,9.09866,21.97320,16.65043,2.27771,14.00000,33.00000,50.00000,0.00000,44.21365,5.78635
290,210.72304,22.12010,26.77696,215.37990,86.43727,208.74543,158.17905,21.63825,63.00000,314.00000,387.00000,106.00000,420.02967,54.97033
291,34.37624,95.39406,58.43960,245.79010,126.08147,154.83348,145.50850,7.57654,150.00000,190.00000,466.00000,106.00000,354.21335,79.78665
292,227.98327,162.51115,176.54089,61.96468,138.54037,359.49221,114.03966,16.92776,56.91083,370.24841,450.96815,102.87261,597.03701,31.96299
293,90.52475,133.57921,192.08911,29.80693,98.23371,254.90227,80.86119,12.00283,42.84615,234.09231,346.30769,35.75385,423.33626,22.66374
294,44.79773,171.28544,172.60302,308.31380,51.45282,353.27397,258.32496,33.94825,370.00000,580.00000,777.00000,143.00000,470.92957,226.07043
295,57.31746,37.38095,110.27381,109.02778,23.17960,159.15068,116.37595,15.29376,247.00000,257.00000,507.00000,165.00000,212.15478,101.84522
296,142.87719,70.32237,89.29825,206.50219,122.71488,180.60430,173.40147,32.27935,254.00000,233.00000,627.00000,236.00000,365.48991,143.51009
297,0.00000,53.50820,9.55504,344.93677,98.36478,144.76730,138.99371,25.87421,241.00000,103.00000,508.00000,196.00000,292.96637,115.03363
299,47.15543,145.39589,52.06745,90.38123,80.76520,118.86530,114.12474,21.24476,133.00000,254.00000,368.00000,120.00000,240.54837,94.45163
300,112.65432,0.00000,42.35802,136.98765,93.38071,107.01726,91.60203,0.00000,168.94816,63.55076,204.30022,118.20086,228.72366,63.27634
301,172.39777,234.46097,394.05204,524.08922,312.37187,716.01066,296.61747,0.00000,136.00000,584.00000,1258.00000,205.00000,1229.84641,95.15359
302,45.77321,109.93840,151.42572,406.86267,228.33503,261.67919,223.98579,0.00000,265.46341,231.63415,796.85366,306.04878,559.27634,154.72366
303,52.07200,66.78800,10.18800,153.95200,78.02177,91.70979,99.58041,13.68803,162.00000,97.00000,353.00000,124.00000,194.99191,88.00809
304,12.45307,53.64401,44.06472,185.83819,81.60580,95.92261,104.15478,14.31681,182.51429,68.51429,388.25714,132.71429,203.94913,92.05087
305,29.20851,37.72766,27.99149,191.07234,78.84885,92.68198,100.63603,13.83313,143.00000,103.00000,350.00000,110.00000,197.05896,88.94104
306,68.73823,17.89077,89.45386,323.91714,49.79879,229.37626,194.16499,26.65996,108.00000,345.00000,492.00000,68.00000,416.41182,83.58818
307,0.53571,2.28571,4.78571,3.39286,2.62176,3.26770,2.41278,2.69775,2.00000,2.00000,16.00000,2.00000,8.55143,2.44857
308,79.61744,121.52135,124.87367,144.98754,78.05650,181.83616,192.03672,19.07062,272.85646,496.61244,621.60766,142.92344,347.14132,123.85868
309,55.58824,89.17279,70.64338,99.59559,52.20339,121.61017,128.43220,12.75424,146.85484,314.79032,340.40323,102.95161,232.16458,82.83542
310,182.43692,100.07968,266.87915,235.60425,196.25000,201.79770,288.48057,98.47173,635.00000,568.00000,1248.00000,378.00000,487.73397,297.26603
311,93.32267,69.72384,47.19767,158.75581,92.25000,94.85777,135.60424,46.28799,322.00000,288.00000,515.00000,139.00000,229.26603,139.73397
312,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
313,49.17621,78.19824,69.33040,169.29515,49.56850,170.31969,124.49764,21.61417,167.04706,171.56303,470.02941,107.36050,263.60031,102.39969
314,126.76056,51.91147,216.09658,205.23139,142.56966,192.72446,155.10836,109.59752,549.00000,491.00000,972.00000,298.00000,361.64384,238.35616
315,90.85604,181.71208,249.62468,191.80720,169.65789,229.34211,184.57895,130.42105,543.00000,605.00000,1087.00000,363.00000,430.35616,283.64384
316,193.30054,143.68329,215.00809,215.00809,121.91091,212.66073,192.43336,239.99501,666.72587,730.82239,1229.06950,321.38224,450.40421,316.59579
317,151.05771,348.16961,132.63604,150.13663,141.97856,281.72123,249.30093,108.99929,560.98455,532.60055,1075.74703,331.66786,488.20994,293.79006
318,110.51570,85.34876,203.52397,262.61157,147.40254,147.40254,228.18542,139.00951,532.52896,509.42530,1070.11128,346.93445,403.21330,258.78670
319,151.69277,92.64458,151.69277,110.96988,148.41454,120.02652,112.55599,126.00295,471.54514,379.08859,913.33390,341.03237,295.98870,211.01130
320,84.91200,152.25600,52.70400,76.12800,92.49922,121.04836,93.64119,58.81123,415.47541,393.52459,617.62295,167.37705,170.18182,195.81818
321,209.38235,42.61765,0.00000,0.00000,111.53642,83.44371,22.25166,34.76821,313.00000,182.00000,218.00000,23.00000,110.65973,141.34027
322,228.00000,6.00000,42.00000,0.00000,122.15894,91.39073,24.37086,38.07947,384.00000,222.00000,245.00000,37.00000,121.19875,154.80125
323,235.20988,74.83951,98.89506,24.05556,191.64790,143.37748,38.23400,59.74062,433.00000,369.00000,622.00000,168.00000,190.14152,242.85848
324,619.23857,310.56613,246.18047,356.01483,531.69412,754.21538,215.58914,30.50136,468.00000,772.00000,1109.00000,630.00000,1343.61531,188.38469
325,87.95096,126.06305,191.53765,152.44834,193.65882,274.70769,78.52398,11.10950,9.81818,381.72727,272.72727,81.72727,489.38469,68.61531
326,77.57470,64.64558,167.08397,602.69575,203.82212,301.92018,352.52908,53.72862,414.00000,250.00000,1122.00000,400.00000,669.12109,242.87891
