TAZ,hh_inc_30,hh_inc_30_60,hh_inc_60_100,hh_inc_100_plus,hh_wrks_0,hh_wrks_1,hh_wrks_2,hh_wrks_3_plus,pers_age_00_19,pers_age_20_34,pers_age_35_64,pers_age_65_plus,hh_kids_no,hh_kids_yes
200376,133.44432,119.39755,234.78174,413.37639,79.25107,531.67464,274.30102,15.77327,372.00000,500.00000,951.00000,175.00000,662.74899,238.25101
200377,188.16421,202.20632,212.50386,731.12561,117.33732,787.18531,406.12383,23.35354,463.00000,1363.00000,856.00000,118.00000,981.25101,352.74899
200378,15.80488,14.75122,11.59024,173.85366,41.92315,94.69951,59.79901,19.57833,172.00000,84.00000,303.00000,75.00000,134.97474,81.02526
200379,72.80297,40.68401,43.89591,130.61710,55.89754,126.26601,79.73202,26.10443,202.00000,136.00000,385.00000,129.00000,179.96632,108.03368
200380,0.00000,27.68345,96.89209,171.42446,57.45025,129.77340,81.94680,26.82956,262.00000,185.00000,427.00000,123.00000,184.96539,111.03461
200381,246.71149,120.96822,76.40098,206.91932,145.84195,268.60561,175.01034,61.54210,383.00000,383.00000,739.00000,192.00000,434.85265,216.14735
200382,0.00000,44.04545,86.93182,124.02273,42.93488,112.79302,62.97907,36.29302,179.00000,123.00000,338.00000,91.00000,158.60200,96.39800
200383,125.32959,148.32584,172.47191,167.87266,103.38047,271.58791,151.64372,87.38791,497.00000,521.00000,646.00000,151.00000,381.88873,232.11127
200384,97.84858,91.66867,251.31634,246.16642,115.67163,303.87767,169.67302,97.77767,289.00000,438.00000,649.00000,136.00000,427.29244,259.70756
200385,69.84561,50.02456,39.64211,109.48772,52.20985,117.93596,74.47192,24.38227,166.85393,148.64045,332.47191,120.03371,168.09355,100.90645
200386,15.99303,94.07666,45.15679,114.77352,57.22344,129.38116,76.59365,6.80175,155.30462,168.41036,293.50508,96.77994,185.32284,84.67716
200387,41.46429,97.90179,28.79464,218.83929,64.10267,152.04517,149.39630,21.45585,383.35172,80.87586,587.00690,166.76552,189.01895,197.98105
200388,45.59343,78.03491,44.71663,258.65503,70.72827,167.76044,164.83778,23.67351,405.25381,109.71066,663.49239,157.54315,208.55579,218.44421
200389,100.25701,173.77882,31.50935,307.45483,88.14567,272.47635,190.64731,61.73068,515.00000,176.00000,858.00000,223.00000,330.63615,282.36385
200390,100.92233,232.42718,109.07767,292.57282,105.68852,326.70492,228.59016,74.01639,521.00000,304.00000,838.00000,167.00000,396.43975,338.56025
200391,58.67647,37.25490,105.24510,558.82353,109.28337,337.81733,236.36534,76.53396,660.00000,237.00000,1116.00000,169.00000,409.92410,350.07590
200392,233.55932,189.49153,53.98305,237.96610,161.31098,271.61280,220.16768,61.90854,567.83274,422.27291,828.52747,186.36688,418.24878,296.75122
200393,19.26667,30.82667,49.13000,478.77667,75.86250,218.29821,259.06786,24.77143,571.00000,144.00000,886.00000,258.00000,305.62740,272.37260
200394,46.56215,79.06780,109.81638,75.55367,79.37905,114.32952,86.09270,31.19873,324.00000,222.00000,472.00000,132.00000,185.12905,125.87095
200395,14.88673,89.32039,78.89968,46.89320,42.45684,85.11731,65.77247,36.65339,270.00000,227.00000,377.00000,120.00000,126.27655,103.72345
200396,79.50212,143.90890,126.80085,124.78814,116.33333,177.33333,115.33333,66.00000,675.00000,547.00000,766.00000,134.00000,230.86397,244.13603
200397,214.29903,33.61553,99.79612,193.28932,136.69652,197.45053,178.64572,28.20722,544.32704,418.76730,821.27044,193.63522,304.87293,236.12707
200398,159.01442,147.20192,183.54808,77.23558,20.79904,239.18900,213.86842,93.14354,685.03756,573.96585,924.05805,147.93853,256.14660,310.85340
200399,0.00000,148.66189,75.65043,82.68768,66.47820,142.42030,83.55940,14.54211,326.00000,265.00000,396.00000,68.00000,178.41230,128.58770
200400,34.29844,22.29399,166.34744,162.06013,107.98315,114.85134,136.60059,25.56492,265.90366,96.81589,483.80177,178.47869,264.64004,120.35996
200401,53.53846,37.84615,43.38462,177.23077,116.29557,112.96552,77.61576,5.12315,189.51546,79.56701,369.78351,170.13402,241.21233,70.78767
200402,19.10204,43.29796,36.93061,212.66939,87.50842,93.07433,110.69970,20.71754,170.00000,85.00000,370.00000,147.00000,214.46154,97.53846
200403,152.13158,106.36842,116.26316,283.23684,158.95895,277.05263,209.86737,12.12105,329.00000,196.00000,695.00000,323.00000,449.14330,208.85670
200404,30.35714,63.85468,66.99507,263.79310,94.30631,145.27789,163.57083,21.84496,249.00000,103.00000,545.00000,142.00000,277.34824,147.65176
200405,63.55658,75.47344,29.79215,261.17783,95.41580,146.98705,165.49519,22.10196,290.00000,127.18182,529.72727,123.09091,280.61116,149.38884
200406,36.33429,35.19885,164.63977,157.82709,87.42750,134.68115,151.63978,20.25157,267.00000,192.00000,456.00000,98.00000,257.11813,136.88187
200407,19.41405,9.34750,48.89464,311.34381,86.31801,132.97200,149.71542,19.99457,252.74783,152.65217,509.80870,105.79130,253.85521,135.14479
200408,8.20104,48.29504,43.73890,248.76501,88.23949,162.74249,89.40360,8.61441,306.44853,50.88235,480.03676,166.63235,195.02941,153.97059
200409,27.19547,23.56941,43.51275,225.72238,73.05139,140.57299,90.51387,15.86176,283.00000,47.00000,424.00000,175.00000,184.50312,135.49688
200410,20.01639,48.92896,45.59290,292.46175,111.67120,148.12585,107.05669,40.14626,318.00000,89.00000,527.00000,210.00000,268.98158,138.01842
200411,177.33478,245.04442,194.53088,375.08992,272.18141,361.03401,260.93424,97.85034,515.09747,311.81155,907.37617,577.71480,655.60130,336.39870
200412,324.22069,236.62069,203.39310,111.76552,250.45059,310.46640,271.80237,43.28063,389.00000,590.00000,500.00000,350.00000,585.52182,290.47818
200413,30.31063,51.64033,58.37602,271.67302,101.25424,171.66667,132.09605,6.98305,261.85357,56.31893,446.06464,259.76286,251.28686,160.71314
200415,118.67143,114.61429,44.62857,219.08571,105.34740,191.79221,153.29545,46.56494,367.15385,225.66346,542.25962,220.92308,311.84314,185.15686
200416,81.40528,192.11646,137.84627,287.63199,119.53404,316.71039,234.90085,27.85472,495.32701,319.10252,835.97437,210.59611,459.67454,239.32546
200419,166.67213,166.08372,196.34758,697.89657,269.98668,294.88459,508.85098,153.27774,1178.04000,754.52000,1796.88000,487.56000,752.85901,474.14099
200420,111.51384,177.75969,119.24252,588.48394,81.41280,384.15388,418.92819,112.50513,982.00000,421.00000,1460.00000,244.00000,485.99582,511.00418
200421,20.83871,0.00000,79.67742,545.48387,37.32444,331.97222,214.61556,62.08778,390.00000,379.00000,791.00000,64.00000,458.40760,187.59240
200422,35.75000,111.58333,302.25000,278.41667,126.60870,322.43014,209.74841,69.21275,298.43899,545.53407,599.14263,90.88431,515.56171,212.43829
200423,141.35201,200.91543,230.25264,268.47992,105.20957,343.03057,289.24175,103.51810,584.00000,633.00000,931.00000,126.00000,512.32940,328.67060
200424,51.00000,164.00000,133.00000,141.00000,61.17418,199.45535,168.17981,60.19067,482.00000,364.00000,587.00000,146.00000,297.89427,191.10573
200425,20.86420,52.96296,70.61728,115.55556,40.51948,103.64766,91.31564,24.51722,205.00000,248.00000,418.00000,95.00000,152.95961,107.04039
200426,68.90306,74.48980,92.18112,129.42602,56.88312,145.50536,128.19311,34.41841,323.00000,277.00000,567.00000,149.00000,214.73177,150.26823
200427,96.61290,76.08266,175.11089,251.19355,104.17391,265.29623,172.58145,56.94841,434.50000,436.75000,569.19444,179.55556,424.20531,174.79469
200428,160.93431,236.84672,134.61800,715.60097,72.10667,641.33333,414.61333,119.94667,517.00000,918.00000,1148.00000,139.00000,885.59240,362.40760
200429,343.11591,224.15595,219.24025,146.48788,208.46719,327.27891,338.57695,58.67695,553.00000,760.00000,742.00000,163.00000,677.32041,255.67959
200430,195.53374,126.03681,160.19632,478.23313,205.41176,328.23529,322.58824,103.76471,694.86905,484.40476,1115.91667,404.80952,626.70423,333.29577
200431,60.46181,66.99822,111.93606,220.60391,98.42647,157.27941,154.57353,49.72059,307.00000,239.00000,601.00000,163.00000,300.29577,159.70423
200432,219.16329,141.08637,182.17949,472.57085,133.65608,536.19675,268.88459,76.26259,355.31569,1313.36971,662.74759,87.56701,802.49311,212.50689
200433,84.94248,27.26549,13.63274,111.15929,37.13118,73.90705,93.44978,32.51199,194.00000,157.00000,358.00000,93.00000,135.78685,101.21315
200434,87.63158,59.21053,50.52632,132.63158,51.70165,102.90855,130.11994,45.26987,344.00000,220.00000,482.00000,126.00000,189.07029,140.92971
200435,5.65089,15.82249,45.20710,124.31953,29.92429,59.56222,75.31184,26.20165,150.00000,102.00000,264.00000,75.00000,109.43159,81.56841
200436,21.00000,30.00000,42.00000,424.00000,67.85625,195.25982,231.72679,22.15714,395.00000,112.00000,771.00000,230.00000,273.37260,243.62740
200437,33.55628,9.06926,47.16017,329.21429,49.10515,160.39485,187.70099,21.79901,452.00000,135.00000,610.00000,123.00000,191.40682,227.59318
200438,86.98083,26.09425,110.17572,381.74920,87.08333,261.25000,215.98958,40.67708,646.00000,127.00000,960.00000,144.00000,262.81341,342.18659
200439,80.48403,58.43361,109.14958,407.93277,93.37101,375.88697,179.87650,6.86552,583.00000,272.00000,764.00000,138.00000,283.15822,372.84178
200440,64.46674,168.00422,150.42239,542.10665,131.65882,530.02355,253.63684,9.68080,1036.00000,531.00000,1208.00000,166.00000,399.27035,525.72965
200441,20.47176,11.81063,73.22591,131.49169,58.97612,93.66795,72.67026,11.68567,204.00000,73.00000,337.00000,82.00000,144.20728,92.79272
200442,51.13451,90.03591,175.92856,357.90102,167.96995,266.77581,206.97227,33.28197,412.00000,147.00000,811.00000,310.00000,410.71694,264.28306
200443,23.00468,104.12646,115.02342,274.84543,83.07086,197.09980,221.35030,15.47904,323.00000,131.00000,631.00000,223.00000,358.69735,158.30265
200444,191.44009,222.51152,150.34562,305.70276,160.59761,321.96547,248.79150,138.64542,861.00000,555.00000,1275.00000,363.00000,477.65477,392.34523
200445,144.31328,163.84440,104.16598,110.67635,114.13189,219.06635,82.35891,107.44285,1037.00000,736.00000,811.00000,166.00000,191.80929,331.19071
200446,179.70202,91.82576,94.78788,24.68434,109.30511,124.92013,105.86981,50.90495,540.00000,429.00000,516.00000,157.00000,197.38283,193.61717
200447,82.93519,62.59259,121.27315,71.19907,12.39872,142.58533,127.49123,55.52472,402.00000,315.00000,469.00000,98.00000,152.69409,185.30591
200448,80.76716,152.25075,35.27761,42.70448,27.13423,108.53691,107.94056,67.38830,547.00000,342.00000,526.00000,106.00000,108.80186,202.19814
200449,39.31034,48.66995,121.67488,170.34483,45.45006,110.11097,124.63625,99.80271,456.00000,373.00000,660.00000,159.00000,173.24224,206.75776
200450,66.61842,144.15789,119.03947,168.18421,123.49054,138.96892,126.85541,108.68514,875.05452,624.21029,890.01926,212.71593,260.16512,237.83488
200451,85.88235,212.12941,246.48235,477.50588,174.76938,463.05868,343.44587,40.72607,539.77072,469.82112,1142.08765,263.32051,672.08496,349.91504
200452,14.60000,38.18462,75.24615,163.96923,54.51502,115.29614,108.50787,13.68097,168.56579,97.68421,345.05263,93.69737,203.90192,88.09808
200453,93.13353,113.93033,186.26705,229.66909,116.31116,245.99142,231.50823,29.18920,333.00000,305.00000,727.00000,98.00000,435.03731,187.96269
200454,15.09938,91.75776,42.97516,224.16770,69.82403,147.67382,138.97926,17.52289,222.00000,119.00000,509.00000,89.00000,261.16205,112.83795
200455,9.04750,27.14250,46.88250,245.92750,61.42275,129.90558,122.25715,15.41452,155.00000,120.00000,396.00000,91.00000,229.73881,99.26119
200456,14.57258,86.31452,17.93548,159.17742,51.90129,109.76824,103.30544,13.02504,179.00000,82.00000,344.00000,93.00000,194.12580,83.87420
200457,65.91549,28.39437,43.60563,150.08451,107.34975,104.27586,71.64532,4.72906,171.00000,78.00000,332.00000,143.00000,222.65753,65.34247
200458,77.72203,90.49825,123.50350,317.27622,153.72816,227.36717,212.85437,15.05031,329.00000,291.00000,657.00000,150.00000,386.48077,222.51923
200459,20.27857,46.52143,73.95714,193.24286,82.08475,139.16667,107.08757,5.66102,283.00000,54.00000,411.00000,140.00000,203.71314,130.28686
200460,24.04762,73.18841,98.28157,309.48240,69.80458,193.28646,203.63680,38.27216,355.00000,167.00000,650.00000,160.00000,338.05023,166.94977
200461,58.40806,48.98741,105.51134,161.09320,51.69685,143.14681,150.81220,28.34414,211.00000,105.00000,417.00000,128.00000,250.35799,123.64201
200462,29.49618,67.28817,92.17557,294.04008,121.92233,180.32568,168.81553,11.93645,351.91233,116.36657,585.11766,217.60344,306.51923,176.48077
200463,115.21739,130.43478,166.30435,363.04348,107.12583,296.62774,312.51192,58.73451,286.05405,562.17568,631.58108,101.18919,518.78995,256.21005
200464,189.65784,270.40326,246.93075,215.00815,227.12271,344.90568,286.22527,63.74634,596.00000,259.00000,934.00000,546.00000,560.39086,361.60914
200465,26.57336,64.95711,166.32957,614.13995,190.30619,326.64495,272.10945,82.93941,676.00000,269.00000,1283.00000,312.00000,591.51787,280.48213
200466,76.54817,156.15826,128.60092,83.69266,47.32419,170.40523,202.65437,24.61621,137.00000,244.00000,386.00000,63.00000,268.98218,176.01782
200467,58.28431,94.17307,122.93294,439.60968,87.24549,303.03610,273.61011,51.10830,680.00000,347.00000,1056.00000,215.00000,397.16423,317.83577
200468,10.42289,45.86070,47.94527,314.77114,61.42564,181.60623,140.35907,35.60907,412.00000,88.00000,605.00000,176.00000,237.83462,181.16538
200469,154.40083,100.02066,136.92149,313.65702,181.04857,321.37417,164.18874,38.38852,288.00000,475.00000,567.00000,194.00000,459.50436,245.49564
200470,116.21716,173.77233,97.40105,244.60946,79.06356,257.78278,217.36122,77.79244,525.66535,540.47593,777.53986,143.31886,385.00854,246.99146
200471,126.44523,108.00530,128.20141,134.34806,62.17498,202.71842,170.93121,61.17538,407.00000,379.00000,617.00000,134.00000,302.76779,194.23221
200472,62.51908,168.32061,305.86260,345.29771,83.20755,450.55346,270.57862,77.66038,420.00000,862.00000,723.00000,92.00000,592.42581,289.57419
200473,192.86057,277.83380,262.55771,300.74792,161.14286,412.19876,363.15528,97.50311,890.00000,884.00000,1082.00000,135.00000,608.30862,425.69138
200474,139.31528,274.13651,221.33153,402.21668,112.60612,477.04047,371.94143,75.41198,631.00000,1005.00000,944.00000,137.00000,697.45439,339.54561
200475,48.11456,74.84487,138.99761,186.04296,48.64758,206.08885,160.68444,32.57914,230.00000,388.00000,408.00000,91.00000,301.31106,146.68894
200476,105.85714,181.17857,166.92857,59.03571,48.39623,262.05660,157.37736,45.16981,486.50000,486.10526,584.77632,101.61842,344.57419,168.42581
200477,12.04793,33.56209,74.86928,274.52070,42.89240,181.70780,141.67489,28.72491,251.00000,152.00000,529.00000,175.00000,265.66488,129.33512
200478,54.38689,87.20656,72.20328,72.20328,64.74858,135.51650,80.20364,5.53129,145.00000,146.00000,288.00000,73.00000,214.01139,71.98861
200479,22.55051,175.65657,97.32323,174.46970,104.33610,220.86100,118.47510,26.32780,240.00000,159.00000,483.00000,148.00000,287.31284,182.68716
200480,105.26277,110.57908,87.18735,133.97080,57.54454,230.85515,115.76607,32.83424,236.44554,298.58416,436.06931,55.90099,345.50689,91.49311
200481,76.89607,304.50843,199.92978,148.66573,119.44698,339.19612,230.98632,40.37058,404.00000,398.00000,755.00000,136.00000,475.16834,254.83166
200482,84.82422,89.02344,61.30859,194.84375,60.09783,177.58910,158.35779,33.95528,350.00000,179.00000,583.00000,136.00000,259.41387,170.58613
200484,107.23218,180.24132,62.36197,66.16453,94.06936,160.27363,124.10831,37.54869,483.00000,382.00000,486.00000,71.00000,260.60000,155.40000
200485,241.04167,124.58333,132.70833,411.66667,117.01588,415.53146,325.19853,52.25412,561.00000,694.00000,957.00000,158.00000,583.13441,326.86559
200486,522.50060,494.06519,478.66268,2466.77153,443.51536,2186.88004,1276.56212,55.04248,2311.00000,3669.59184,3233.29932,306.10884,2521.00000,1441.00000
200487,77.26923,45.73077,56.76923,148.23077,72.78228,112.12035,126.23819,16.85917,198.19742,143.31760,346.20601,89.27897,214.04758,113.95242
200488,25.64674,54.25272,107.51902,175.58152,89.74785,125.15706,130.27914,17.81595,258.83333,92.11111,490.66667,117.38889,247.72917,115.27083
200489,147.58442,162.95779,227.52597,408.93182,191.66439,386.56362,297.20111,71.57088,816.96711,539.61544,1085.01979,286.39766,541.70938,405.29062
200490,20.86486,65.00208,85.06445,215.06861,78.12297,157.56447,121.14005,29.17250,376.10539,161.86520,476.07598,122.95343,220.80235,165.19765
200491,52.79235,120.25470,157.91778,298.03517,178.72276,239.02000,157.03310,54.22414,513.19130,323.88696,737.80000,240.12174,426.94452,202.05548
200493,133.08421,61.35088,129.30877,214.25614,86.12533,260.92575,178.76672,12.18220,365.04478,168.08955,664.17910,179.68657,334.44771,203.55229
200494,0.00000,83.81707,32.89024,318.29268,38.24638,125.24638,154.66667,116.84058,450.82688,424.34788,843.24262,214.58263,218.92958,216.07042
200495,83.43396,61.52201,83.43396,173.61006,99.97050,80.48472,102.93572,118.60906,491.62949,363.82027,691.29863,159.25161,203.83099,198.16901
200496,117.85714,86.90476,94.04762,126.19048,50.83231,123.15043,139.39581,111.62145,602.00000,499.00000,733.00000,183.00000,193.75776,231.24224
200497,240.18214,224.68651,302.16462,338.96673,103.93065,386.26633,396.82613,218.97688,1198.19697,897.66667,1644.59091,283.54545,518.13132,587.86868
200498,194.94711,139.24793,157.49421,89.31074,95.32031,256.78125,180.91406,47.98438,619.36283,491.95280,741.33923,182.34513,320.26855,260.73145
200500,0.00000,0.00000,87.52941,191.47059,52.08798,110.16309,103.67704,13.07189,158.00000,104.00000,349.00000,82.00000,194.82409,84.17591
200501,194.88000,110.32889,138.16889,252.62222,134.04444,308.18765,195.33827,58.42963,353.66667,393.93333,626.53333,164.86667,477.65806,218.34194
200503,343.23731,324.58234,601.99119,1217.18916,558.70363,908.27782,862.14633,157.87222,1517.00000,1457.00000,2735.00000,679.00000,1688.00000,799.00000
200505,67.77727,197.83636,24.72955,112.65682,94.18226,180.67982,93.64612,34.49180,180.44444,141.44444,444.00000,210.11111,308.44134,94.55866
200506,93.58840,90.87569,143.77348,162.76243,84.15156,285.48938,109.18839,12.17068,218.76498,424.73733,358.54378,41.95392,370.69993,120.30007
200507,71.26623,65.56494,46.56061,255.60823,75.23938,255.25425,97.62465,10.88173,218.00000,167.00000,503.00000,91.00000,331.44047,107.55953
200508,212.67761,65.96418,292.28955,191.06866,126.65301,399.04372,175.92623,60.37705,509.00000,686.00000,756.00000,81.00000,541.91188,220.08812
200509,58.64881,11.92857,31.80952,398.61310,60.60801,227.08327,200.71485,12.59387,124.00000,358.00000,378.00000,51.00000,402.20577,98.79423
200510,98.96800,97.85600,85.62400,134.55200,77.57046,197.45209,97.94250,44.03495,313.00000,400.00000,434.00000,86.00000,296.61158,120.38842
200511,243.15331,188.80139,237.43206,151.61324,136.45947,429.94080,189.54781,65.05191,466.06632,813.76049,681.40480,77.76839,583.87094,237.12906
200512,328.99310,32.03678,56.68046,118.28966,189.24829,248.76993,97.98178,0.00000,89.00000,207.00000,306.00000,308.00000,427.51337,108.48663
200513,138.93172,60.23613,100.06970,383.76245,275.52841,230.37138,166.16374,10.93647,376.98163,60.51726,605.05121,539.44989,465.02128,217.97872
200514,87.24494,94.83146,82.50337,157.42022,148.99772,195.85991,77.14237,0.00000,197.00000,268.00000,334.00000,107.00000,336.58702,85.41298
200515,53.70149,10.54851,23.97388,168.77612,97.10020,67.88871,68.39762,23.61347,214.00000,48.00000,368.00000,137.00000,174.67235,82.32765
200516,68.02937,58.71028,43.79973,527.46061,203.91011,244.43071,215.02060,34.63858,525.02409,117.69243,907.51720,299.76629,447.48869,250.51131
200517,101.48098,65.82550,82.28188,363.41163,98.49601,233.69860,262.45210,18.35329,290.98246,282.71930,596.87719,127.42105,425.30265,187.69735
200518,28.95592,151.46172,99.11833,200.46404,74.38257,146.44068,176.27119,82.90557,552.58182,455.34545,840.27273,194.80000,238.68028,241.31972
200519,203.56422,206.63303,112.52294,146.27982,170.90505,212.74906,122.50716,162.83873,1146.00000,924.00000,1172.00000,259.00000,303.53718,365.46282
200520,89.80645,82.06452,226.06452,34.06452,15.84689,182.23923,162.94737,70.96651,606.00000,430.00000,634.00000,99.00000,195.15931,236.84069
200521,94.37936,29.90237,201.84100,343.87727,72.75420,308.21323,240.30931,48.72326,326.00000,651.00000,535.00000,76.00000,450.62145,219.37855
200522,8.62987,51.77922,107.39394,275.19697,48.10464,203.78875,158.89108,32.21553,221.00000,297.00000,411.00000,114.00000,297.94821,145.05179
200523,14.45690,16.68103,37.81034,189.05172,58.89768,113.33697,72.97681,12.78854,216.00000,39.00000,328.00000,146.00000,148.75564,109.24436
200524,36.58594,70.55859,122.82422,216.03125,100.97156,211.32992,125.07281,8.62571,243.44737,202.81579,512.81579,146.92105,333.73804,112.26196
200525,259.70189,315.51502,177.69077,271.09232,231.82708,485.20592,287.16268,19.80432,355.00000,736.00000,722.00000,265.00000,766.25057,257.74943
200526,46.69052,69.51699,23.86404,439.92844,82.67819,249.28726,202.10223,45.93233,383.69159,177.51402,751.67757,268.11682,374.59221,205.40779
200527,85.41489,90.00709,112.96809,229.60993,73.84017,222.63931,180.49820,41.02232,327.00000,280.00000,602.00000,142.00000,334.54960,183.45040
200528,54.83398,88.34363,38.58687,81.23552,37.49028,113.03888,91.64291,20.82793,149.00000,138.00000,307.00000,53.00000,169.85819,93.14181
200529,11.47689,56.10924,54.83403,484.57983,84.39991,208.77873,229.94404,83.87731,776.44595,240.89189,1005.98649,119.67568,326.78257,280.21743
200530,0.00000,101.58580,35.69231,326.72189,55.78773,179.29022,209.68491,19.23715,705.31579,430.68421,597.15789,106.84211,223.25679,240.74321
200531,110.86027,86.60959,207.86301,437.66712,172.99132,261.48303,292.75454,115.77111,758.00000,346.00000,1300.00000,254.00000,510.28896,332.71104
200532,55.78365,81.31175,88.87564,329.02896,121.12378,207.89902,173.18893,52.78827,321.00000,161.00000,765.00000,227.00000,376.48213,178.51787
200533,68.46679,141.82406,143.04668,327.66248,176.50000,177.00000,254.00000,73.50000,654.00000,394.00000,948.00000,160.00000,390.15625,290.84375
200534,20.83333,67.46032,74.40476,212.30159,56.26012,132.55532,138.62655,47.55801,349.87200,194.32800,541.80800,160.99200,216.64557,158.35443
200535,236.22039,327.91776,31.89474,9.96711,194.45196,190.13879,161.74377,59.66548,774.06430,569.58883,713.58883,266.75804,288.52218,317.47782
200536,41.32334,73.57571,234.83754,289.26341,130.83383,291.05786,187.24407,29.86424,483.94436,203.52231,878.09348,222.43985,407.82440,231.17560
200537,67.63636,75.03409,85.60227,236.72727,151.70338,175.01519,128.39157,9.88986,396.00000,164.00000,606.00000,149.00000,282.46519,182.53481
200538,128.24427,38.07252,95.18130,263.50191,118.25397,192.85714,195.23810,18.65079,443.00000,180.00000,754.00000,158.00000,306.28243,218.71757
200540,45.26316,45.26316,85.26316,444.21053,72.66156,237.33844,277.74370,32.25630,581.00000,168.00000,948.00000,238.00000,283.22727,336.77273
200541,3.71536,31.58052,67.80524,144.89888,55.86092,91.10204,92.22676,8.81028,191.00000,99.00000,325.00000,76.00000,144.68199,103.31801
200542,121.96129,62.17634,89.67742,282.18495,84.55300,124.52350,265.44516,81.47834,631.01976,523.20834,988.72134,260.05056,288.61455,267.38545
200543,94.87591,109.54745,22.49635,41.08029,43.96875,118.44643,83.45089,22.13393,203.00000,211.00000,334.00000,97.00000,147.73145,120.26855
200544,15.07447,109.00000,71.89362,22.03191,30.96009,85.97183,52.70892,48.35915,349.10681,245.60641,409.69680,124.58998,86.79630,131.20370
200545,99.38686,245.22628,49.69343,49.69343,91.80841,179.46729,94.92056,77.80374,719.00000,495.00000,679.00000,95.00000,160.68095,283.31905
200546,79.65328,90.27372,76.46715,44.60584,60.17173,117.62383,62.21145,50.99299,461.00000,405.00000,504.00000,118.00000,105.31116,185.68884
200547,38.06452,108.13783,48.44575,100.35191,28.11915,73.31064,103.18723,90.38298,554.00000,448.00000,556.00000,132.00000,101.98790,193.01210
200548,48.07239,110.67828,172.16622,86.08311,91.00000,174.66667,65.66667,85.66667,690.50239,587.11483,785.02871,173.35407,152.93399,264.06601
200550,137.84906,111.33962,130.77987,182.03145,131.34102,251.96541,130.59335,48.10022,184.00000,263.00000,496.00000,232.00000,430.13408,131.86592
200551,0.00000,22.89590,131.35016,227.75394,105.37931,134.43080,119.99528,22.19462,270.00000,140.00000,472.00000,198.00000,219.52774,162.47226
200553,76.15771,87.16846,106.43728,242.23656,141.24138,180.17950,160.83137,29.74776,422.00000,163.00000,655.00000,247.00000,294.23613,217.76387
200554,211.85732,243.57927,270.76951,202.79390,144.28396,460.76513,299.18282,24.76809,513.00000,423.00000,1014.00000,260.00000,573.22911,355.77089
200555,17.13993,270.43003,219.96246,50.46758,130.40621,250.17206,129.66386,47.75787,217.08765,422.13147,465.45618,93.32470,427.07263,130.92737
200556,85.30533,107.12763,130.93376,290.63328,180.95306,210.50386,172.56209,49.98099,347.00000,293.00000,689.00000,217.00000,406.08466,207.91534
200557,41.06250,17.48958,48.66667,184.78125,56.02527,119.42835,87.61153,28.93486,337.40741,250.62963,373.92593,103.03704,176.02088,115.97912
200558,50.03135,21.06583,198.80878,150.09404,148.29157,194.93166,76.77677,0.00000,216.49474,247.06316,425.41053,65.03158,334.99182,85.00818
200559,187.64599,86.35036,48.15693,132.84672,160.64920,211.17597,83.17483,0.00000,161.00000,186.00000,357.00000,215.00000,362.90780,92.09220
200560,22.04826,22.86486,89.00965,289.07722,52.21029,213.19200,115.78114,41.81657,150.00000,313.00000,363.00000,95.00000,309.07947,113.92053
200561,16.69014,76.77465,64.53521,158.00000,39.00343,159.26400,86.49371,31.23886,197.00000,220.00000,347.00000,133.00000,230.89625,85.10375
200562,126.80670,117.82040,166.74581,244.62709,140.47809,329.30677,167.59363,18.62151,180.00000,376.00000,590.00000,124.00000,534.82987,121.17013
200563,180.08915,127.26300,124.86181,375.78603,99.73029,407.23200,221.16114,79.87657,364.00000,409.00000,796.00000,246.00000,590.39294,217.60706
200564,75.40752,166.78370,101.13480,222.67398,121.20518,284.12749,144.60060,16.06673,54.00000,354.00000,373.00000,94.00000,461.45382,104.54618
200565,280.64885,316.54580,287.17557,255.62977,283.75061,458.11008,296.52216,101.61715,554.00000,1197.00000,807.00000,102.00000,789.01478,350.98522
200566,45.12766,96.70213,32.23404,128.93617,75.35090,60.66386,77.58588,89.39937,354.23145,247.37820,449.75373,139.63662,153.63380,149.36620
200567,60.28646,0.00000,115.75000,286.96354,71.56782,188.77839,133.27681,69.37697,490.00000,259.00000,819.00000,158.00000,245.50796,217.49204
200568,35.22877,134.59198,96.65330,116.52594,34.81818,124.91023,117.07614,106.19545,614.00000,416.00000,660.00000,136.00000,151.48170,231.51830
200569,9.95387,80.39668,68.14576,256.50369,64.14826,169.20741,119.45978,62.18454,393.00000,216.00000,711.00000,153.00000,220.05573,194.94427
200570,83.76708,61.01553,92.04037,96.17702,31.29196,116.29899,119.47839,65.93065,372.07447,236.19149,558.37234,103.36170,156.00156,176.99844
200571,75.73333,95.61333,74.78667,108.86667,113.91163,111.38493,94.75089,34.95255,174.00000,163.00000,341.00000,194.00000,169.01877,185.98123
200572,41.50311,47.88820,151.11387,273.49482,106.15516,225.51097,158.95773,23.37614,244.00000,220.00000,508.00000,248.00000,372.69045,141.30955
200573,15.98333,59.36667,41.10000,157.55000,57.34884,121.06977,76.90968,18.67171,191.00000,93.00000,331.00000,152.00000,166.56624,107.43376
200574,45.72400,18.88600,92.44200,339.94800,98.94334,229.47243,162.87596,5.70827,373.00000,120.00000,631.00000,230.00000,299.22231,197.77769
200575,193.06522,146.54348,252.38043,264.01087,140.31477,434.52317,228.71042,52.45163,377.87952,772.13654,752.86264,123.12130,579.04276,276.95724
