row_names,maz_original,households,HHSize1,HHSize2,HHSize3,HHSize4p,maz,taz,taz_original,COUNTYFP,mtc_county_id,county_name,PUMA,region,univ,mil,othnon,popgq
7005,211985,241,29,67,54,91,9604,1291,200263,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7006,230456,54,5,21,12,16,16605,1291,200263,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7007,213417,124,13,45,27,39,10274,1291,200263,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7008,211575,108,11,40,24,33,9420,1291,200263,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7009,231416,129,16,36,29,48,16864,1291,200263,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7010,217490,40,5,11,9,15,12102,1291,200263,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7011,217825,57,10,14,12,21,12209,1995,201032,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7012,214051,86,15,20,19,32,10559,1995,201032,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7013,214068,81,14,19,17,31,10568,1995,201032,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7014,215925,104,18,25,22,39,11431,1995,201032,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7015,213076,58,10,14,12,22,10126,1995,201032,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7016,213075,5,1,1,1,2,10125,1995,201032,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7017,216279,156,16,57,34,49,11602,1291,200263,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7018,231415,49,6,13,11,19,16863,1291,200263,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7019,222983,29,3,8,6,12,14032,1291,200263,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7020,214067,53,7,15,12,19,10567,1291,200263,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7021,220215,9,1,2,3,3,13103,1291,200263,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7022,215921,145,17,40,32,56,11429,1291,200263,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7023,210968,249,29,49,64,107,9126,1457,200438,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7024,213643,29,5,7,6,11,10391,1995,201032,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7025,221176,114,18,26,26,44,13411,1995,201032,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7026,219808,22,22,0,0,0,12951,1290,200262,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7027,212627,18,4,5,3,6,9907,1290,200262,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7028,223918,59,8,18,11,22,14372,1777,200786,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7029,226439,32,3,9,7,13,15325,1553,200540,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7030,221223,75,8,18,16,33,13433,1553,200540,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7031,213695,30,3,8,7,12,10420,1553,200540,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7032,225796,25,3,7,6,9,15034,1553,200540,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7033,215300,50,5,14,11,20,11159,2028,201066,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7034,223696,33,3,9,7,14,14303,2028,201066,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7035,222258,213,21,58,45,89,13766,2028,201066,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7036,226440,73,8,19,16,30,15326,1553,200540,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7037,213696,42,4,11,10,17,10421,1553,200540,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7038,216163,40,4,10,9,17,11542,1553,200540,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7039,227066,137,13,35,35,54,15537,1814,200829,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7040,230613,65,6,16,16,27,16644,1814,200829,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7041,222257,191,17,48,48,78,13765,1814,200829,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7042,228911,24,3,7,5,9,16150,1777,200786,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7043,211783,76,11,24,15,26,9510,1777,200786,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7044,217870,14,1,4,3,6,12239,1777,200786,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7045,211555,74,8,18,17,31,9409,1553,200540,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7046,225795,32,4,8,7,13,15033,1553,200540,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7047,213694,37,4,10,8,15,10419,1553,200540,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7048,227686,35,3,9,8,15,15765,1553,200540,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7049,229633,87,13,27,17,30,16370,1777,200786,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7050,210080,32,5,10,6,11,8647,1777,200786,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7051,214734,67,9,21,13,24,10893,1777,200786,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7052,232205,10,2,3,2,3,17081,1413,200391,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7053,220094,199,34,50,43,72,13056,1413,200391,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7054,220396,133,22,33,30,48,13168,1413,200391,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7055,223595,30,4,8,7,11,14263,1553,200540,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7056,216850,112,12,29,26,45,11842,1553,200540,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7057,212328,167,14,41,41,71,9764,1814,200829,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7058,225700,44,4,10,10,20,14998,1456,200437,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7059,210704,4,0,1,1,2,8968,1456,200437,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7060,220150,29,3,7,7,12,13081,1456,200437,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7061,230609,30,7,6,6,11,16642,1411,200389,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7062,217349,257,43,64,57,93,12040,1413,200391,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7063,217351,68,15,15,13,25,12041,1411,200389,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7064,230961,68,20,18,14,16,16737,1412,200390,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7065,220096,16,5,4,3,4,13057,1412,200390,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7066,220101,373,45,73,95,160,13060,1457,200438,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7067,212622,44,4,11,11,18,9904,1456,200437,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7068,215302,85,8,23,19,35,11160,2029,201068,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7069,215303,33,3,9,8,13,11161,2029,201068,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7070,214856,57,6,15,13,23,10957,2029,201068,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7071,227069,30,2,8,7,13,15538,2029,201068,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7072,212329,35,3,9,9,14,9765,2029,201068,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7073,212628,88,14,26,19,29,9908,1290,200262,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7074,214851,24,2,6,6,10,10954,1456,200437,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7075,212623,69,6,16,17,30,9905,1456,200437,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7076,210969,32,2,9,7,14,9127,2029,201068,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7077,210967,66,6,16,16,28,9125,1456,200437,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7078,214855,28,3,7,6,12,10956,2029,201068,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7079,210970,45,4,12,10,19,9128,2029,201068,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7080,214854,4,0,1,1,2,10955,2029,201068,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7081,223700,45,5,12,11,17,14304,2029,201068,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7082,212882,304,86,84,65,69,10044,1412,200390,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7083,222562,84,24,23,18,19,13888,1412,200390,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7084,211549,84,20,18,16,30,9404,1411,200389,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7085,225786,46,10,10,8,18,15028,1411,200389,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7086,223623,88,10,28,20,30,14277,1083,200042,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7087,229400,74,9,24,17,24,16289,1083,200042,85,3,Santa Clara,3,1.0,0.0,0.0,4.0,4.0
7088,211576,110,18,32,23,37,9421,1290,200262,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7089,219146,28,5,8,6,9,12709,1290,200262,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7090,227689,108,17,31,23,37,15766,1290,200262,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7091,210994,60,10,18,13,19,9133,1290,200262,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7092,214507,210,76,51,38,45,10790,1058,200016,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7093,232233,2,0,1,0,1,17091,1058,200016,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7094,215963,0,0,0,0,0,11453,1058,200016,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7095,228144,197,71,49,35,42,15915,1058,200016,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7096,214858,199,70,49,37,43,10958,1058,200016,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7097,224149,85,30,21,16,18,14442,1058,200016,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7098,213077,289,31,88,63,107,10127,1757,200765,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7099,225706,262,37,68,54,103,15000,1815,200830,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7100,225667,0,0,0,0,0,14985,1498,200479,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7101,228138,168,30,51,40,47,15914,1323,200297,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7102,214497,202,35,62,48,57,10786,1323,200297,85,3,Santa Clara,3,1.0,0.0,0.0,8.0,8.0
7103,210461,178,25,46,36,71,8860,1815,200830,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7104,231070,91,6,25,18,42,16763,1321,200295,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7105,215307,154,22,40,33,59,11164,1815,200830,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7106,215571,70,17,15,17,21,11285,1458,200439,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7107,231069,88,7,25,17,39,16762,1321,200295,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7108,231154,218,30,57,44,87,16795,1815,200830,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7109,225704,36,3,10,7,16,14999,1321,200295,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7110,231150,208,15,56,43,94,16794,1321,200295,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7111,210450,98,17,31,23,27,8856,1323,200297,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7112,220965,64,10,21,11,22,13348,1681,200678,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7113,216330,26,4,9,4,9,11629,1681,200678,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7114,215253,47,7,14,10,16,11131,1059,200017,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7115,231888,38,6,11,8,13,16980,1059,200017,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7116,218883,29,5,9,6,9,12620,1059,200017,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7117,211529,41,6,12,9,14,9393,1059,200017,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7118,220064,63,9,19,13,22,13050,1059,200017,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7119,227668,24,4,7,5,8,15762,1059,200017,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7120,223933,64,9,19,14,22,14377,1059,200017,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7121,211527,126,20,41,20,45,9392,1766,200775,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7122,218884,126,21,41,21,43,12621,1766,200775,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7123,220065,67,10,20,15,22,13051,1059,200017,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7124,215254,51,7,16,11,17,11132,1059,200017,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7125,225967,59,11,17,13,18,15113,1677,200673,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7126,220059,51,13,12,11,15,13046,1677,200673,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7127,211252,156,25,50,25,56,9273,1766,200775,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7128,232168,52,9,15,11,17,17070,1677,200673,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7129,219974,24,4,8,5,7,13012,1677,200673,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7130,225659,33,6,9,7,11,14981,1677,200673,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7131,211251,30,5,9,5,11,9272,1766,200775,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7132,215578,33,5,11,5,12,11290,1766,200775,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7133,230183,36,5,13,6,12,16528,1681,200678,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7134,215579,161,26,52,26,57,11291,1766,200775,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7135,211248,25,4,8,4,9,9270,1681,200678,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7136,214832,35,5,11,6,13,10942,1681,200678,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7137,223946,126,19,43,21,43,14383,1681,200678,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7138,214831,25,4,9,4,8,10941,1681,200678,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7139,211247,25,4,8,4,9,9269,1681,200678,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7140,210746,31,4,12,5,10,8991,1681,200678,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7141,218909,43,6,17,7,13,12629,1979,201014,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7142,214835,48,6,19,8,15,10943,1979,201014,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7143,210747,29,4,10,5,10,8992,1681,200678,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7144,214836,43,6,18,7,12,10944,1979,201014,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7145,231887,14,2,6,2,4,16979,1979,201014,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7146,232169,36,6,11,8,11,17071,1677,200673,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7147,214604,31,7,10,5,9,10835,1652,200647,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7148,218290,39,5,15,7,12,12396,1979,201014,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7149,216331,83,12,31,15,25,11630,1979,201014,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7150,223692,26,4,9,5,8,14302,1979,201014,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7151,214838,56,8,22,10,16,10945,1979,201014,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7152,227443,85,19,28,14,24,15679,1652,200647,85,3,Santa Clara,3,1.0,0.0,0.0,10.0,10.0
7153,220818,470,114,99,116,141,13296,1458,200439,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7154,220817,87,21,18,21,27,13295,1458,200439,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7155,231071,57,5,16,11,25,16764,1321,200295,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7156,217823,25,2,7,5,11,12208,1321,200295,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7157,210462,14,2,2,4,6,8861,1459,200440,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7158,214504,333,39,57,88,149,10789,1459,200440,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7159,212332,114,9,32,23,50,9766,1321,200295,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7160,214287,31,3,8,7,13,10682,1321,200295,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7161,213934,64,13,17,17,17,10507,1323,200297,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7162,231886,0,0,0,0,0,16978,1681,200678,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7163,215305,48,6,8,13,21,11163,1459,200440,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7164,220925,6,1,2,1,2,13339,1323,200297,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7165,222510,0,0,0,0,0,13869,1459,200440,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7166,210705,2,0,1,0,1,8969,1459,200440,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7167,210706,0,0,0,0,0,8970,1459,200440,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7168,220931,209,25,36,55,93,13340,1459,200440,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7169,215304,3,0,1,1,1,11162,1459,200440,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7170,223701,0,0,0,0,0,14305,1459,200440,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7171,210463,135,12,33,32,58,8862,1322,200296,85,3,Santa Clara,3,1.0,0.0,0.0,7.0,7.0
7172,210453,49,5,12,11,21,8857,1322,200296,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7173,223997,36,4,6,9,17,14395,1459,200440,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7174,231912,21,3,4,6,8,16985,1459,200440,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7175,210457,2,0,1,0,1,8858,1459,200440,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7176,210987,208,37,63,50,58,9132,1323,200297,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7177,213477,189,52,43,36,58,10305,1996,201033,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7178,211531,12,2,3,3,4,9395,1826,200841,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7179,232209,108,22,30,26,30,17084,1679,200676,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7180,214501,29,5,9,5,10,10787,1681,200678,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7181,223691,39,6,15,7,11,14301,1979,201014,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7182,211250,59,8,22,11,18,9271,1979,201014,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7183,210150,753,156,210,178,209,8690,1679,200676,85,3,Santa Clara,3,1.0,0.0,0.0,28.0,28.0
7184,225198,95,13,42,16,24,14796,1723,200725,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7185,220199,149,19,67,26,37,13098,1723,200725,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7186,228458,51,7,22,9,13,16011,1723,200725,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7187,210748,0,0,0,0,0,8993,1979,201014,85,3,Santa Clara,3,1.0,0.0,0.0,4.0,4.0
7188,223964,0,0,0,0,0,14386,1979,201014,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7189,223944,280,62,93,46,79,14382,1652,200647,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7190,218276,41,9,14,6,12,12393,1635,200627,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7191,225506,181,32,56,36,57,14921,1724,200726,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7192,226059,51,10,15,10,16,15144,1724,200726,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7193,220688,51,10,15,10,16,13250,1724,200726,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7194,210529,316,68,87,79,82,8889,1679,200676,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7195,225197,164,51,34,32,47,14795,1722,200724,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7196,226058,51,7,22,9,13,15143,1723,200725,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7197,227799,96,13,41,17,25,15796,1723,200725,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7198,214608,107,34,21,21,31,10837,1722,200724,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7199,223936,63,9,19,14,21,14379,1826,200841,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7200,223572,29,4,9,7,9,14254,1826,200841,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7201,223935,32,5,9,7,11,14378,1826,200841,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7202,218885,61,9,19,14,19,12622,1826,200841,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7203,211533,42,6,13,9,14,9397,1826,200841,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7204,211532,36,5,11,8,12,9396,1826,200841,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7205,213169,300,52,90,54,104,10169,1980,201015,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7206,223937,47,9,14,9,15,14380,1980,201015,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7207,217614,117,21,35,23,38,12143,1724,200726,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7208,214830,51,10,15,10,16,10940,1724,200726,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7209,231561,73,13,24,13,23,16900,1724,200726,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7210,210784,607,109,196,116,186,9019,1724,200726,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7211,216327,145,30,52,21,42,11628,1635,200627,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7212,211534,158,28,47,29,54,9398,1980,201015,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7213,223574,43,8,13,8,14,14256,1980,201015,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7214,227446,29,5,9,5,10,15681,1980,201015,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7215,221295,199,69,50,34,46,13444,1588,200577,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7216,214849,78,28,20,13,17,10952,1588,200577,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7217,231146,144,48,37,25,34,16792,1588,200577,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7218,221956,118,13,51,23,31,13670,1257,200227,85,3,Santa Clara,3,1.0,0.0,0.0,37.0,37.0
7219,217037,29,3,12,6,8,11916,1257,200227,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7220,217038,295,33,128,58,76,11917,1257,200227,85,3,Santa Clara,3,1.0,0.0,0.0,16.0,16.0
7221,228214,51,6,22,10,13,15931,1257,200227,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7222,228651,33,4,13,6,10,16074,1339,200313,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7223,232127,79,10,31,15,23,17051,1339,200313,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7224,227003,53,7,20,11,15,15516,1339,200313,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7225,228213,89,10,39,17,23,15930,1257,200227,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7226,222153,24,3,10,5,6,13733,1257,200227,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7227,212921,36,4,15,7,10,10055,1257,200227,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7228,212391,50,6,20,10,14,9797,1911,200935,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7229,212920,20,2,8,5,5,10054,1257,200227,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7230,232309,0,0,0,0,0,17107,1257,200227,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7231,216733,77,9,33,15,20,11785,1257,200227,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7232,217167,64,8,25,13,18,11961,1339,200313,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7233,217166,55,7,22,10,16,11960,1339,200313,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7234,213437,90,13,33,14,30,10284,1946,200976,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7235,227611,179,20,75,35,49,15736,1911,200935,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7236,212886,157,22,58,25,52,10046,1946,200976,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7237,227278,0,0,0,0,0,15612,1129,200093,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7238,212057,0,0,0,0,0,9633,1129,200093,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7239,217867,66,8,26,13,19,12237,1339,200313,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7240,222115,0,0,0,0,0,13725,1129,200093,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7241,210826,0,0,0,0,0,9049,1129,200093,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7242,213485,0,0,0,0,0,10307,1129,200093,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
7243,219696,419,63,202,69,85,12922,1142,200107,85,3,Santa Clara,3,1.0,0.0,0.0,0.0,0.0
